"","FN13","FN23"
"ENSG00000237489","ENSG00000237489","C10orf143"
"ENSG00000237491","ENSG00000237491","LINC01409"
"ENSG00000237493","ENSG00000237493","ENSG00000237493"
"ENSG00000237494","ENSG00000237494","ENSG00000237494"
"ENSG00000237499","ENSG00000237499","WAKMAR2"
"ENSG00000237506","ENSG00000237506","RPSAP15"
"ENSG00000237513","ENSG00000237513","ENSG00000237513"
"ENSG00000237522","ENSG00000237522","ENSG00000237522"
"ENSG00000237523","ENSG00000237523","LINC00857"
"ENSG00000237525","ENSG00000237525","ENSG00000237525"
"ENSG00000237541","ENSG00000237541","HLA-DQA1"
"ENSG00000237550","ENSG00000237550","RPL9P8"
"ENSG00000237595","ENSG00000237595","LINC01275"
"ENSG00000237596","ENSG00000237596","LOC644135"
"ENSG00000237614","ENSG00000237614","ENSG00000237614"
"ENSG00000237624","ENSG00000237624","OXCT2P1"
"ENSG00000237638","ENSG00000237638","LINC02245"
"ENSG00000237649","ENSG00000237649","KIFC1"
"ENSG00000237651","ENSG00000237651","C2orf74"
"ENSG00000237674","ENSG00000237674","ENSG00000237674"
"ENSG00000237700","ENSG00000237700","PRAMEF33"
"ENSG00000237742","ENSG00000237742","ENSG00000237742"
"ENSG00000237753","ENSG00000237753","ENSG00000237753"
"ENSG00000237765","ENSG00000237765","FAM200B"
"ENSG00000237767","ENSG00000237767","ENSG00000237767"
"ENSG00000237773","ENSG00000237773","ENSG00000237773"
"ENSG00000237781","ENSG00000237781","ENSG00000237781"
"ENSG00000237807","ENSG00000237807","LOC100507516"
"ENSG00000237836","ENSG00000237836","ENSG00000237836"
"ENSG00000237840","ENSG00000237840","FAM21FP"
"ENSG00000237854","ENSG00000237854","ENSG00000237854"
"ENSG00000237877","ENSG00000237877","ENSG00000237877"
"ENSG00000237883","ENSG00000237883","DGUOK-AS1"
"ENSG00000237886","ENSG00000237886","ENSG00000237886"
"ENSG00000237892","ENSG00000237892","ENSG00000237892"
"ENSG00000237927","ENSG00000237927","ENSG00000237927"
"ENSG00000237937","ENSG00000237937","LINC02702"
"ENSG00000237938","ENSG00000237938","ENSG00000237938"
"ENSG00000237940","ENSG00000237940","LINC01238"
"ENSG00000237943","ENSG00000237943","PRKCQ-AS1"
"ENSG00000237945","ENSG00000237945","LINC00649"
"ENSG00000237949","ENSG00000237949","ENSG00000237949"
"ENSG00000237973","ENSG00000237973","MTCO1P12"
"ENSG00000237975","ENSG00000237975","FLG-AS1"
"ENSG00000237984","ENSG00000237984","PTENP1"
"ENSG00000237988","ENSG00000237988","ENSG00000237988"
"ENSG00000237989","ENSG00000237989","LINC01679"
"ENSG00000238000","ENSG00000238000","PSME2P1"
"ENSG00000238005","ENSG00000238005","LOC101927851"
"ENSG00000238018","ENSG00000238018","ENSG00000238018"
"ENSG00000238045","ENSG00000238045","ENSG00000238045"
"ENSG00000238072","ENSG00000238072","ENSG00000238072"
"ENSG00000238083","ENSG00000238083","LRRC37A2"
"ENSG00000238097","ENSG00000238097","LINC02037"
"ENSG00000238099","ENSG00000238099","LINC01625"
"ENSG00000238102","ENSG00000238102","ENSG00000238102"
"ENSG00000238105","ENSG00000238105","GOLGA2P5"
"ENSG00000238113","ENSG00000238113","LINC01410"
"ENSG00000238121","ENSG00000238121","LINC00426"
"ENSG00000238133","ENSG00000238133","MAP3K20-AS1"
"ENSG00000238142","ENSG00000238142","LOC105376805"
"ENSG00000238164","ENSG00000238164","ENSG00000238164"
"ENSG00000238181","ENSG00000238181","AHCYP2"
"ENSG00000238197","ENSG00000238197","PAXBP1-AS1"
"ENSG00000238198","ENSG00000238198","LRIG2-DT"
"ENSG00000238227","ENSG00000238227","TMEM250"
"ENSG00000238273","ENSG00000238273","ENSG00000238273"
"ENSG00000238278","ENSG00000238278","ENSG00000238278"
"ENSG00000238390","ENSG00000238390","ENSG00000238390"
"ENSG00000238741","ENSG00000238741","SCARNA7"
"ENSG00000238832","ENSG00000238832","ENSG00000238832"
"ENSG00000239213","ENSG00000239213","ENSG00000239213"
"ENSG00000239264","ENSG00000239264","TXNDC5"
"ENSG00000239265","ENSG00000239265","ENSG00000239265"
"ENSG00000239305","ENSG00000239305","RNF103"
"ENSG00000239306","ENSG00000239306","RBM14"
"ENSG00000239332","ENSG00000239332","LINC01119"
"ENSG00000239335","ENSG00000239335","LLPH-DT"
"ENSG00000239382","ENSG00000239382","ALKBH6"
"ENSG00000239388","ENSG00000239388","ASB14"
"ENSG00000239389","ENSG00000239389","PCDHA13"
"ENSG00000239407","ENSG00000239407","ENSG00000239407"
"ENSG00000239415","ENSG00000239415","ENSG00000239415"
"ENSG00000239445","ENSG00000239445","ENSG00000239445"
"ENSG00000239467","ENSG00000239467","ERICH2"
"ENSG00000239521","ENSG00000239521","CASTOR3"
"ENSG00000239523","ENSG00000239523","MYLK-AS1"
"ENSG00000239556","ENSG00000239556","ENSG00000239556"
"ENSG00000239559","ENSG00000239559","ENSG00000239559"
"ENSG00000239569","ENSG00000239569","ENSG00000239569"
"ENSG00000239653","ENSG00000239653","PSMD6-AS2"
"ENSG00000239665","ENSG00000239665","ENSG00000239665"
"ENSG00000239672","ENSG00000239672","NME1"
"ENSG00000239697","ENSG00000239697","TNFSF12"
"ENSG00000239713","ENSG00000239713","APOBEC3G"
"ENSG00000239779","ENSG00000239779","WBP1"
"ENSG00000239789","ENSG00000239789","MRPS17"
"ENSG00000239799","ENSG00000239799","ITIH4-AS1"
"ENSG00000239839","ENSG00000239839","DEFA3"
"ENSG00000239855","ENSG00000239855","IGKV1-6"
"ENSG00000239857","ENSG00000239857","GET4"
"ENSG00000239883","ENSG00000239883","ENSG00000239883"
"ENSG00000239887","ENSG00000239887","C1orf226"
"ENSG00000239900","ENSG00000239900","ADSL"
"ENSG00000239911","ENSG00000239911","ENSG00000239911"
"ENSG00000239951","ENSG00000239951","IGKV3-20"
"ENSG00000239975","ENSG00000239975","IGKV1D-33"
"ENSG00000239998","ENSG00000239998","LILRA2"
"ENSG00000240005","ENSG00000240005","ENSG00000240005"
"ENSG00000240006","ENSG00000240006","LINC02004"
"ENSG00000240024","ENSG00000240024","LINC00888"
"ENSG00000240032","ENSG00000240032","LNCSRLR"
"ENSG00000240038","ENSG00000240038","AMY2B"
"ENSG00000240053","ENSG00000240053","LY6G5B"
"ENSG00000240065","ENSG00000240065","PSMB9"
"ENSG00000240086","ENSG00000240086","ENSG00000240086"
"ENSG00000240137","ENSG00000240137","ERICH6-AS1"
"ENSG00000240184","ENSG00000240184","PCDHGC3"
"ENSG00000240207","ENSG00000240207","ENSG00000240207"
"ENSG00000240216","ENSG00000240216","ENSG00000240216"
"ENSG00000240219","ENSG00000240219","ENSG00000240219"
"ENSG00000240224","ENSG00000240224","UGT1A5"
"ENSG00000240225","ENSG00000240225","ZNF542P"
"ENSG00000240230","ENSG00000240230","COX19"
"ENSG00000240288","ENSG00000240288","GHRLOS"
"ENSG00000240291","ENSG00000240291","ENSG00000240291"
"ENSG00000240303","ENSG00000240303","ACAD11"
"ENSG00000240342","ENSG00000240342","RPS2P5"
"ENSG00000240344","ENSG00000240344","PPIL3"
"ENSG00000240356","ENSG00000240356","ENSG00000240356"
"ENSG00000240370","ENSG00000240370","RPL13P5"
"ENSG00000240376","ENSG00000240376","RPS8P8"
"ENSG00000240382","ENSG00000240382","IGKV1-17"
"ENSG00000240401","ENSG00000240401","ENSG00000240401"
"ENSG00000240429","ENSG00000240429","ENSG00000240429"
"ENSG00000240445","ENSG00000240445","FOXO3B"
"ENSG00000240449","ENSG00000240449","ENSG00000240449"
"ENSG00000240457","ENSG00000240457","RN7SL472P"
"ENSG00000240489","ENSG00000240489","ENSG00000240489"
"ENSG00000240583","ENSG00000240583","AQP1"
"ENSG00000240602","ENSG00000240602","AADACP1"
"ENSG00000240616","ENSG00000240616","RPS6P25"
"ENSG00000240668","ENSG00000240668","KRT8P36"
"ENSG00000240671","ENSG00000240671","IGKV1-8"
"ENSG00000240682","ENSG00000240682","ISY1"
"ENSG00000240694","ENSG00000240694","PNMA2"
"ENSG00000240731","ENSG00000240731","ENSG00000240731"
"ENSG00000240771","ENSG00000240771","ARHGEF25"
"ENSG00000240793","ENSG00000240793","ENSG00000240793"
"ENSG00000240849","ENSG00000240849","PEDS1"
"ENSG00000240857","ENSG00000240857","RDH14"
"ENSG00000240859","ENSG00000240859","LOC100507642"
"ENSG00000240864","ENSG00000240864","IGKV1-16"
"ENSG00000240875","ENSG00000240875","LINC00886"
"ENSG00000240891","ENSG00000240891","PLCXD2"
"ENSG00000240914","ENSG00000240914","ENSG00000240914"
"ENSG00000240915","ENSG00000240915","ENSG00000240915"
"ENSG00000240935","ENSG00000240935","PLGLA"
"ENSG00000240970","ENSG00000240970","ENSG00000240970"
"ENSG00000241015","ENSG00000241015","TPM3P9"
"ENSG00000241058","ENSG00000241058","NSUN6"
"ENSG00000241061","ENSG00000241061","RPL5P1"
"ENSG00000241106","ENSG00000241106","HLA-DOB"
"ENSG00000241119","ENSG00000241119","UGT1A9"
"ENSG00000241127","ENSG00000241127","YAE1"
"ENSG00000241158","ENSG00000241158","ADAMTS9-AS1"
"ENSG00000241163","ENSG00000241163","LINC00877"
"ENSG00000241170","ENSG00000241170","RPL31P46"
"ENSG00000241186","ENSG00000241186","TDGF1"
"ENSG00000241224","ENSG00000241224","C3orf85"
"ENSG00000241244","ENSG00000241244","IGKV1D-16"
"ENSG00000241258","ENSG00000241258","CRCP"
"ENSG00000241288","ENSG00000241288","LINC02614"
"ENSG00000241294","ENSG00000241294","IGKV2-24"
"ENSG00000241316","ENSG00000241316","SUCLG2-AS1"
"ENSG00000241343","ENSG00000241343","RPL36A"
"ENSG00000241351","ENSG00000241351","IGKV3-11"
"ENSG00000241360","ENSG00000241360","PDXP"
"ENSG00000241370","ENSG00000241370","RPP21"
"ENSG00000241388","ENSG00000241388","HNF1A-AS1"
"ENSG00000241399","ENSG00000241399","CD302"
"ENSG00000241404","ENSG00000241404","EGFL8"
"ENSG00000241468","ENSG00000241468","ATP5MF"
"ENSG00000241478","ENSG00000241478","ENSG00000241478"
"ENSG00000241489","ENSG00000241489","ENSG00000241489"
"ENSG00000241506","ENSG00000241506","PSMC1P1"
"ENSG00000241549","ENSG00000241549","GUSBP2"
"ENSG00000241553","ENSG00000241553","ARPC4"
"ENSG00000241556","ENSG00000241556","ENSG00000241556"
"ENSG00000241560","ENSG00000241560","ZBTB20-AS1"
"ENSG00000241570","ENSG00000241570","PAQR9-AS1"
"ENSG00000241635","ENSG00000241635","UGT1A1"
"ENSG00000241644","ENSG00000241644","INMT"
"ENSG00000241684","ENSG00000241684","ADAMTS9-AS2"
"ENSG00000241685","ENSG00000241685","ARPC1A"
"ENSG00000241754","ENSG00000241754","ENSG00000241754"
"ENSG00000241755","ENSG00000241755","IGKV1-9"
"ENSG00000241764","ENSG00000241764","LOC101927974"
"ENSG00000241769","ENSG00000241769","LINC00893"
"ENSG00000241837","ENSG00000241837","ATP5PO"
"ENSG00000241839","ENSG00000241839","PLEKHO2"
"ENSG00000241852","ENSG00000241852","C8orf58"
"ENSG00000241878","ENSG00000241878","PISD"
"ENSG00000241886","ENSG00000241886","ENSG00000241886"
"ENSG00000241935","ENSG00000241935","HOGA1"
"ENSG00000241945","ENSG00000241945","PWP2"
"ENSG00000241973","ENSG00000241973","PI4KA"
"ENSG00000241990","ENSG00000241990","ENSG00000241990"
"ENSG00000242028","ENSG00000242028","HYPK"
"ENSG00000242048","ENSG00000242048","LOC644090"
"ENSG00000242071","ENSG00000242071","RPL7AP6"
"ENSG00000242076","ENSG00000242076","IGKV1-33"
"ENSG00000242082","ENSG00000242082","SLC5A4-AS1"
"ENSG00000242086","ENSG00000242086","SDHAP2"
"ENSG00000242110","ENSG00000242110","AMACR"
"ENSG00000242114","ENSG00000242114","MTFP1"
"ENSG00000242125","ENSG00000242125","SNHG3"
"ENSG00000242147","ENSG00000242147","LINC02677"
"ENSG00000242193","ENSG00000242193","CRYZL2P"
"ENSG00000242247","ENSG00000242247","ARFGAP3"
"ENSG00000242259","ENSG00000242259","C22orf39"
"ENSG00000242262","ENSG00000242262","ENSG00000242262"
"ENSG00000242265","ENSG00000242265","PEG10"
"ENSG00000242294","ENSG00000242294","STAG3L5P"
"ENSG00000242299","ENSG00000242299","RPS18P5"
"ENSG00000242371","ENSG00000242371","IGKV1-39"
"ENSG00000242372","ENSG00000242372","EIF6"
"ENSG00000242474","ENSG00000242474","ENSG00000242474"
"ENSG00000242485","ENSG00000242485","MRPL20"
"ENSG00000242498","ENSG00000242498","ARPIN"
"ENSG00000242516","ENSG00000242516","LINC00960"
"ENSG00000242522","ENSG00000242522","KLHL6-AS1"
"ENSG00000242534","ENSG00000242534","IGKV2D-28"
"ENSG00000242574","ENSG00000242574","HLA-DMB"
"ENSG00000242588","ENSG00000242588","ENSG00000242588"
"ENSG00000242600","ENSG00000242600","MBL1P"
"ENSG00000242612","ENSG00000242612","DECR2"
"ENSG00000242616","ENSG00000242616","GNG10"
"ENSG00000242622","ENSG00000242622","ENSG00000242622"
"ENSG00000242689","ENSG00000242689","CNTF"
"ENSG00000242732","ENSG00000242732","RTL5"
"ENSG00000242779","ENSG00000242779","ZNF702P"
"ENSG00000242802","ENSG00000242802","AP5Z1"
"ENSG00000242861","ENSG00000242861","ENSG00000242861"
"ENSG00000242950","ENSG00000242950","ERVW-1"
"ENSG00000242960","ENSG00000242960","ENSG00000242960"
"ENSG00000243024","ENSG00000243024","ENSG00000243024"
"ENSG00000243055","ENSG00000243055","ENSG00000243055"
"ENSG00000243056","ENSG00000243056","EIF4EBP3"
"ENSG00000243064","ENSG00000243064","ABCC13"
"ENSG00000243069","ENSG00000243069","ARHGEF26-AS1"
"ENSG00000243083","ENSG00000243083","LINC00870"
"ENSG00000243135","ENSG00000243135","UGT1A3"
"ENSG00000243147","ENSG00000243147","MRPL33"
"ENSG00000243156","ENSG00000243156","MICAL3"
"ENSG00000243176","ENSG00000243176","ENSG00000243176"
"ENSG00000243199","ENSG00000243199","RPL6P10"
"ENSG00000243232","ENSG00000243232","PCDHAC2"
"ENSG00000243238","ENSG00000243238","IGKV2-30"
"ENSG00000243244","ENSG00000243244","STON1"
"ENSG00000243264","ENSG00000243264","IGKV2D-29"
"ENSG00000243279","ENSG00000243279","PRAF2"
"ENSG00000243289","ENSG00000243289","ENSG00000243289"
"ENSG00000243290","ENSG00000243290","IGKV1-12"
"ENSG00000243302","ENSG00000243302","ENSG00000243302"
"ENSG00000243317","ENSG00000243317","STMP1"
"ENSG00000243335","ENSG00000243335","KCTD7"
"ENSG00000243364","ENSG00000243364","EFNA4"
"ENSG00000243384","ENSG00000243384","ENSG00000243384"
"ENSG00000243406","ENSG00000243406","MRPS31P5"
"ENSG00000243415","ENSG00000243415","ENSG00000243415"
"ENSG00000243449","ENSG00000243449","C4orf48"
"ENSG00000243466","ENSG00000243466","IGKV1-5"
"ENSG00000243477","ENSG00000243477","NAA80"
"ENSG00000243547","ENSG00000243547","HNRNPKP4"
"ENSG00000243554","ENSG00000243554","CCZ1P"
"ENSG00000243646","ENSG00000243646","IL10RB"
"ENSG00000243649","ENSG00000243649","CFB"
"ENSG00000243660","ENSG00000243660","ZNF487"
"ENSG00000243667","ENSG00000243667","WDR92"
"ENSG00000243678","ENSG00000243678","NME2"
"ENSG00000243679","ENSG00000243679","ENSG00000243679"
"ENSG00000243694","ENSG00000243694","LINC02027"
"ENSG00000243696","ENSG00000243696","ENSG00000243696"
"ENSG00000243701","ENSG00000243701","DUBR"
"ENSG00000243709","ENSG00000243709","LEFTY1"
"ENSG00000243710","ENSG00000243710","CFAP57"
"ENSG00000243716","ENSG00000243716","NPIPB5"
"ENSG00000243725","ENSG00000243725","TTC4"
"ENSG00000243753","ENSG00000243753","HLA-L"
"ENSG00000243818","ENSG00000243818","LOC100507389"
"ENSG00000243829","ENSG00000243829","RPS9P4"
"ENSG00000243896","ENSG00000243896","OR2A7"
"ENSG00000243910","ENSG00000243910","TUBA4B"
"ENSG00000243926","ENSG00000243926","ENSG00000243926"
"ENSG00000243927","ENSG00000243927","MRPS6"
"ENSG00000243943","ENSG00000243943","ZNF512"
"ENSG00000243955","ENSG00000243955","GSTA1"
"ENSG00000243970","ENSG00000243970","PPIEL"
"ENSG00000243978","ENSG00000243978","RTL9"
"ENSG00000243989","ENSG00000243989","ACY1"
"ENSG00000244005","ENSG00000244005","NFS1"
"ENSG00000244020","ENSG00000244020","MT1HL1"
"ENSG00000244026","ENSG00000244026","FAM86DP"
"ENSG00000244038","ENSG00000244038","DDOST"
"ENSG00000244041","ENSG00000244041","LINC01011"
"ENSG00000244045","ENSG00000244045","TMEM199"
"ENSG00000244055","ENSG00000244055","ENSG00000244055"
"ENSG00000244062","ENSG00000244062","ENSG00000244062"
"ENSG00000244067","ENSG00000244067","GSTA2"
"ENSG00000244116","ENSG00000244116","IGKV2-28"
"ENSG00000244119","ENSG00000244119","ENSG00000244119"
"ENSG00000244122","ENSG00000244122","UGT1A7"
"ENSG00000244128","ENSG00000244128","ENSG00000244128"
"ENSG00000244161","ENSG00000244161","FLNB-AS1"
"ENSG00000244165","ENSG00000244165","P2RY11"
"ENSG00000244187","ENSG00000244187","TMEM141"
"ENSG00000244198","ENSG00000244198","ENSG00000244198"
"ENSG00000244242","ENSG00000244242","IFITM10"
"ENSG00000244256","ENSG00000244256","RN7SL130P"
"ENSG00000244265","ENSG00000244265","ENSG00000244265"
"ENSG00000244300","ENSG00000244300","ENSG00000244300"
"ENSG00000244301","ENSG00000244301","ENSG00000244301"
"ENSG00000244313","ENSG00000244313","ENSG00000244313"
"ENSG00000244363","ENSG00000244363","RPL7P23"
"ENSG00000244398","ENSG00000244398","RPL36AP37"
"ENSG00000244405","ENSG00000244405","ETV5"
"ENSG00000244414","ENSG00000244414","CFHR1"
"ENSG00000244437","ENSG00000244437","IGKV3-15"
"ENSG00000244462","ENSG00000244462","RBM12"
"ENSG00000244474","ENSG00000244474","UGT1A4"
"ENSG00000244476","ENSG00000244476","ERVFRD-1"
"ENSG00000244479","ENSG00000244479","ENSG00000244479"
"ENSG00000244482","ENSG00000244482","LILRA6"
"ENSG00000244486","ENSG00000244486","SCARF2"
"ENSG00000244503","ENSG00000244503","LOC100421817"
"ENSG00000244509","ENSG00000244509","APOBEC3C"
"ENSG00000244513","ENSG00000244513","ENSG00000244513"
"ENSG00000244515","ENSG00000244515","KRT18P34"
"ENSG00000244560","ENSG00000244560","LOC155060"
"ENSG00000244575","ENSG00000244575","IGKV1-27"
"ENSG00000244586","ENSG00000244586","ENSG00000244586"
"ENSG00000244617","ENSG00000244617","ASPRV1"
"ENSG00000244625","ENSG00000244625","ENSG00000244625"
"ENSG00000244627","ENSG00000244627","ENSG00000244627"
"ENSG00000244682","ENSG00000244682","ENSG00000244682"
"ENSG00000244687","ENSG00000244687","UBE2V1"
"ENSG00000244693","ENSG00000244693","CTAGE8"
"ENSG00000244694","ENSG00000244694","PTCHD4"
"ENSG00000244701","ENSG00000244701","ENSG00000244701"
"ENSG00000244716","ENSG00000244716","ENSG00000244716"
"ENSG00000244731","ENSG00000244731","C4A"
"ENSG00000244734","ENSG00000244734","HBB"
"ENSG00000244754","ENSG00000244754","N4BP2L2"
"ENSG00000244879","ENSG00000244879","ENSG00000244879"
"ENSG00000244921","ENSG00000244921","MTCYBP18"
"ENSG00000244932","ENSG00000244932","ENSG00000244932"
"ENSG00000244953","ENSG00000244953","ENSG00000244953"
"ENSG00000244968","ENSG00000244968","LIFR-AS1"
"ENSG00000245017","ENSG00000245017","LINC02453"
"ENSG00000245025","ENSG00000245025","ENSG00000245025"
"ENSG00000245060","ENSG00000245060","LINC00847"
"ENSG00000245105","ENSG00000245105","A2M-AS1"
"ENSG00000245112","ENSG00000245112","SMARCA5-AS1"
"ENSG00000245146","ENSG00000245146","ENSG00000245146"
"ENSG00000245149","ENSG00000245149","RNF139-AS1"
"ENSG00000245156","ENSG00000245156","ENSG00000245156"
"ENSG00000245164","ENSG00000245164","LINC00861"
"ENSG00000245248","ENSG00000245248","ENSG00000245248"
"ENSG00000245275","ENSG00000245275","SAP30L-AS1"
"ENSG00000245281","ENSG00000245281","LOC101929066"
"ENSG00000245293","ENSG00000245293","CYP2U1-AS1"
"ENSG00000245317","ENSG00000245317","LOC100996419"
"ENSG00000245468","ENSG00000245468","ENSG00000245468"
"ENSG00000245498","ENSG00000245498","LOC100507283"
"ENSG00000245532","ENSG00000245532","NEAT1"
"ENSG00000245534","ENSG00000245534","RORA-AS1"
"ENSG00000245552","ENSG00000245552","LOC101929295"
"ENSG00000245556","ENSG00000245556","SCAMP1-AS1"
"ENSG00000245571","ENSG00000245571","FAM111A-DT"
"ENSG00000245573","ENSG00000245573","BDNF-AS"
"ENSG00000245680","ENSG00000245680","ZNF585B"
"ENSG00000245694","ENSG00000245694","CRNDE"
"ENSG00000245711","ENSG00000245711","ENSG00000245711"
"ENSG00000245750","ENSG00000245750","DRAIC"
"ENSG00000245768","ENSG00000245768","ENSG00000245768"
"ENSG00000245848","ENSG00000245848","CEBPA"
"ENSG00000245849","ENSG00000245849","RAD51-AS1"
"ENSG00000245857","ENSG00000245857","GS1-24F4.2"
"ENSG00000245888","ENSG00000245888","NSMCE1-DT"
"ENSG00000245904","ENSG00000245904","ENSG00000245904"
"ENSG00000245910","ENSG00000245910","SNHG6"
"ENSG00000245937","ENSG00000245937","LINC01184"
"ENSG00000245958","ENSG00000245958","SEPTIN7P14"
"ENSG00000245970","ENSG00000245970","ENSG00000245970"
"ENSG00000246022","ENSG00000246022","ALDH1L1-AS2"
"ENSG00000246067","ENSG00000246067","ENSG00000246067"
"ENSG00000246082","ENSG00000246082","NUDT16L2P"
"ENSG00000246089","ENSG00000246089","LOC100287015"
"ENSG00000246090","ENSG00000246090","LOC100507053"
"ENSG00000246145","ENSG00000246145","RRS1-AS1"
"ENSG00000246174","ENSG00000246174","KCTD21-AS1"
"ENSG00000246214","ENSG00000246214","LOC101929524"
"ENSG00000246250","ENSG00000246250","ENSG00000246250"
"ENSG00000246263","ENSG00000246263","ENSG00000246263"
"ENSG00000246273","ENSG00000246273","SBF2-AS1"
"ENSG00000246339","ENSG00000246339","EXTL3-AS1"
"ENSG00000246366","ENSG00000246366","LACTB2-AS1"
"ENSG00000246379","ENSG00000246379","LOC283856"
"ENSG00000246451","ENSG00000246451","ENSG00000246451"
"ENSG00000246523","ENSG00000246523","FZD4-DT"
"ENSG00000246526","ENSG00000246526","LINC02481"
"ENSG00000246560","ENSG00000246560","UBE2D3-AS1"
"ENSG00000246575","ENSG00000246575","ENSG00000246575"
"ENSG00000246582","ENSG00000246582","LOC389641"
"ENSG00000246596","ENSG00000246596","ENSG00000246596"
"ENSG00000246662","ENSG00000246662","LINC00535"
"ENSG00000246695","ENSG00000246695","ENSG00000246695"
"ENSG00000246705","ENSG00000246705","H2AJ"
"ENSG00000246763","ENSG00000246763","RGMB-AS1"
"ENSG00000246859","ENSG00000246859","STARD4-AS1"
"ENSG00000246889","ENSG00000246889","ENSG00000246889"
"ENSG00000246898","ENSG00000246898","ENSG00000246898"
"ENSG00000246922","ENSG00000246922","UBAP1L"
"ENSG00000246982","ENSG00000246982","ENSG00000246982"
"ENSG00000246985","ENSG00000246985","SOCS2-AS1"
"ENSG00000247077","ENSG00000247077","PGAM5"
"ENSG00000247081","ENSG00000247081","LOC105369147"
"ENSG00000247092","ENSG00000247092","ENSG00000247092"
"ENSG00000247095","ENSG00000247095","MIR210HG"
"ENSG00000247121","ENSG00000247121","ENSG00000247121"
"ENSG00000247134","ENSG00000247134","ENSG00000247134"
"ENSG00000247137","ENSG00000247137","LOC100506282"
"ENSG00000247157","ENSG00000247157","LINC01252"
"ENSG00000247199","ENSG00000247199","LOC102546294"
"ENSG00000247240","ENSG00000247240","UBL7-AS1"
"ENSG00000247271","ENSG00000247271","ZBED5-AS1"
"ENSG00000247287","ENSG00000247287","ENSG00000247287"
"ENSG00000247315","ENSG00000247315","ZCCHC3"
"ENSG00000247317","ENSG00000247317","ENSG00000247317"
"ENSG00000247373","ENSG00000247373","ENSG00000247373"
"ENSG00000247400","ENSG00000247400","DNAJC3-DT"
"ENSG00000247498","ENSG00000247498","GPRC5D-AS1"
"ENSG00000247516","ENSG00000247516","MIR4458HG"
"ENSG00000247556","ENSG00000247556","OIP5-AS1"
"ENSG00000247572","ENSG00000247572","CKMT2-AS1"
"ENSG00000247595","ENSG00000247595","SPTY2D1OS"
"ENSG00000247596","ENSG00000247596","TWF2"
"ENSG00000247626","ENSG00000247626","MARS2"
"ENSG00000247627","ENSG00000247627","MTND4P12"
"ENSG00000247679","ENSG00000247679","ENSG00000247679"
"ENSG00000247708","ENSG00000247708","STX18-AS1"
"ENSG00000247735","ENSG00000247735","ENSG00000247735"
"ENSG00000247746","ENSG00000247746","USP51"
"ENSG00000247765","ENSG00000247765","ENSG00000247765"
"ENSG00000247774","ENSG00000247774","PCED1B-AS1"
"ENSG00000247796","ENSG00000247796","LOC257396"
"ENSG00000247809","ENSG00000247809","NR2F2-AS1"
"ENSG00000247828","ENSG00000247828","TMEM161B-AS1"
"ENSG00000247903","ENSG00000247903","ENSG00000247903"
"ENSG00000247934","ENSG00000247934","ENSG00000247934"
"ENSG00000247950","ENSG00000247950","SEC24B-AS1"
"ENSG00000247982","ENSG00000247982","LINC00926"
"ENSG00000248008","ENSG00000248008","NRAV"
"ENSG00000248015","ENSG00000248015","ENSG00000248015"
"ENSG00000248019","ENSG00000248019","FAM13A-AS1"
"ENSG00000248049","ENSG00000248049","UBA6-AS1"
"ENSG00000248050","ENSG00000248050","ENSG00000248050"
"ENSG00000248079","ENSG00000248079","ENSG00000248079"
"ENSG00000248092","ENSG00000248092","ENSG00000248092"
"ENSG00000248098","ENSG00000248098","BCKDHA"
"ENSG00000248121","ENSG00000248121","ENSG00000248121"
"ENSG00000248124","ENSG00000248124","ENSG00000248124"
"ENSG00000248144","ENSG00000248144","ADH1C"
"ENSG00000248161","ENSG00000248161","ENSG00000248161"
"ENSG00000248174","ENSG00000248174","LINC02268"
"ENSG00000248213","ENSG00000248213","ENSG00000248213"
"ENSG00000248275","ENSG00000248275","TRIM52-AS1"
"ENSG00000248278","ENSG00000248278","LOC105371814"
"ENSG00000248290","ENSG00000248290","ENSG00000248290"
"ENSG00000248319","ENSG00000248319","LINC02275"
"ENSG00000248323","ENSG00000248323","LUCAT1"
"ENSG00000248333","ENSG00000248333","CDK11B"
"ENSG00000248334","ENSG00000248334","ENSG00000248334"
"ENSG00000248359","ENSG00000248359","ENSG00000248359"
"ENSG00000248373","ENSG00000248373","ENSG00000248373"
"ENSG00000248383","ENSG00000248383","PCDHAC1"
"ENSG00000248429","ENSG00000248429","FAM198B-AS1"
"ENSG00000248441","ENSG00000248441","LINC01197"
"ENSG00000248445","ENSG00000248445","SEMA6A-AS1"
"ENSG00000248476","ENSG00000248476","ENSG00000248476"
"ENSG00000248485","ENSG00000248485","PCP4L1"
"ENSG00000248487","ENSG00000248487","ABHD14A"
"ENSG00000248503","ENSG00000248503","ENSG00000248503"
"ENSG00000248508","ENSG00000248508","SRP14-AS1"
"ENSG00000248527","ENSG00000248527","MTATP6P1"
"ENSG00000248538","ENSG00000248538","LOC157273"
"ENSG00000248590","ENSG00000248590","ENSG00000248590"
"ENSG00000248592","ENSG00000248592","STIMATE-MUSTN1"
"ENSG00000248593","ENSG00000248593","DSTNP2"
"ENSG00000248610","ENSG00000248610","HSPA8P4"
"ENSG00000248635","ENSG00000248635","ENSG00000248635"
"ENSG00000248636","ENSG00000248636","LOC105370027"
"ENSG00000248643","ENSG00000248643","RBM14-RBM4"
"ENSG00000248671","ENSG00000248671","ALG1L9P"
