© 2000-2021 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Phospholipase C Signaling	-0E00	4.1E-02	0.000	ADCY9,ARHGEF3,ATF4,CREB3,HDAC11,HDAC5,HMOX1,ITGA6,ITGA8,ITGAM,ITGB5,ITGB8,NFKB2,PRKCZ,RALB,RASD1,RELB,RND3,TGM2	
Altered T Cell and B Cell Signaling in Rheumatoid Arthritis	-0E00	3.78E-02	NaN	CSF1,CXCL13,IL1B,IL1RN,NFKB2,PRTN3,RELB,TLR1,TLR2,TNF,TRAF3	
Protein Kinase A Signaling	-0E00	6.61E-02	0.000	ADCY9,AKAP8,APEX1,ATF4,CDC14B,CDC25A,CREB3,DUSP1,DUSP10,DUSP11,FICD,NFKB2,NFKBIA,NFKBIB,NFKBIE,PDE12,PDE4C,PHKA2,PPP1CA,PPP1R3C,PRKCZ,PTPN1,PTPN3,RELB,TTN	
Leptin Signaling in Obesity	-0E00	6.85E-02	1.000	ADCY9,AKT1,FOXO1,SOCS3,STAT3	
Role of NFAT in Cardiac Hypertrophy	-0E00	5.12E-02	0.000	ADCY9,AKT1,CAMK1D,GATA4,HDAC11,HDAC5,MAP2K3,PRKCZ,RALB,RASD1,RCAN1	
Glioma Invasiveness Signaling	-0E00	4.29E-02	NaN	RALB,RASD1,RND3	
Breast Cancer Regulation by Stathmin1	-0E00	7.77E-02	0.152	ADRA1A,AGTR1,ARHGEF3,ATF4,C3AR1,C5AR1,CAMK1D,CCND1,CCND2,CCR2,CDK2,CELSR1,CREB3,E2F2,E2F4,FPR2,FZD7,GPR12,GPR146,GPR17,HCAR2,LTB4R2,MTNR1A,NFKB2,P2RY13,PPM1L,PPP1CA,PPP1R3C,PRKCZ,PROK1,PTGER2,RALB,RASD1,S1PR1,STAT3,TP53,TUBA1A,TUBA1B,TUBA1C,TUBB,TUBB4B,TUBB6,VEGFA,VIPR1	
Neuroprotective Role of THOP1 in Alzheimer's Disease	-0E00	9.35E-03	NaN	PRTN3	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	-0E00	3.73E-02	1.508	ELP1,FOS,IKBKE,NFKB2,NFKBIA,NFKBIB,NFKBIE,PABPC4,RALB,RASD1,RELB	
Granzyme A Signaling	-0E00	7.14E-02	NaN	APEX1	
Role of Wnt/GSK-3β Signaling in the Pathogenesis of Influenza	-0E00	3.08E-02	NaN	CSNK1D,FZD7	
Nur77 Signaling in T Lymphocytes	-0E00	6.73E-03	NaN	PRKCZ,TNFSF10	
PKCθ Signaling in T Lymphocytes	-0E00	2.79E-02	0.707	FOS,IKBKE,MAP3K13,NFKB2,NFKBIA,NFKBIB,NFKBIE,RALB,RASD1,RELB	
Antiproliferative Role of TOB in T Cell Signaling	-0E00	1.68E-02	-1.000	CCNE1,CDC34,CDK2,PABPC4	
OX40 Signaling Pathway	-0E00	2.24E-02	0.447	NFKB2,NFKBIA,NFKBIB,NFKBIE,RELB,TRAF3	
Tumoricidal Function of Hepatic Natural Killer Cells	-0E00	4.55E-02	NaN	ICAM1	
Intrinsic Prothrombin Activation Pathway	-0E00	2.56E-02	NaN	F13A1	
Cell Cycle Control of Chromosomal Replication	-0E00	3.77E-02	NaN	CDK19,CDK2	
Dopamine-DARPP32 Feedback in cAMP Signaling	-0E00	6.21E-02	0.632	ADCY9,ATF4,CAMKK2,CREB3,CSNK1D,GUCY1A1,KCNJ16,PPM1L,PPP1CA,PPP1R3C,PRKCZ	
Signaling by Rho Family GTPases	-0E00	6.92E-02	1.667	ACTA1,ACTG1,ARFIP2,ARHGEF3,CDC42EP2,CDH4,FOS,GNA12,GNAT1,ITGA6,ITGA8,ITGAM,ITGB5,ITGB8,NFKB2,PRKCZ,RELB,RND3	
RhoGDI Signaling	-0E00	7.21E-02	-1.134	ACTA1,ACTG1,ARHGAP6,ARHGEF3,CDH4,ESR1,GNA12,GNAT1,ITGA6,ITGA8,ITGAM,ITGB5,ITGB8,MYH9,RND3	
Telomere Extension by Telomerase	-0E00	7.14E-02	NaN	PINX1	
Hematopoiesis from Pluripotent Stem Cells	-0E00	4.2E-03	NaN	CSF1	
Transcriptional Regulatory Network in Embryonic Stem Cells	-0E00	7.69E-02	NaN	GATA4,RFX4,STAT3,TRIM24	
nNOS Signaling in Neurons	-0E00	6.67E-02	NaN	CAPN5,PRKCZ,RASD1	
nNOS Signaling in Skeletal Muscle Cells	-0E00	2.13E-02	NaN	DAG1	
Ephrin A Signaling	-0E00	6.52E-02	NaN	BCAR1,EFNA1,EPHA1	
Ephrin B Signaling	-0E00	5.63E-02	-1.000	CXCR4,GNA12,GNAT1,RGS3	
Netrin Signaling	-0E00	1.41E-02	NaN	ABLIM3	
Heparan Sulfate Biosynthesis	-0E00	5.8E-02	0.000	AARS1,B3GAT3,HS3ST3B1,XYLT2	
Fatty Acid Activation	-0E00	7.14E-02	NaN	ACSL3	
Bupropion Degradation	-0E00	4.55E-02	NaN	CYP4B1	
Retinoate Biosynthesis I	-0E00	3.03E-02	NaN	DHRS3	
Thyroid Hormone Metabolism II (via Conjugation and/or Degradation)	-0E00	7.41E-02	NaN	B3GAT3,B4GAT1	
Nicotine Degradation III	-0E00	6.25E-02	NaN	B3GAT3,B4GAT1,CYP4B1	
Heparan Sulfate Biosynthesis (Late Stages)	-0E00	3.23E-02	NaN	AARS1,HS3ST3B1	
Isoleucine Degradation I	-0E00	5.88E-02	NaN	ACAD8	
Androgen Biosynthesis	-0E00	7.14E-02	NaN	HSD3B7	
Ubiquinol-10 Biosynthesis (Eukaryotic)	-0E00	4.55E-02	NaN	BCKDHA	
CDP-diacylglycerol Biosynthesis I	-0E00	4.55E-02	NaN	ABHD5	
Acyl-CoA Hydrolysis	-0E00	7.69E-02	NaN	THEM4	
The Visual Cycle	-0E00	5.26E-02	NaN	DHRS3	
D-myo-inositol-5-phosphate Metabolism	-0E00	7.65E-02	-0.302	ACP6,CDC25A,DUSP1,DUSP10,DUSP11,G6PC,NUDT4,PPM1K,PPM1L,PPP1CA,PPP1R3C,PPTC7,PTPN1,SOCS3	
Melatonin Degradation I	-0E00	6.52E-02	NaN	B3GAT3,B4GAT1,CYP4B1	
γ-linolenate Biosynthesis II (Animals)	-0E00	5.88E-02	NaN	ACSL3	
Triacylglycerol Degradation	-0E00	6.67E-02	NaN	AARS1,CEL,PNLIP	
Phospholipases	-0E00	4.92E-02	NaN	HMOX1,PLA2G15,PLA2R1	
Choline Biosynthesis III	-0E00	7.14E-02	NaN	HMOX1	
Estrogen Biosynthesis	-0E00	2.56E-02	NaN	CYP4B1	
Chondroitin Sulfate Biosynthesis	-0E00	6.12E-02	NaN	B3GAT3,HS3ST3B1,XYLT2	
Dermatan Sulfate Biosynthesis	-0E00	5.77E-02	NaN	B3GAT3,HS3ST3B1,XYLT2	
Dermatan Sulfate Biosynthesis (Late Stages)	-0E00	2.56E-02	NaN	HS3ST3B1	
Dermatan Sulfate Degradation (Metazoa)	-0E00	5.88E-02	NaN	Chil3/Chil4	
Nicotine Degradation II	-0E00	5.36E-02	NaN	B3GAT3,B4GAT1,CYP4B1	
Mitochondrial L-carnitine Shuttle Pathway	-0E00	5.56E-02	NaN	ACSL3	
Serotonin Degradation	-0E00	4E-02	NaN	B3GAT3,B4GAT1	
3-phosphoinositide Biosynthesis	-0E00	7.77E-02	-0.302	ACP6,CDC25A,DUSP1,DUSP10,DUSP11,G6PC,IPMK,NUDT4,PPM1K,PPM1L,PPP1CA,PPP1R3C,PPTC7,PTPN1,SOCS3	
Retinol Biosynthesis	-0E00	7.5E-02	NaN	CEL,DHRS3,PNLIP	
Chondroitin Sulfate Biosynthesis (Late Stages)	-0E00	2.44E-02	NaN	HS3ST3B1	
Superpathway of Melatonin Degradation	-0E00	5.88E-02	NaN	B3GAT3,B4GAT1,CYP4B1	
Acetone Degradation I (to Methylglyoxal)	-0E00	3.45E-02	NaN	CYP4B1	
Putrescine Degradation III	-0E00	5.26E-02	NaN	SAT1	
Fatty Acid α-oxidation	-0E00	5.56E-02	NaN	BCO2	
Fatty Acid β-oxidation I	-0E00	2.94E-02	NaN	ACSL3	
Superpathway of Methionine Degradation	-0E00	5.88E-02	NaN	PRMT1,PRMT3	
Gαs Signaling	-0E00	7.63E-02	0.378	ADCY9,ATF4,CREB3,GNA12,GNAT1,HCAR2,HCK,PTGER2,VIPR1	
Regulation of the Epithelial-Mesenchymal Transition Pathway	-0E00	6.74E-02	NaN	AKT1,EGFR,EGR1,FZD7,ID2,MAP2K3,NFKB2,PSEN1,PSEN2,RALB,RASD1,RELB,STAT3	
Sperm Motility	-0E00	7.02E-02	-2.000	AATK,AXL,CLK1,EGFR,EPHA1,ERBB3,FGR,GNA12,GNAT1,GUCY1A1,HCK,KIT,MAP2K3,PDE4C,PLA2R1,PRKCZ,TEC	
Tec Kinase Signaling	-0E00	6.25E-02	1.069	ACTA1,ACTG1,FGR,FOS,GNA12,GNAT1,HCK,ITGA6,ITGA8,ITGAM,ITGB5,ITGB8,NFKB2,PRKCZ,RELB,RND3,STAT1,STAT2,STAT3,STAT5A,STAT5B,TEC,TNF,TNFSF10	
Oxidative Phosphorylation	-0E00	3E-02	NaN	COX10,COX6C,NDUFS6	
PCP pathway	-0E00	3.33E-02	NaN	CELSR1,FZD7	
Wnt/Ca+ pathway	-0E00	7.81E-02	2.000	ATF4,CREB3,FZD7,NFKB2,RELB	
SAPK/JNK Signaling	-0E00	3.53E-02	-0.632	CRKL,DAXX,DUSP10,GADD45A,GNA12,IRS1,MAP3K13,RALB,RASD1,RIPK1,TP53	
Nitric Oxide Signaling in the Cardiovascular System	-0E00	5.22E-02	0.816	AKT1,GUCY1A1,HSP90B1,PRKCZ,PROK1,VEGFA	
Cardiac β-adrenergic Signaling	-0E00	6.67E-02	0.707	ADCY9,AKAP8,APEX1,FICD,GNA12,GNAT1,PDE12,PDE4C,PPM1L,PPP1CA,PPP1R3C	
GABA Receptor Signaling	-0E00	2.36E-02	NaN	ADCY9,GNA12,GNAT1	
IL-4 Signaling	-0E00	7.5E-02	NaN	AKT1,IL13RA1,IRS1,RALB,RASD1,SYNJ2	
Antigen Presentation Pathway	-0E00	7.14E-02	NaN	NLRC5,TAP1	
Wnt/β-catenin Signaling	-0E00	7.14E-02	0.302	AKT1,AXIN2,CCND1,CSNK1D,FZD7,GJA1,LRP5,MYC,PPM1L,RUVBL2,TLE3,TP53	
Serotonin Receptor Signaling	-0E00	5.13E-02	NaN	ADCY9,PTS	
Phototransduction Pathway	-0E00	6E-02	NaN	GNAT1,GNGT1,GUCY1A1	
Chemokine Signaling	-0E00	6.67E-02	-1.000	CAMK1D,CXCR4,FOS,RALB,RASD1	
Sonic Hedgehog Signaling	-0E00	3.7E-02	NaN	DYRK1B	
Dopamine Receptor Signaling	-0E00	6.76E-02	NaN	ADCY9,PPM1L,PPP1CA,PPP1R3C,PTS	
TGF-β Signaling	-0E00	7.45E-02	0.447	FOS,MAP2K3,RALB,RASD1,SERPINE1,SMAD6,TFE3	
NF-κB Signaling	-0E00	7.18E-02	2.200	AKT1,EGFR,EIF2AK2,IL1B,IL1RN,IRAK3,IRAK4,MYD88,NFKB2,NFKBIA,NFKBIB,NFKBIE,PELI1,PRKCZ,RALB,RASD1,RELB,RIPK1,TAB2,TANK,TIRAP,TLR1,TLR2,TNF,TNFRSF1A,TNFRSF1B,TRAF3	
T Cell Receptor Signaling	-0E00	3.49E-02	2.496	AKT1,ELP1,FOS,ICAM1,IKBKE,MAP2K3,NFKB2,NFKBIA,NFKBIB,NFKBIE,RALB,RASD1,RELB,TNF	
BMP signaling pathway	-0E00	7.23E-02	0.000	BMP1,NFKB2,RALB,RASD1,RELB,SMAD6	
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	-0E00	2.86E-02	NaN	ADCY9,VIPR1	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	-0E00	1.75E-02	NaN	ADCY9,PRKCZ	
Gustation Pathway	-0E00	3.92E-02	NaN	ADCY9,APEX1,FICD,P2RY13,PDE12,PDE4C	
PD-1, PD-L1 cancer immunotherapy pathway	-0E00	7.53E-02	1.134	AKT1,CDK2,STAT5A,STAT5B,TNF,TNFRSF1A,TNFRSF1B	
Th2 Pathway	-0E00	6.56E-02	-1.134	CXCR4,ICAM1,PSEN1,PSEN2,S1PR1,SOCS3,STAT5A,STAT5B	
GP6 Signaling Pathway	-0E00	2.42E-02	NaN	AKT1,LAMB1,PRKCZ	
Th17 Activation Pathway	-0E00	4.36E-02	1.508	HSP90B1,IL1B,IL6R,IRAK3,IRAK4,MYD88,NFKB2,PTGER2,RELB,RORA,SOCS3,STAT3	
SPINK1 Pancreatic Cancer Pathway	-0E00	3.7E-02	NaN	CELA1,CTRB2	
Endocannabinoid Neuronal Synapse Pathway	-0E00	6.85E-03	NaN	ADCY9	
Endocannabinoid Developing Neuron Pathway	-0E00	7.38E-02	2.828	ADCY9,AKT1,ATF4,CCND1,CREB3,MAP2K3,RALB,RASD1,STAT3	
Apelin Liver Signaling Pathway	-0E00	7.69E-02	NaN	IRS1,TNF	
Apelin Adipocyte Signaling Pathway	-0E00	3.7E-02	NaN	ADCY9,PPARGC1A,PRKAB1	
Apelin Cardiomyocyte Signaling Pathway	-0E00	3.09E-02	NaN	AKT1,ARNT,PRKCZ	
FAT10 Signaling Pathway	-0E00	3.7E-02	NaN	PSME3,TNF	
T Cell Exhaustion Signaling Pathway	-0E00	3.45E-02	1.000	AKT1,FOS,FOXO1,IL6R,IRF9,PPM1L,RALB,RASD1,STAT1,STAT2,STAT3,VEGFA	
Synaptogenesis Signaling Pathway	-0E00	5.67E-02	2.840	ADCY9,AKT1,ATF4,BET1L,CDH4,CREB3,CRKL,DNAJC5,EFNA1,EPHA1,FGR,GOSR2,HCK,NECTIN1,RAB3A,RALB,RASD1	
Systemic Lupus Erythematosus In T Cell Signaling Pathway	-0E00	3.33E-02	0.535	AKT1,ATF4,CASP4,CREB3,ESR1,FOS,GADD45A,GNA12,MAP2K3,PPM1L,RALB,RASD1,RND3,STAT3	
White Adipose Tissue Browning Pathway	-0E00	7.46E-02	0.000	ADCY9,ATF4,CAMKK2,CEBPB,CREB3,GUCY1A1,PPARGC1A,PRKAB1,THRA,VEGFA	
HOTAIR Regulatory Pathway	-0E00	7.64E-02	1.508	AKT1,CDKN1A,ESR1,ICAM1,IRF1,JAM2,MYC,NFKB2,NFKBIA,RELB,SNUPN,STAT3	
Xenobiotic Metabolism CAR Signaling Pathway	-0E00	4.82E-02	0.707	ABCC1,EGFR,HS3ST3B1,HSP90B1,MAP2K3,PPARGC1A,PPM1L,PRKCZ	
Xenobiotic Metabolism PXR Signaling Pathway	-0E00	4.73E-02	-0.707	CDK2,HS3ST3B1,HSP90B1,NR1I2,PPARGC1A,PPP1CA,PPP1R3C,PRKCZ	
Regulation Of The Epithelial Mesenchymal Transition In Development Pathway	-0E00	7.06E-02	1.342	AXIN2,FZD7,NFKB2,PSEN1,PSEN2,RELB	
Kinetochore Metaphase Signaling Pathway	-0E00	4.81E-02	0.447	H2AX,MAD2L2,PPP1CA,PPP1R3C,STAG2	
Calcium Signaling	-0E00	6.34E-02	1.000	ACTA1,ATF4,CAMK1D,CAMKK2,CREB3,HDAC11,HDAC5,MCU,MYH9,MYO18A,RCAN1,SLC8B1,Tpm4	
Eicosanoid Signaling	-0E00	6.35E-02	NaN	FPR2,LTB4R2,PLA2R1,PTGER2	
