© 2000-2021 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Leptin Signaling in Obesity	-0E00	5.48E-02	0.000	JAK2,LEPR,PIK3R1,SOCS3	
Role of NFAT in Cardiac Hypertrophy	-0E00	6.05E-02	-0.632	CACNA2D4,CATSPER2,GATA4,GNG12,HDAC11,ITPR3,NRAS,PIK3R1,PPP3CC,PRKCD,PRKD3,RAP2A,RCAN1	
IL-1 Signaling	-0E00	5.43E-02	NaN	ELP1,GNA14,GNG12,IL1A,NFKBID	
Breast Cancer Regulation by Stathmin1	-0E00	5.3E-02	-1.671	ACKR4,ADGRL4,ADRA1B,ARHGEF5,CALCRL,CCRL2,CDK2,CELSR1,F2R,FZD6,FZD7,GNG12,GPR12,GPR155,HCAR2,NRAS,PDGFC,PIK3R1,PPP1R10,PPP1R11,PPP1R14A,PPP1R14B,PPP2CA,PPP2R1B,PRKCD,PRKD3,RAP2A,SUCNR1,TUBA8,TUBB	
Neuroprotective Role of THOP1 in Alzheimer's Disease	-0E00	2.8E-02	NaN	ECE2,F11,MME	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	-0E00	2.03E-02	0.816	ELP1,NFKBID,NRAS,PABPC4,PPP3CC,RAP2A	
Role of Wnt/GSK-3β Signaling in the Pathogenesis of Influenza	-0E00	3.08E-02	NaN	FZD6,FZD7	
Nur77 Signaling in T Lymphocytes	-0E00	3.37E-02	-0.378	CASP3,CYCS,HLA-DMA,HLA-DQA1,HLA-DQB1,NR4A1,PPP3CC,PRKCD,PRKD3,TNFSF10	
PKCθ Signaling in T Lymphocytes	-0E00	4.19E-02	-0.577	CACNA2D4,CATSPER2,HLA-DMA,HLA-DQA1,HLA-DQB1,ITPR3,MAP3K13,MAP3K4,MAP3K6,MAP3K8,NFKBID,NRAS,PIK3R1,PPP3CC,RAP2A	
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	-0E00	3.7E-02	NaN	NFKBID,PIK3R1	
Antiproliferative Role of TOB in T Cell Signaling	-0E00	1.68E-02	0.000	CDC34,CDK2,PABPC4,RPS6KA1	
OX40 Signaling Pathway	-0E00	1.49E-02	NaN	HLA-DMA,HLA-DQA1,HLA-DQB1,NFKBID	
PI3K Signaling in B Lymphocytes	-0E00	6.38E-02	0.707	ATF3,ATF5,ITPR3,NFKBID,NRAS,PIK3R1,PLEKHA2,PPP3CC,RAP2A	
Inhibition of Angiogenesis by TSP1	-0E00	6.06E-02	NaN	CASP3,KDR	
P2Y Purigenic Receptor Signaling Pathway	-0E00	6.3E-02	-0.816	GNG12,ITGB3,MYC,NRAS,PIK3R1,PRKCD,PRKD3,RAP2A	
Cell Cycle Control of Chromosomal Replication	-0E00	1.89E-02	NaN	CDK2	
Assembly of RNA Polymerase II Complex	-0E00	2.08E-02	NaN	GTF2F1	
Mismatch Repair in Eukaryotes	-0E00	6.25E-02	NaN	RFC5	
Role of JAK1, JAK2 and TYK2 in Interferon Signaling	-0E00	4.35E-02	NaN	JAK2	
Paxillin Signaling	-0E00	6.67E-02	0.000	ACTG1,ITGA8,ITGB3,ITGB5,NRAS,PIK3R1,RAP2A	
Signaling by Rho Family GTPases	-0E00	6.92E-02	0.905	ACTG1,ARHGEF5,CDC42EP1,CDC42EP2,CDC42EP4,CLIP1,GNA14,GNG12,ITGA8,ITGB3,ITGB5,MYL9,PIK3R1,RHOBTB1,RHOH,RHOU,RND3,SEPTIN10	
Gap Junction Signaling	-0E00	6.74E-02	NaN	ACTG1,CTH,GJB2,ITPR3,NPR1,NRAS,PIK3R1,PPP3CC,PRKCD,PRKD3,RAP2A,TUBA8,TUBB	
Hematopoiesis from Pluripotent Stem Cells	-0E00	8.4E-03	NaN	Ighd,IL1A	
nNOS Signaling in Skeletal Muscle Cells	-0E00	6.38E-02	NaN	CACNA2D4,CATSPER2,ITPR3	
Ephrin A Signaling	-0E00	4.35E-02	NaN	EPHA2,PIK3R1	
Ephrin B Signaling	-0E00	2.82E-02	NaN	GNA14,GNG12	
GDNF Family Ligand-Receptor Interactions	-0E00	6.67E-02	0.000	GFRA1,ITPR3,NRAS,PIK3R1,RAP2A	
Netrin Signaling	-0E00	7.04E-02	NaN	ABLIM3,CACNA2D4,CATSPER2,ITPR3,PPP3CC	
Dopamine Degradation	-0E00	4.35E-02	NaN	COMT	
Pyrimidine Ribonucleotides De Novo Biosynthesis	-0E00	2.86E-02	NaN	NUDT18	
tRNA Splicing	-0E00	2.38E-02	NaN	GDE1	
NAD Salvage Pathway II	-0E00	4.35E-02	NaN	NT5C2	
Tryptophan Degradation X (Mammalian, via Tryptamine)	-0E00	4.35E-02	NaN	AKR1B10	
1D-myo-inositol Hexakisphosphate Biosynthesis II (Mammalian)	-0E00	5.56E-02	NaN	ITPKB	
Phosphatidylglycerol Biosynthesis II (Non-plastidic)	-0E00	4.17E-02	NaN	PTPMT1	
Superpathway of D-myo-inositol (1,4,5)-trisphosphate Metabolism	-0E00	4.35E-02	NaN	ITPKB	
Purine Nucleotides Degradation II (Aerobic)	-0E00	5.56E-02	NaN	NT5C2	
D-myo-inositol (1,3,4)-trisphosphate Biosynthesis	-0E00	5.56E-02	NaN	ITPKB	
Triacylglycerol Biosynthesis	-0E00	6.98E-02	NaN	DGAT1,ELOVL2,MOGAT1	
Pyrimidine Ribonucleotides Interconversion	-0E00	3.03E-02	NaN	NUDT18	
Histamine Degradation	-0E00	6.67E-02	NaN	HNMT	
Adenosine Nucleotides Degradation II	-0E00	6.67E-02	NaN	NT5C2	
Fatty Acid α-oxidation	-0E00	5.56E-02	NaN	BCO2	
Ethanol Degradation IV	-0E00	4.76E-02	NaN	ACSS2	
Epithelial Adherens Junction Signaling	-0E00	6.62E-02	NaN	ACTG1,CLIP1,MYH14,MYL9,NECTIN3,NRAS,RAP2A,TUBA8,TUBB,ZYX	
Gαi Signaling	-0E00	4.41E-02	0.000	GNA14,GNG12,HCAR2,NRAS,RAP2A,RGS12	
Gαs Signaling	-0E00	3.39E-02	NaN	GNA14,GNG12,HCAR2,RGS2	
Inhibition of Matrix Metalloproteases	-0E00	2.7E-02	NaN	TFPI2	
PEDF Signaling	-0E00	6.02E-02	0.000	NFKBID,NRAS,PIK3R1,PNPLA2,RAP2A	
Regulation of the Epithelial-Mesenchymal Transition Pathway	-0E00	5.7E-02	NaN	ARAF,FGFR2,FZD6,FZD7,ID2,JAK2,NRAS,PIK3R1,PSEN2,RAP2A,SMURF1	
Role of p14/p19ARF in Tumor Suppression	-0E00	3.7E-02	NaN	PIK3R1	
Tec Kinase Signaling	-0E00	4.69E-02	-1.265	ACTG1,GNA14,GNG12,ITGA8,ITGB3,ITGB5,JAK2,PIK3R1,PRKCD,PRKD3,RHOBTB1,RHOH,RHOU,RND3,STAT5A,STAT5B,TNF,TNFSF10	
UVB-Induced MAPK Signaling	-0E00	5.88E-02	NaN	PIK3R1,PRKCD,PRKD3	
Oxidative Phosphorylation	-0E00	5E-02	0.447	COX10,COX6C,CYCS,NDUFA8,NDUFS6	
Wnt/Ca+ pathway	-0E00	4.69E-02	NaN	FZD6,FZD7,ROR1	
Estrogen Receptor Signaling	-0E00	7.07E-02	-0.447	ARG2,CACNA2D4,CDKN1A,EIF2B2,EIF2B3,EIF2B4,GNA14,GNG12,HES1,HSP90AA1,HSP90AB1,JAK2,LEPR,MCU,MED1,MT-ND6,MYC,MYL9,NDUFA8,NDUFAF1,NDUFS6,NRAS,PDGFC,PIK3R1,PRKCD,PRKD3,RAP2A,SHF	
EGF Signaling	-0E00	3.64E-02	NaN	ITPR3,PIK3R1	
Nucleotide Excision Repair Pathway	-0E00	3.03E-02	NaN	ERCC6	
SAPK/JNK Signaling	-0E00	2.24E-02	-1.633	GADD45A,GNG12,MAP3K13,MAP3K4,NRAS,PIK3R1,RAP2A	
Interferon Signaling	-0E00	6.45E-02	NaN	IRF1,JAK2	
Amyloid Processing	-0E00	4E-02	NaN	CAPN5,PSEN2	
FGF Signaling	-0E00	2.38E-02	NaN	FGFR2,PIK3R1	
GABA Receptor Signaling	-0E00	5.51E-02	NaN	AP2A2,CACNA2D4,CATSPER2,GNA14,GNG12,ITPR3,SLC6A13	
B Cell Receptor Signaling	-0E00	5.62E-02	0.333	ELP1,MAP3K13,MAP3K4,MAP3K6,MAP3K8,NFKBID,NRAS,PIK3R1,PPP3CC,RAP2A	
Wnt/β-catenin Signaling	-0E00	3.57E-02	0.000	FZD6,FZD7,MYC,PPP2CA,PPP2R1B,SOX18	
Serotonin Receptor Signaling	-0E00	5.13E-02	NaN	PTS,SLC18A1	
Phototransduction Pathway	-0E00	2E-02	NaN	NPR1	
Chemokine Signaling	-0E00	2.67E-02	NaN	NRAS,RAP2A	
Neurotrophin/TRK Signaling	-0E00	6.67E-02	-1.000	NRAS,NTRK1,PIK3R1,RAP2A,RPS6KA1	
cAMP-mediated signaling	-0E00	3.2E-02	1.890	DUSP1,GDE1,HCAR2,PPP3CC,RGS12,RGS2,RPS6KA1	
Glutamate Receptor Signaling	-0E00	3.08E-02	NaN	GNG12,SLC1A4	
NF-κB Signaling	-0E00	4.52E-02	-0.728	ARAF,BMP2,FGFR2,GHR,IL18,IL1A,IL1B,KDR,MAP3K8,NFKBID,NRAS,NTRK1,PIK3R1,RAP2A,SIGIRR,TNF,TNFAIP3	
T Cell Receptor Signaling	-0E00	2.24E-02	-0.333	ELP1,HLA-DMA,HLA-DQA1,HLA-DQB1,NRAS,PIK3R1,PPP3CC,RAP2A,TNF	
G-Protein Coupled Receptor Signaling	-0E00	5.54E-02	NaN	ADRA1B,DUSP1,ELP1,GDE1,GNA14,HCAR2,MAP3K8,NFKBID,NRAS,PIK3R1,RAP2A,RGS12,RGS16,RGS2,RPS6KA1	
PDGF Signaling	-0E00	6.98E-02	-0.816	JAK2,MYC,NRAS,PDGFC,PIK3R1,RAP2A	
BMP signaling pathway	-0E00	4.82E-02	-1.000	BMP2,NRAS,RAP2A,SMURF1	
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	-0E00	2.86E-02	NaN	GNA14,ITPR3	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	-0E00	6.14E-02	-1.633	CACNA2D4,CATSPER2,GNA14,GNG12,ITPR3,PRKCD,PRKD3	
Gustation Pathway	-0E00	3.27E-02	NaN	CACNA2D4,CATSPER2,GDE1,GNG12,ITPR3	
Phagosome Maturation	-0E00	6.08E-02	NaN	BET1L,CTSC,CTSV,DYNLL1,MR1,TCTE3,TUBA8,TUBB,VPS37B	
Cancer Drug Resistance By Drug Efflux	-0E00	6.9E-02	NaN	ARAF,NRAS,PIK3R1,RAP2A	
Neuroinflammation Signaling Pathway	-0E00	6.69E-02	-0.500	CASP3,ELP1,HLA-DMA,HLA-DQA1,HLA-DQB1,HMOX1,IL18,IL1B,JAK2,MAPK15,MR1,NLRP3,PIK3R1,PLA2G12A,PPP3CC,PSEN2,SLC6A13,TICAM1,TNF	
Opioid Signaling Pathway	-0E00	6.77E-02	-0.775	AP2A2,CACNA2D4,CATSPER2,CLTB,GNA14,GNG12,GRK5,ITPR3,MAPK15,MYC,NRAS,PPP3CC,PRKCD,PRKD3,RAP2A,RGS12,RGS16,RPS6KA1	
Th17 Activation Pathway	-0E00	1.82E-02	-0.447	HSP90AA1,HSP90AB1,IL1B,JAK2,SOCS3	
NER (Nucleotide Excision Repair, Enhanced Pathway)	-0E00	6E-02	-0.816	COPS5,ERCC6,POLE4,RBX1,RFC5,XRCC1	
Endocannabinoid Neuronal Synapse Pathway	-0E00	5.48E-02	0.000	CACNA2D4,CATSPER2,GNA14,GNG12,ITPR3,MAPK15,MGLL,PPP3CC	
Endocannabinoid Developing Neuron Pathway	-0E00	5.74E-02	-0.816	ARAF,GNG12,MAPK15,MGLL,NRAS,PIK3R1,RAP2A	
Endocannabinoid Cancer Inhibition Pathway	-0E00	5.04E-02	-0.378	ATF3,CASP3,CDKN1A,MYC,PDGFC,PIK3R1,TRIB3	
Apelin Pancreas Signaling Pathway	-0E00	4.44E-02	NaN	ERN1,PIK3R1	
Apelin Cardiac Fibroblast Signaling Pathway	-0E00	4.35E-02	NaN	SERPINE1	
Apelin Adipocyte Signaling Pathway	-0E00	6.17E-02	-1.342	GSTM1,GSTM2,Gstt1,GSTT2/GSTT2B,MAPK15	
Apelin Endothelial Signaling Pathway	-0E00	5.84E-02	-1.633	GNA14,GNG12,NRAS,PIK3R1,PRKCD,PRKD3,RAP2A,TEK	
Apelin Muscle Signaling Pathway	-0E00	4.17E-02	NaN	GNA14,GNG12	
FAT10 Cancer Signaling Pathway	-0E00	2E-02	NaN	TNF	
PFKFB4 Signaling Pathway	-0E00	2.22E-02	NaN	TKT	
T Cell Exhaustion Signaling Pathway	-0E00	3.16E-02	-1.633	HLA-DMA,HLA-DQA1,HLA-DQB1,JAK2,KDR,NRAS,PIK3R1,PPP2CA,PPP2R1B,RAP2A,TNFRSF14	
Synaptogenesis Signaling Pathway	-0E00	5.33E-02	-1.000	AP2A2,BET1L,CNTNAP1,EIF4EBP3,EPHA2,HSPA8,NECTIN3,NRAS,PAFAH1B1,PIK3R1,PRKCD,RAP2A,SHF,SYT1,SYT3,TIAM1	
Systemic Lupus Erythematosus In T Cell Signaling Pathway	-0E00	3.8E-02	1.000	CASP3,GADD45A,HLA-DMA,HLA-DQA1,HLA-DQB1,LEPR,NRAS,PIK3R1,PPP2CA,PPP2R1B,PPP3CC,RAP2A,RHOBTB1,RHOH,RHOU,RND3	
White Adipose Tissue Browning Pathway	-0E00	5.97E-02	-0.816	CACNA2D4,CATSPER2,FGFR2,ITPR3,KDR,LDHA,NPR1,RXRG	
HOTAIR Regulatory Pathway	-0E00	5.1E-02	-0.378	AGO1,CDKN1A,COL3A1,ELAVL1,IRF1,MYC,PIK3R1,SNUPN	
BEX2 Signaling Pathway	-0E00	6.58E-02	-0.447	CDKN1A,LDB1,PDGFC,PPP2CA,PPP2R1B	
Semaphorin Neuronal Repulsive Signaling Pathway	-0E00	5.56E-02	-0.378	DPYSL2,DPYSL3,ITGA8,ITGB3,ITGB5,MYL9,PIK3R1,PLXNA2	
Regulation Of The Epithelial Mesenchymal Transition By Growth Factors Pathway	-0E00	6.38E-02	-1.732	ARAF,FGFR2,ID2,JAK2,NRAS,OCLN,PDGFC,PIK3R1,RAP2A,SMURF1,TNF,TNFSF10	
Regulation Of The Epithelial Mesenchymal Transition In Development Pathway	-0E00	4.71E-02	-1.000	FZD6,FZD7,PSEN2,PTCH1	
Kinetochore Metaphase Signaling Pathway	-0E00	6.73E-02	0.000	CENPL,H2AZ1,PPP1R10,PPP1R11,PPP1R14A,PPP1R14B,ZWINT	
Coronavirus Pathogenesis Pathway	-0E00	4.86E-02	1.000	CASP3,CDK2,HDAC11,IL1B,MAVS,NFKBID,NLRP3,SERPINE1,TICAM1	
Eicosanoid Signaling	-0E00	4.76E-02	NaN	PLA2G12A,PLA2R1,TBXAS1	
Ephrin Receptor Signaling	-0E00	5.05E-02	-2.236	EPHA2,GNA14,GNG12,ITGA8,ITGB3,ITGB5,JAK2,NRAS,PDGFC,RAP2A	
Role of MAPK Signaling in Promoting the Pathogenesis of Influenza	-0E00	6.54E-02	-1.134	ARAF,CASP3,NFKBID,NRAS,PLA2G12A,PLA2R1,RAP2A	
