© 2000-2021 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	p-value of overlap	B-H corrected p-value	Target Molecules in Dataset	Mechanistic Network
TCF3	 	transcription regulator	 	0.160	1.34E-02	7.83E-02	BHLHA15,CDKN1A,DDX58,FOXO1,Hmgn2 (includes others),ID2,ID3,IFI16,LILRB4,POLE4,RIPOR2,RORA,S1PR1,SERPINB1,SMAGP,SOX13,TENT5C,XBP1,ZBP1,ZBTB16	 
mir-8	 	microRNA	 	0.691	1.34E-02	7.83E-02	CCND1,CCNG2,CDKN1A,CLDN1,CLDN3,FAT1,OCLN,Pmaip1,XBP1,ZFP36	 
RBL1	 	transcription regulator	 	 	1.38E-02	8.04E-02	CCNE1,CDKN1A,DHFR,HES1,PPARGC1A,TNF	 
PIN1	 	enzyme	Activated	2.382	1.38E-02	8.04E-02	CCND1,HES1,IL1B,NFE2L1,PPARGC1A,XBP1	 
FOS	-3.430	transcription regulator	 	0.447	1.50E-02	8.68E-02	AKR1D1,B4GALT1,CADM1,CCND1,CCNE1,ELOVL3,F3,FOS,GAS2,GATA4,IRAK3,IRS2,LGALS4,MYH9,NFE2L2,NFIL3,ODC1,PLK2,Pmaip1,SOCS3,TNF,Tpm4,ZHX2	 
BIRC3	 	enzyme	 	 	1.55E-02	8.76E-02	CSF1,IL1B,TNF	 
Calcineurin protein(s)	 	complex	 	 	1.55E-02	8.76E-02	ITCH,RCAN1,RNF128	 
GPRC6A	 	G-protein coupled receptor	 	 	1.55E-02	8.76E-02	EGR1,FOXO1,TNF	 
SRD5A2	 	enzyme	 	 	1.55E-02	8.76E-02	AKT1,G6PC,IRS2	 
PDK2	 	kinase	 	 	1.55E-02	8.76E-02	Chil3/Chil4,IL1B,TNF	 
VLDLR	 	transporter	 	 	1.55E-02	8.76E-02	FOS,STAT3,TNF	 
HOXA4	 	transcription regulator	 	 	1.55E-02	8.76E-02	CCN2,CCND1,CCNE1	 
MNT	 	transcription regulator	 	 	1.55E-02	8.76E-02	E2F2,ODC1,TNF	 
G protein alphai	 	group	 	1.000	1.56E-02	8.76E-02	CEBPD,DDX58,FOS,FOSL2,ISG15,PSMB9,SOCS3,TAP1,TGM1	 
IRAK3	2.308	kinase	 	-0.321	1.56E-02	8.76E-02	CCN2,ETS2,IRF5,NFKBIA,TNF	 
TFE3	 	transcription regulator	Inhibited	-2.000	1.56E-02	8.76E-02	CCNE1,ELOVL3,FASN,IRS2,PPARGC1A	 
CD28	 	transmembrane receptor	 	-0.343	1.56E-02	8.76E-02	CCNE1,CDK2,DDX58,FOS,IL1B,NR1I2,ODC1,RORA,SOCS3,TNF,TNFRSF1B	 
OPA1	 	enzyme	 	 	1.58E-02	8.76E-02	IL1B,TLR2,TNF,XBP1	 
FGFR4	 	kinase	 	 	1.58E-02	8.76E-02	CDKN1A,CYP7A1,FASN,SREBF1	 
CD200	 	other	 	-1.952	1.58E-02	8.76E-02	IL1B,MRC1,TLR2,TNF	 
FABP4	 	transporter	 	0.422	1.58E-02	8.76E-02	FABP5,IL1B,SOCS3,TNF	 
SOCS6	 	other	 	1.000	1.58E-02	8.76E-02	CEBPD,IL1B,MARCO,TNF	 
MAPK7	 	kinase	 	0.132	1.58E-02	8.76E-02	IL1B,STEAP4,TP53,VEGFA	 
FDFT1	 	enzyme	 	0.000	1.58E-02	8.76E-02	CYP7A1,FASN,SCARB1,SREBF1	 
HNRNPK	 	other	 	 	1.58E-02	8.76E-02	CDKN1A,HUS1,LPIN1,ZBTB20	 
PTPRJ	 	phosphatase	 	0.956	1.65E-02	8.90E-02	CEBPD,CLEC1B,Cxcl11,INHBA,MARCO,OASL,TNF	 
NKX3-1	 	transcription regulator	 	 	1.65E-02	8.90E-02	BTG2,CA8,CXCL13,FOS,PIM1,PTPRK,STAT3	 
IL17A	 	cytokine	 	1.401	1.70E-02	8.90E-02	CCND1,GADD45A,ICAM1,IL1B,LCN2,OCLN,RGS16,TNF,VCAM1	 
SASH1	-0.430	other	Activated	2.333	1.70E-02	8.90E-02	Cxcl11,INHBA,ISG15,MARCO,OASL,PELI1,STAT2,TIMELESS,TNF	 
PAX7	 	transcription regulator	 	-0.025	1.70E-02	8.90E-02	CAMK1D,Cd24a,CLDN3,CXCR4,ID2,ID3,IL13RA1,RNF128,ZNF407	 
Hbb	 	other	 	 	1.74E-02	8.90E-02	ICAM1,VCAM1	 
Pkg	 	group	 	 	1.74E-02	8.90E-02	EGR1,FOS	 
HTR7	 	G-protein coupled receptor	 	 	1.74E-02	8.90E-02	IL1B,TNF	 
PROM1	 	other	 	 	1.74E-02	8.90E-02	G6PC,PCK1	 
KCNK2	 	ion channel	 	 	1.74E-02	8.90E-02	ICAM1,VCAM1	 
Meg3	 	other	 	 	1.74E-02	8.90E-02	HES1,VEGFA	 
B3GNT2	 	enzyme	 	 	1.74E-02	8.90E-02	IL1B,TNF	 
SPATA2	 	other	 	 	1.74E-02	8.90E-02	IL1B,TNF	 
RNF152	 	enzyme	 	 	1.74E-02	8.90E-02	IL1B,TNF	 
TEX11	 	other	 	 	1.74E-02	8.90E-02	CCND1,FOS	 
FLT4	 	transmembrane receptor	 	 	1.74E-02	8.90E-02	IL1B,TNF	 
HDAC11	 	transcription regulator	 	 	1.74E-02	8.90E-02	IL1B,ISG15	 
IGSF11	 	other	 	 	1.74E-02	8.90E-02	GJA1,OCLN	 
Cathepsin	 	group	 	 	1.74E-02	8.90E-02	CCND1,CCNE1	 
PARG	 	enzyme	 	 	1.74E-02	8.90E-02	IL1B,TNF	 
OPRK1	 	G-protein coupled receptor	 	 	1.74E-02	8.90E-02	FOS,NRP1	 
PSME3	 	peptidase	 	 	1.74E-02	8.90E-02	FASN,SREBF1	 
MUC2	 	other	 	 	1.74E-02	8.90E-02	IL1B,TNF	 
FGA	 	other	 	 	1.74E-02	8.90E-02	IL1B,TNF	 
PPM1L	 	phosphatase	 	 	1.74E-02	8.90E-02	IL1B,TNF	 
LUM	 	other	 	 	1.74E-02	8.90E-02	IL1B,TNF	 
USP2	 	peptidase	 	 	1.74E-02	8.90E-02	ITCH,SERPINE1	 
RAD51C	 	enzyme	 	 	1.74E-02	8.90E-02	ESR1,KRT18	 
RBP3	 	transporter	 	 	1.74E-02	8.90E-02	TNF,TNFRSF1A	 
FGF19	 	growth factor	 	 	1.74E-02	8.90E-02	CYP7A1,SCARB1	 
PELI2	 	enzyme	 	 	1.74E-02	8.90E-02	IL1B,TNF	 
RND3	0.492	enzyme	 	 	1.74E-02	8.90E-02	HES1,VEGFA	 
HNRNPU	 	transporter	 	 	1.74E-02	8.90E-02	IL1B,TNF	 
XPA	 	other	 	 	1.74E-02	8.90E-02	FOS,TNF	 
RBCK1	0.343	transcription regulator	 	 	1.74E-02	8.90E-02	ICAM1,VCAM1	 
HDAC8	 	transcription regulator	 	 	1.74E-02	8.90E-02	CDKN1A,Pmaip1	 
TPT1	 	other	 	 	1.74E-02	8.90E-02	FOXO1,TP53	 
STAT4	 	transcription regulator	 	 	1.79E-02	9.16E-02	BCL3,Ctla2a/Ctla2b,DDX58,GADD45G,GAS5,GJA1,ISG15,TNF	 
PARP1	 	enzyme	Activated	2.098	1.79E-02	9.16E-02	CCND1,FOS,ICAM1,IL1B,POU2F1,TNF,TP53,VCAM1	 
ATG5	 	other	 	-1.387	1.81E-02	9.22E-02	CYP2B6,IL1B,NFE2L2,SCARB1,TNF	 
SOST	 	other	Activated	2.207	1.81E-02	9.22E-02	CEBPA,FASN,IL1B,PPARGC1A,SREBF1	 
SRF	 	transcription regulator	 	-0.823	1.83E-02	9.27E-02	ACTA1,ACTG1,CDKN1A,CLDN1,CLDN3,CXCR4,EGR1,FOS,GATA4,LCN2,MYO1B,PRTN3,Saa3,TBXAS1,TJP3,Tpm4	 
FOXA2	 	transcription regulator	 	0.777	1.83E-02	9.27E-02	CCND1,CEBPA,CHRD,CYB561,DDC,EFHD2,FABP5,HNF1B,IFT80,NR1H4,NR1I2,PCK1,PIM1,SAA1,Saa3,TBXAS1	 
IRF7	 	transcription regulator	Activated	2.420	1.85E-02	9.35E-02	DDX58,Hamp/Hamp2,IFI16,IRF5,ISG15,OASL,STAT2,TAP1,ZBP1	 
VHL	 	transcription regulator	 	0.068	1.92E-02	9.63E-02	AKT1,CDKN1A,INSIG2,VEGFA	 
FGFR3	 	kinase	 	 	1.92E-02	9.63E-02	CCND1,DLL1,HES1,PROX1	 
MYBL2	 	transcription regulator	 	 	1.92E-02	9.63E-02	CBX4,CCND1,CCNG2,CEBPA	 
ZFP36	-1.054	transcription regulator	 	-1.749	1.97E-02	9.85E-02	ICAM1,IL1B,LCN2,PIM1,PNRC1,TNF,VCAM1,ZFP36	 
HIPK2	 	kinase	 	0.547	1.97E-02	9.85E-02	CDKN1A,EGR1,GCLC,Hamp/Hamp2,NFE2L2,PPARGC1A,TP53,VEGFA	 
HNF1A	 	transcription regulator	 	1.096	1.98E-02	9.88E-02	ANKS4B,APCS,CLDN2,CYP7A1,DDC,FOXA3,HCAR2,HNF1B,IGFBP1,NR1H4,RNF186,SERPINA10,SGK2,SLC7A2,Sult1d1,TAT,TM4SF4	 
EGLN	 	group	 	-1.800	2.01E-02	9.98E-02	EFNA1,Hamp/Hamp2,IGFBP1,LCN2,Orm1 (includes others),PPP1R3G,SAA1,SERPINE1,VEGFA	 
MIF	 	cytokine	 	0.826	2.01E-02	9.98E-02	CCND1,CXCR4,DUSP1,FASN,ICAM1,IL1B,LTBR,SREBF1,TNF	 
PNPT1	 	enzyme	 	-1.300	2.01E-02	9.98E-02	DDX58,IFI16,ISG15,PARP9,RTP4,STAT2	 
COL2A1	 	other	 	 	2.05E-02	9.98E-02	IL1B,TNF,XBP1	 
HIPK1	-0.423	kinase	 	 	2.05E-02	9.98E-02	GCLC,NFE2L2,VEGFA	 
PCK1	-1.831	kinase	 	 	2.05E-02	9.98E-02	IL1B,PCK1,TNF	 
VASP	 	other	 	 	2.05E-02	9.98E-02	Chil3/Chil4,IL1B,TNF	 
MMP12	 	peptidase	 	 	2.05E-02	9.98E-02	ICAM1,NFKBIA,TNF	 
HDAC7	 	transcription regulator	 	 	2.05E-02	9.98E-02	CDKN1A,ETNPPL,IGFBP1	 
ODC1	1.104	enzyme	 	 	2.05E-02	9.98E-02	IL1B,SERPINE1,TNF	 
E2F6	 	transcription regulator	 	 	2.05E-02	9.98E-02	GJA1,SERPINE1,UNG	 
Flg	 	other	 	 	2.05E-02	9.98E-02	ICAM1,IL1B,VCAM1	 
ELK1	 	transcription regulator	 	 	2.05E-02	9.98E-02	EGR1,FOS,TNF	 
DIO2	 	enzyme	 	-1.066	2.08E-02	1.01E-01	Ctla2a/Ctla2b,CYP2J2,DDIT4,EGR1,FOS,GADD45G,IER5,IL1B,INHBA,KLF15,LILRB4,Orm1 (includes others),PCSK4,PPARGC1A,SLC10A6	 
KDM6A	 	enzyme	 	1.387	2.09E-02	1.01E-01	ANKS4B,IRAK3,RNF186,SERPINA10,TM4SF4	 
CHADL	 	other	 	-0.447	2.09E-02	1.01E-01	CADM1,CDKN1A,PDGFA,STEAP4,VCAM1	 
IRF9	 	transcription regulator	 	 	2.09E-02	1.01E-01	RTP4,SOCS3,STAT2,TNF,ZBP1	 
TXNIP	 	other	 	-0.271	2.09E-02	1.01E-01	CCND1,CDKN1A,FASN,IL1B,PPARGC1A	 
TCR	 	complex	 	0.970	2.14E-02	1.03E-01	CCND1,CCNE1,CISH,EGR1,FOS,GADD45G,ID3,NAB2,STAT3,TNF	 
H1-6	 	other	 	0.000	2.14E-02	1.03E-01	BCAR1,BCL3,CLIC3,FARP1,FOS,LYRM9,OGT,RNF113A,TSC1,ZNF143	 
H1f1	 	other	 	0.000	2.14E-02	1.03E-01	BCAR1,BCL3,CLIC3,FARP1,FOS,LYRM9,OGT,RNF113A,TSC1,ZNF143	 
TRAF3IP2	 	enzyme	 	1.659	2.15E-02	1.03E-01	CCN2,CSF1,ICAM1,IL1B,LCN2,STEAP4,TNF,VCAM1	 
Vegf	 	group	 	-0.213	2.18E-02	1.04E-01	CLDN1,Ctla2a/Ctla2b,ELOVL3,GJB2,LCN2,PDK4,PKDCC,PPARGC1A,Sult1d1	 
DGCR8	 	enzyme	 	-1.915	2.25E-02	1.08E-01	CCND1,EGR1,ERBB3,FOS,GJA1,HES1,ID2	 
PRKCD	 	kinase	 	1.446	2.26E-02	1.08E-01	CCNE1,CDKN1A,CEBPB,IL1B,TNF,VEGFA	 
SAV1	 	other	 	0.152	2.29E-02	1.08E-01	CCN2,CCND1,CDKN1A,TNF	 
CYB5R4	 	enzyme	 	0.132	2.29E-02	1.08E-01	FASN,GCLC,PPARGC1A,XBP1	 
ALOX15	 	enzyme	 	0.152	2.29E-02	1.08E-01	ICAM1,ID3,IL1B,TNF	 
SYK	 	kinase	 	1.982	2.29E-02	1.08E-01	Cxcl11,IL1B,THPO,TIMELESS	 
KCNJ10	 	ion channel	Activated	2.000	2.29E-02	1.08E-01	GADD45A,ICAM1,Pmaip1,TGM1	 
MGLL	 	enzyme	 	1.091	2.29E-02	1.08E-01	FASN,PPARGC1A,SREBF1,TNF	 
N-cor	 	group	 	0.277	2.30E-02	1.08E-01	ARNTL,CDKN1A,DHRS3,FASN,IL1B,PCK1,PDGFA,SGK1,SREBF1,TBCC	 
PIK3CG	 	kinase	 	0.206	2.30E-02	1.08E-01	CXCR4,FOSL2,ICAM1,IL1B,TAP1,TLR2,TLR8,TNF,TNFSF10,ZBP1	 
TP63	 	transcription regulator	 	0.102	2.30E-02	1.08E-01	CAVIN2,CCN2,CDKN1A,CEACAM1,CLDN3,DDIT4,HES1,Pmaip1,SLC41A2,VMP1	 
NFKB1	 	transcription regulator	 	0.218	2.37E-02	1.11E-01	CEBPA,Chil3/Chil4,CSF1,EGR1,GADD45A,GJA1,IL1B,ISG15,TLR2,TNF,VCAM1	 
SMARCA5	 	transcription regulator	 	0.359	2.39E-02	1.11E-01	AEN,ALPK1,ATP8B4,CDKN1A,CELSR1,EPHA2,ETS2,HES1,PLK2,Pmaip1,RTP4,SERPINB1,ZNF442	 
FECH	 	enzyme	 	 	2.40E-02	1.11E-01	CCND1,Cyp2b13/Cyp2b9,CYP2B6,CYP2J2,CYP7A1	 
MYOD1	 	transcription regulator	 	-1.091	2.40E-02	1.11E-01	ACTA1,CDKN1A,DUSP1,IFI16,PDGFA	 
RELB	 	transcription regulator	 	 	2.40E-02	1.11E-01	CXCL13,IL1B,LTBR,TNF,TNFRSF1A	 
SAMSN1	 	other	Activated	2.530	2.48E-02	1.15E-01	Cxcl11,INHBA,ISG15,MARCO,OASL,PELI1,SOCS3,STAT2,TIMELESS,TNF	 
NFATC2	 	transcription regulator	 	1.282	2.49E-02	1.15E-01	Cxcl11,IL1B,INHBA,ISG15,NFKBIA,OASL,PELI1,PLK2,RGS1,SOCS3,STAT2,TLR2,TNF,ZBTB32	 
IL1R1	 	transmembrane receptor	 	1.438	2.53E-02	1.16E-01	APCS,FOS,ICAM1,IL1B,SAA1,TNF	 
IL6ST	 	transmembrane receptor	 	1.067	2.53E-02	1.16E-01	CCND1,HP,IL6R,STAT3,TNFRSF1A,TNFRSF1B	 
PRKAA1	 	kinase	 	-1.775	2.53E-02	1.16E-01	CYP2B6,IL13RA1,KCNA2,NFKBIA,PPARGC1A,SOCS3,TGM2,TNF,TP53,VEGFA,ZYX	 
SP1	 	transcription regulator	 	0.152	2.53E-02	1.16E-01	CDKN1A,CEBPA,CTH,CXCR4,CYP2B6,DHFR,IRAK3,SREBF1,TLR2,TNF,VEGFA	 
ARNT	 	transcription regulator	 	-0.128	2.54E-02	1.16E-01	CLDN1,CXCR4,EIF6,G6PC,IRS2,MYO1C,S1PR1,TP53,VEGFA	 
CFTR	 	ion channel	Inhibited	-2.254	2.54E-02	1.16E-01	CYP2B6,DMBT1,HPGD,IL1B,LRG1,SAA1,Saa3,SOCS3,TNF	 
Creb	 	group	 	-1.373	2.56E-02	1.17E-01	CEBPA,CEBPB,CTH,DDX39B,DUSP1,ELL,Foxn3,IFI16,INTS7,ORMDL3,PPARGC1A,SESN3,SYNPO,USF1,ZBP1	 
ARV1	 	transporter	 	 	2.62E-02	1.18E-01	CYP7A1,NR1H4,SREBF1	 
MFN2	 	enzyme	 	 	2.62E-02	1.18E-01	IL1B,TNF,XBP1	 
STAP2	0.625	other	 	 	2.62E-02	1.18E-01	APCS,CXCR4,TNF	 
LRAT	 	enzyme	 	 	2.62E-02	1.18E-01	CCNE1,CDKN1A,PDK4	 
PLA2G4A	 	enzyme	 	 	2.62E-02	1.18E-01	ICAM1,KRT18,TNF	 
RPS6KA4	 	kinase	 	 	2.62E-02	1.18E-01	DUSP1,FOS,TNF	 
SAT1	 	enzyme	 	 	2.62E-02	1.18E-01	CDKN1A,KLF9,PPARGC1A	 
CNOT3	 	other	 	 	2.62E-02	1.18E-01	IGFBP1,PDK4,PPARGC1A	 
PAX3	 	transcription regulator	 	 	2.62E-02	1.18E-01	ID2,ID3,TP53	 
PRKCE	 	kinase	 	1.067	2.71E-02	1.18E-01	CEBPB,IL1B,ODC1,TNF	 
GDF9	 	growth factor	 	1.000	2.71E-02	1.18E-01	ID2,ID3,INHBA,SMAD6	 
FCGR2A	 	transmembrane receptor	 	1.964	2.71E-02	1.18E-01	ACOD1,ICAM1,IL1B,TNF	 
Rhox5	 	transcription regulator	 	-0.152	2.71E-02	1.18E-01	Anp32a,Cd24a,KLF9,PPARGC1A	 
Rxr	 	group	 	 	2.73E-02	1.18E-01	GAS2,IL1B,Neat1,PDGFA,SREBF1	 
p70 S6k	 	group	 	 	2.79E-02	1.18E-01	FASN,SREBF1	 
HCAR2	2.873	G-protein coupled receptor	 	 	2.79E-02	1.18E-01	IL1B,TNF	 
LGALS12	 	other	 	 	2.79E-02	1.18E-01	CEBPA,CEBPB	 
CTSC	 	peptidase	 	 	2.79E-02	1.18E-01	IL1B,TNF	 
sGC	 	complex	 	 	2.79E-02	1.18E-01	EGR1,FOS	 
CRTC2	 	other	 	 	2.79E-02	1.18E-01	ESRRG,G6PC	 
Ins1	 	other	 	 	2.79E-02	1.18E-01	CEBPA,PCK1	 
PPM1D	 	phosphatase	 	 	2.79E-02	1.18E-01	CDKN1A,TP53	 
SELL	 	transmembrane receptor	 	 	2.79E-02	1.18E-01	IL1B,TNF	 
AMBP	 	transporter	 	 	2.79E-02	1.18E-01	IL1B,TNFRSF1A	 
FGG	 	other	 	 	2.79E-02	1.18E-01	IL1B,TNF	 
GAS5	0.405	other	 	 	2.79E-02	1.18E-01	IL1B,TNF	 
Nisch	 	other	 	 	2.79E-02	1.18E-01	G6PC,SREBF1	 
Orm1 (includes others)	0.985	other	 	 	2.79E-02	1.18E-01	IL1B,TNF	 
PRSS8	 	peptidase	 	 	2.79E-02	1.18E-01	IL1B,OCLN	 
GNAI1	 	enzyme	 	 	2.79E-02	1.18E-01	G6PC,TNF	 
KLF3	 	transcription regulator	 	 	2.79E-02	1.18E-01	KLF12,TNF	 
ARAF	 	kinase	 	 	2.79E-02	1.18E-01	CCND1,FOS	 
KIDINS220	 	transcription regulator	 	 	2.79E-02	1.18E-01	EGR1,FOS	 
PTAFR	 	G-protein coupled receptor	 	 	2.79E-02	1.18E-01	IL1B,TNF	 
WNT7B	 	other	 	 	2.79E-02	1.18E-01	CCND1,VEGFA	 
DMTF1	 	transcription regulator	 	 	2.79E-02	1.18E-01	CDKN1A,TP53	 
ACOD1	3.723	enzyme	 	 	2.79E-02	1.18E-01	NFE2L2,TNF	 
SOX15	 	transcription regulator	 	 	2.79E-02	1.18E-01	CCN2,PYCR2	 
GTF2I	 	transcription regulator	 	 	2.79E-02	1.18E-01	CCND1,CDKN1A	 
SMURF2	 	enzyme	 	 	2.79E-02	1.18E-01	CCN2,SERPINE1	 
PAK1	 	kinase	 	 	2.79E-02	1.18E-01	F3,HES1	 
TKT	 	enzyme	 	 	2.79E-02	1.18E-01	STAT3,TNF	 
CAPN1	 	peptidase	 	 	2.79E-02	1.18E-01	PTPN1,TNF	 
Wfdc17	 	other	 	 	2.79E-02	1.18E-01	IL1B,MRC1	 
Ifna4	 	other	 	 	2.79E-02	1.18E-01	ISG15,TP53	 
GYS2	 	enzyme	 	 	2.79E-02	1.18E-01	FASN,SREBF1	 
INSR	 	kinase	 	0.951	2.81E-02	1.18E-01	ACTA1,ARRDC3,CCNG2,CDKN1A,CEBPA,CERS6,DAG1,FASN,Foxn3,HPGD,IL1B,INSIG2,KLF10,NFE2L2,PCK1,PDK4,PPARGC1A,RUVBL2,SCARB1,SEC14L2,SERPINB1,SERPINE1,SGMS2,SOCS3,SREBF1,TLR2,TNF,TNFRSF1A,VCAM1	 
EGR2	 	transcription regulator	 	0.492	2.81E-02	1.18E-01	BHLHE40,ID2,ID3,IL1B,RORA,ZBTB16	 
mir-223	 	microRNA	 	0.570	2.87E-02	1.21E-01	CCND1,CCNE1,CSF1,FOXO1,ID2,IFI16,IL1B,MCTP2,MREG,PRTN3,SGPL1,SLC29A1	 
HDAC2	 	transcription regulator	 	-1.134	2.95E-02	1.24E-01	CAVIN2,CDKN1A,EGR1,ESR1,GABARAPL1,NFKBIA,POLE4,SLC35D1,TP53	 
RIPK2	 	kinase	 	0.596	3.01E-02	1.26E-01	ACOD1,CYP7A1,FASN,ICAM1,PPARGC1A,SREBF1,TNF,VCAM1	 
PSEN1	 	peptidase	 	1.452	3.08E-02	1.29E-01	ABCC6,BACE1,CCND1,DBP,DLL1,DUSP1,FOS,GAS5,GJA1,HES1,PER3,SLC38A2,SNAPC3,TP53	 
Tlr	 	group	 	0.038	3.09E-02	1.29E-01	DUSP1,ID2,IL1B,NFKBIA,TNF	 
STAT2	0.554	transcription regulator	 	 	3.09E-02	1.29E-01	ISG15,RTP4,SOCS3,TNF,ZBP1	 
FHL2	 	transcription regulator	 	-0.492	3.09E-02	1.29E-01	BCAR1,Chil3/Chil4,OCLN,S1PR1,TNF	 
RXRB	 	ligand-dependent nuclear receptor	 	 	3.12E-02	1.30E-01	GAS6,IL1B,LCN2,MARCO,PDGFA,TNF	 
SSB	 	enzyme	 	-1.000	3.17E-02	1.30E-01	CCND1,FGR,IL1B,TP53	 
ACSS2	-0.949	enzyme	 	0.000	3.17E-02	1.30E-01	CTDSP2,FASN,SCARB1,SREBF1	 
PTPRC	 	phosphatase	 	 	3.17E-02	1.30E-01	CCND1,IL1B,TNF,VCAM1	 
GNL3	 	other	 	-0.152	3.17E-02	1.30E-01	CCNE1,CDKN1A,GATA4,KRT18	 
PTPN22	 	phosphatase	 	-1.980	3.17E-02	1.30E-01	IL1B,ISG15,MRC1,TNF	 
ANXA1	 	enzyme	 	-1.067	3.17E-02	1.30E-01	AKT1,IL1B,TSC22D3,TYMP	 
NFKBIA	-0.859	transcription regulator	 	0.762	3.26E-02	1.31E-01	HES1,ICAM1,IL1B,NLRP12,TAT,TLR2,TNF,VCAM1	 
BTK	 	kinase	 	1.387	3.26E-02	1.31E-01	CCNE1,CDK2,CEBPA,CEBPB,FOXO1,TNF,TP53	 
PRKAA	 	group	 	 	3.27E-02	1.31E-01	G6PC,PPARGC1A,TNF	 
SULF2	 	enzyme	 	 	3.27E-02	1.31E-01	CCND1,PIM1,SOCS3	 
BCO1	 	enzyme	 	 	3.27E-02	1.31E-01	ARRDC3,RNF186,SCARB1	 
PLA2G2D	 	enzyme	 	 	3.27E-02	1.31E-01	IL1B,MRC1,TNF	 
RYR2	 	ion channel	 	 	3.27E-02	1.31E-01	FOXO1,PCK1,PPARGC1A	 
ITGA5	 	transmembrane receptor	 	 	3.27E-02	1.31E-01	CEBPB,IL1B,TNF	 
STK3	 	kinase	 	 	3.27E-02	1.31E-01	CCN2,CCND1,TNF	 
MAPKAP1	 	other	 	 	3.27E-02	1.31E-01	CXCR4,IFI16,SREBF1	 
TREX1	 	enzyme	 	 	3.27E-02	1.31E-01	IFI16,ISG15,OASL	 
KDM5B	 	transcription regulator	 	 	3.27E-02	1.31E-01	ERBB3,ESR1,XBP1	 
ITPR1	 	ion channel	 	 	3.27E-02	1.31E-01	FOS,G6PC,PCK1	 
ELANE	 	peptidase	 	 	3.27E-02	1.31E-01	CEBPD,IL1B,TNF	 
RPL22	 	translation regulator	 	 	3.27E-02	1.31E-01	CDKN1A,Pmaip1,XBP1	 
CYP27A1	 	enzyme	 	 	3.27E-02	1.31E-01	CYP2B6,CYP7A1,SREBF1	 
EGLN3	 	enzyme	 	 	3.27E-02	1.31E-01	Hamp/Hamp2,OCLN,TP53	 
HDAC3	 	transcription regulator	 	 	3.45E-02	1.38E-01	CDKN1A,FASN,ICAM1,IL1B,NFKBIA,TNF	 
NCSTN	 	peptidase	 	0.555	3.48E-02	1.39E-01	CEBPA,CEBPB,CEBPD,HES1,PSEN2	 
ETV5	 	transcription regulator	 	0.378	3.56E-02	1.42E-01	CAVIN2,CXCR4,FASN,LCN2,MID1IP1,SCARB1,VEGFA	 
FAM3B	 	cytokine	 	 	3.67E-02	1.44E-01	CDKN1A,GAS2,GJA1,LCN2	 
SEMA7A	 	transmembrane receptor	 	0.000	3.67E-02	1.44E-01	CCN2,EGR1,SMAD6,TNF	 
ACTL6A	 	other	 	0.000	3.67E-02	1.44E-01	CCND1,CDK2,CDKN1A,TP53INP1	 
ZEB1	 	transcription regulator	 	-1.103	3.67E-02	1.44E-01	CD163,ESRP2,IL1B,MRC1	 
HSP90B1	 	other	 	1.934	3.67E-02	1.44E-01	IL1B,TLR2,TNF,XBP1	 
LCAT	 	enzyme	 	1.000	3.67E-02	1.44E-01	CCND1,CEBPA,PPARGC1A,SCARB1	 
WDR77	 	transcription regulator	 	0.339	3.67E-02	1.44E-01	DMBT1,PTK6,SAA1,SGK2	 
COP1	 	enzyme	 	-0.132	3.67E-02	1.44E-01	ACOD1,CEBPB,IFI16,Saa3	 
FLT3LG	 	cytokine	 	 	3.67E-02	1.44E-01	CEBPA,CXCR4,IL1B,TNF	 
TET2	 	enzyme	 	0.333	3.69E-02	1.45E-01	AQP8,CA8,CEBPA,GATA4,GRK5,IFI16,MTSS1,RND3,RNF144A,ZBTB16	 
NEIL2	 	enzyme	 	0.447	3.80E-02	1.46E-01	CEBPB,CSF1,Cxcl11,IL1B,IL6R,TLR2,TLR5,TNF	 
LCN2	2.438	transporter	 	1.137	3.80E-02	1.46E-01	Chil3/Chil4,CXCL13,ESR1,FASN,IL1B,MRC1,PPARGC1A,TNF	 
MYRF	 	transcription regulator	 	-1.364	3.80E-02	1.46E-01	CCN2,CEACAM1,CHMP4C,GIMD1,LOXL4,PARP10,PDK4,SELENOI	 
MEF2C	 	transcription regulator	 	0.128	3.80E-02	1.46E-01	ACTA1,CXCR4,FOS,JUND,MEF2D,ZFP36	 
NFkB (complex)	 	complex	 	1.154	3.89E-02	1.46E-01	CCND1,ICAM1,IL1B,ITCH,LCN2,NFKBIA,NLRP12,SOCS3,TLR2,TNF,VCAM1	 
FGF21	 	growth factor	 	-0.475	3.90E-02	1.46E-01	FASN,PCK1,PDK4,PPARGC1A,SREBF1	 
MAP3K14	 	kinase	 	0.651	3.90E-02	1.46E-01	FASN,IL1B,NFKBIA,SREBF1,VCAM1	 
TNFSF11	 	cytokine	 	-0.778	3.90E-02	1.46E-01	CDKN1A,FOS,MAFB,NFKBIA,TNF	 
SOD2	 	enzyme	 	 	3.99E-02	1.46E-01	CDKN1A,ODC1,TP53	 
PRKG1	 	kinase	 	 	3.99E-02	1.46E-01	CCN2,SERPINE1,VCAM1	 
MC4R	 	G-protein coupled receptor	 	 	3.99E-02	1.46E-01	FASN,FOS,TNF	 
ATXN1	0.851	transcription regulator	 	 	3.99E-02	1.46E-01	ATXN1,BACE1,VEGFA	 
