© 2000-2021 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Inosine-5'-phosphate Biosynthesis II	6.38E-01	3.33E-01	NaN	ADSL	
Geranylgeranyldiphosphate Biosynthesis	6.38E-01	3.33E-01	NaN	COX10	
Thiosulfate Disproportionation III (Rhodanese)	6.38E-01	3.33E-01	NaN	MOCS3	
Thyroid Hormone Biosynthesis	6.38E-01	3.33E-01	NaN	IYD	
1D-myo-inositol Hexakisphosphate Biosynthesis V (from Ins(1,3,4)P3)	6.38E-01	3.33E-01	NaN	IPMK	
N-acetylglucosamine Degradation I	6.38E-01	3.33E-01	NaN	GNPDA1	
Hematopoiesis from Multipotent Stem Cells	6.35E-01	1.82E-01	NaN	CSF1,THPO	
Purine Nucleotides De Novo Biosynthesis II	6.35E-01	1.82E-01	NaN	ADSL,PPAT	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	6.27E-01	1.09E-01	0.000	ACTG1,ARF6,FGR,HMOX1,LYN,PLD4,PRKCA,PRKCD,PRKD3,SYK	
Crosstalk between Dendritic Cells and Natural Killer Cells	6.23E-01	1.13E-01	0.000	ACTG1,CD83,IL18,NFKB2,REL,RELB,TNF,TNFRSF1B	
PAK Signaling	6.18E-01	1.05E-01	0.000	CASP3,ITGA8,ITGB3,ITGB5,ITGB8,MYL9,PDGFA,PDGFRA,PIK3CB,PIK3R5,RAP2A,TNF	
Melanocyte Development and Pigmentation Signaling	6.09E-01	1.08E-01	-1.414	ADCY1,ADCY9,CREB3,DCT,PIK3CB,PIK3R5,PRKAR2A,RAP2A,RPS6KA1,SH2B2	
Clathrin-mediated Endocytosis Signaling	6E-01	9.94E-02	NaN	ACTG1,APOA4,ARF6,CD2AP,CLTB,F2R,HGS,HSPA8,ITGB3,ITGB5,ITGB8,PCYOX1,PDGFA,PIK3CB,PIK3R5,S100A8,TFRC,VEGFA	
Glutathione Redox Reactions I	5.97E-01	1.43E-01	NaN	GSTM1,GSTM2,GSTT2/GSTT2B	
Cysteine Biosynthesis III (mammalia)	5.97E-01	1.43E-01	NaN	MAT1A,MAT2B,NSUN4	
BMP signaling pathway	5.95E-01	1.08E-01	-0.378	CHRD,MAPK14,NFKB2,PRKAR2A,RAP2A,REL,RELB,SMAD6,SMURF1	
Interferon Signaling	5.92E-01	1.29E-01	NaN	IRF1,IRF9,PTPN2,STAT2	
Regulation of the Epithelial-Mesenchymal Transition Pathway	5.9E-01	9.84E-02	NaN	CDH1,FGFR2,FGFRL1,FZD6,FZD7,ID2,JAK3,MAP2K6,NFKB2,PIK3CB,PIK3R5,PSEN2,RAP2A,REL,RELB,SMURF1,STAT3,WNT5B,WNT9B	
TGF-β Signaling	5.9E-01	1.06E-01	0.707	HNF4A,INHBB,MAP2K6,MAPK14,RAP2A,RNF111,SERPINE1,SMAD6,SMURF1,TFE3	
Paxillin Signaling	5.88E-01	1.05E-01	0.378	ACTG1,ARF6,ITGA8,ITGB3,ITGB5,ITGB8,MAPK14,PIK3CB,PIK3R5,PTPN12,RAP2A	
Assembly of RNA Polymerase III Complex	5.78E-01	1.67E-01	NaN	BRF2,SF3A1	
Tight Junction Signaling	5.73E-01	9.88E-02	NaN	ACTG1,CEBPA,CLDN1,CLDN14,MYL9,NFKB2,NUDT21,OCLN,PPP2R1B,PPP2R5E,PRKAR2A,REL,RELB,SMURF1,TNF,TNFRSF1A,TNFRSF1B	
Oncostatin M Signaling	5.69E-01	1.19E-01	0.447	JAK3,OSMR,RAP2A,STAT3,STAT5B	
Dopamine Receptor Signaling	5.62E-01	1.08E-01	NaN	ADCY1,ADCY9,PPP1R10,PPP1R3C,PPP2R1B,PPP2R5E,PRKAR2A,SLC18A1	
Circadian Rhythm Signaling	5.61E-01	1.25E-01	NaN	CREB3,CSNK1D,PER1,PER2	
Regulation Of The Epithelial Mesenchymal Transition In Development Pathway	5.59E-01	1.06E-01	1.134	CDH1,FZD6,FZD7,NFKB2,PSEN2,REL,RELB,WNT5B,WNT9B	
Mitotic Roles of Polo-Like Kinase	5.48E-01	1.09E-01	NaN	HSP90AA1,HSP90AB1,PPP2R1B,PPP2R5E,RAD21,SMC3,WEE1	
Remodeling of Epithelial Adherens Junctions	5.48E-01	1.09E-01	NaN	ACTG1,ARF6,CDH1,CLIP1,HGS,TUBA8,ZYX	
RhoA Signaling	5.41E-01	1.01E-01	-0.302	ACTG1,ARHGAP12,ARHGAP6,CDC42EP1,CDC42EP2,GNA12,MYL9,NGEF,RND3,SEMA3F,SEPTIN10,SEPTIN4	
UVA-Induced MAPK Signaling	5.39E-01	1.03E-01	-1.633	ATM,CASP3,MAPK14,PIK3CB,PIK3R5,PLCB2,PRKCA,RAP2A,RPS6KA1,TIPARP	
Pyruvate Fermentation to Lactate	5.32E-01	2.5E-01	NaN	LDHA	
Heme Degradation	5.32E-01	2.5E-01	NaN	HMOX1	
PRPP Biosynthesis I	5.32E-01	2.5E-01	NaN	Prps1l3	
Spermine and Spermidine Degradation I	5.32E-01	2.5E-01	NaN	PAOX	
Eumelanin Biosynthesis	5.32E-01	2.5E-01	NaN	DCT	
Proline Biosynthesis I	5.32E-01	2.5E-01	NaN	PYCR2	
Oxidized GTP and dGTP Detoxification	5.32E-01	2.5E-01	NaN	RUVBL2	
Trans, trans-farnesyl Diphosphate Biosynthesis	5.32E-01	2.5E-01	NaN	FDPS	
dTMP De Novo Biosynthesis	5.32E-01	2.5E-01	NaN	DHFR	
N-acetylglucosamine Degradation II	5.32E-01	2.5E-01	NaN	GNPDA1	
Molybdenum Cofactor Biosynthesis	5.32E-01	2.5E-01	NaN	MOCS3	
Acetate Conversion to Acetyl-CoA	5.32E-01	2.5E-01	NaN	ACSS2	
Role of Wnt/GSK-3β Signaling in the Pathogenesis of Influenza	5.27E-01	1.08E-01	1.000	CSNK1D,FZD6,FZD7,NCOA2,NCOA3,WNT5B,WNT9B	
BEX2 Signaling Pathway	5.24E-01	1.05E-01	1.633	NFKB2,PPP2R1B,PPP2R5E,REL,RELB,STAT3,TSC1,VEGFA	
Superpathway of D-myo-inositol (1,4,5)-trisphosphate Metabolism	5.23E-01	1.3E-01	NaN	IMPA1,IPMK,SYNJ2	
Cardiac β-adrenergic Signaling	5.21E-01	9.7E-02	0.000	ADCY1,ADCY9,ATP2A2,CACNA2D4,GNA11,GNA12,GNA14,GNAT1,GNG12,GNG2,PPP1R10,PPP1R3C,PPP2R1B,PPP2R5E,PRKAR2A,TDP2	
Dopamine-DARPP32 Feedback in cAMP Signaling	5.13E-01	9.6E-02	-2.138	ADCY1,ADCY9,ATP2A2,CACNA2D4,CREB3,CSNK1D,GUCY1A1,ITPR3,PLCB2,PPP1R10,PPP1R3C,PPP2R1B,PPP2R5E,PRKAR2A,PRKCA,PRKCD,PRKD3	
Thyroid Cancer Signaling	5.07E-01	1.04E-01	0.707	CDH1,FOXO1,IRS1,MYC,NTRK1,PIK3CB,PIK3R5,RAP2A	
Corticotropin Releasing Hormone Signaling	4.91E-01	9.66E-02	-1.732	ADCY1,ADCY9,CACNA2D4,CREB3,GUCY1A1,ITPR3,MAPK14,MEF2D,NOS3,PRKAR2A,PRKCA,PRKCD,PRKD3,VEGFA	
SPINK1 General Cancer Pathway	4.91E-01	1.07E-01	0.000	IL6R,JAK3,PIK3CB,PIK3R5,RAP2A,STAT3	
Agrin Interactions at Neuromuscular Junction	4.89E-01	1.04E-01	-0.447	ACTG1,AGRN,DAG1,ERBB3,LAMB1,NRG4,RAP2A	
Wnt/β-catenin Signaling	4.87E-01	9.52E-02	0.302	CDH1,CSNK1D,FZD6,FZD7,KREMEN1,MYC,PPP2R1B,PPP2R5E,RARG,RUVBL2,SOX18,SOX5,TLE1,TLE3,WNT5B,WNT9B	
DNA Double-Strand Break Repair by Homologous Recombination	4.84E-01	1.43E-01	NaN	ATM,RPA1	
DNA Double-Strand Break Repair by Non-Homologous End Joining	4.84E-01	1.43E-01	NaN	ATM,XRCC1	
Fatty Acid Activation	4.84E-01	1.43E-01	NaN	ACSL3,SLC27A1	
Choline Biosynthesis III	4.84E-01	1.43E-01	NaN	HMOX1,PLD4	
GP6 Signaling Pathway	4.71E-01	9.68E-02	-1.155	COL3A1,ITGB3,LAMA1,LAMB1,LAMB3,LYN,PIK3CB,PIK3R5,PRKCA,PRKCD,PRKD3,SYK	
Integrin Signaling	4.67E-01	9.31E-02	-1.000	ACTG1,Arf2,ARF6,ARHGAP26,BCAR3,CAPN10,ITGA8,ITGB3,ITGB5,ITGB8,MYL9,PIK3CB,PIK3R5,RAP2A,RHOB,RND3,TSPAN4,TSPAN7,ZYX	
Rac Signaling	4.62E-01	9.56E-02	-0.378	CYFIP2,ITGA8,ITGB3,ITGB5,ITGB8,MAP3K1,NFKB2,NOX4,PIK3CB,PIK3R5,RAP2A,REL,RELB	
Melatonin Signaling	4.53E-01	1.01E-01	-2.646	MAP2K6,PLCB2,PRKAR2A,PRKCA,PRKCD,PRKD3,RORA	
Heparan Sulfate Biosynthesis	4.53E-01	1.01E-01	-1.134	AADAC,B3GALT6,CHST10,EXT1,GLCE,NDST1,SULT1C2	
Creatine-phosphate Biosynthesis	4.52E-01	2E-01	NaN	CKB	
Tetrahydrofolate Salvage from 5,10-methenyltetrahydrofolate	4.52E-01	2E-01	NaN	MTHFD1L	
CMP-N-acetylneuraminate Biosynthesis I (Eukaryotes)	4.52E-01	2E-01	NaN	NANS	
NAD Salvage Pathway III	4.52E-01	2E-01	NaN	NMRK1	
Myo-inositol Biosynthesis	4.52E-01	2E-01	NaN	IMPA1	
Galactose Degradation I (Leloir Pathway)	4.52E-01	2E-01	NaN	GALM	
Tyrosine Degradation I	4.52E-01	2E-01	NaN	TAT	
Folate Polyglutamylation	4.52E-01	2E-01	NaN	MTHFD1L	
Differential Regulation of Cytokine Production in Macrophages and T Helper Cells by IL-17A and IL-17F	4.45E-01	1.33E-01	NaN	IL1B,TNF	
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	4.37E-01	1E-01	-1.134	ADCY1,ADCY9,GNA11,GNA14,ITPR3,PLCB2,PRKAR2A	
Ethanol Degradation II	4.32E-01	1.15E-01	NaN	ACSS2,ADH4,DHRS9	
Apelin Liver Signaling Pathway	4.32E-01	1.15E-01	NaN	COL3A1,IRS1,TNF	
Non-Small Cell Lung Cancer Signaling	4.31E-01	9.68E-02	-0.816	FOXO3,HDAC11,HDAC9,ITPR3,PIK3CB,PIK3R5,PRKCA,RAP2A,RBL1	
PD-1, PD-L1 cancer immunotherapy pathway	4.31E-01	9.68E-02	1.000	CDK2,JAK3,MR1,PIK3CB,PIK3R5,STAT5B,TNF,TNFRSF1A,TNFRSF1B	
Inhibition of Matrix Metalloproteases	4.29E-01	1.08E-01	-1.000	MMP15,MMP17,MMP8,RECK	
FAK Signaling	4.27E-01	9.48E-02	NaN	ACTG1,ARHGAP26,CAPN10,ITGA8,ITGB3,ITGB5,ITGB8,PIK3CB,PIK3R5,RAP2A,TNS1	
Ephrin B Signaling	4.2E-01	9.86E-02	-0.447	GNA11,GNA12,GNA14,GNAT1,GNG12,GNG2,RGS3	
Endometrial Cancer Signaling	4.16E-01	1E-01	0.816	CDH1,FOXO3,MYC,PIK3CB,PIK3R5,RAP2A	
PCP pathway	4.16E-01	1E-01	1.342	CELSR1,FZD6,FZD7,JUNB,WNT5B,WNT9B	
Extrinsic Prothrombin Activation Pathway	4.09E-01	1.25E-01	NaN	F3,THBD	
Mismatch Repair in Eukaryotes	4.09E-01	1.25E-01	NaN	RFC5,RPA1	
Parkinson's Signaling	4.09E-01	1.25E-01	NaN	CASP3,MAPK14	
tRNA Charging	4.07E-01	1.05E-01	-1.000	CARS1,MARS2,NARS2,TARS1	
Thyroid Hormone Metabolism II (via Conjugation and/or Degradation)	4.05E-01	1.11E-01	NaN	UGT2B17,UGT2B28,UGT2B7	
ATM Signaling	4.02E-01	9.47E-02	0.000	ATM,BLM,CDK2,CREB3,GADD45A,MAPK14,PPP2R1B,PPP2R5E,SMC3	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	4.02E-01	9.32E-02	0.447	FZD6,FZD7,GATA4,GATA6,JAK3,PIK3CB,PIK3R5,RAP2A,STAT3,WNT5B,WNT9B	
Synaptic Long Term Depression	3.98E-01	9.04E-02	-1.000	CACNA2D4,GNA11,GNA12,GNA14,GNAT1,GUCY1A1,ITPR3,LYN,NOS3,PLA2G12A,PLCB2,PPP2R1B,PPP2R5E,PRKCA,PRKCD,PRKD3,RAP2A	
Phospholipases	3.98E-01	9.84E-02	-0.816	HMOX1,LIPC,LIPG,PLA2G12A,PLCB2,PLD4	
IL-2 Signaling	3.98E-01	9.84E-02	0.000	JAK3,PIK3CB,PIK3R5,RAP2A,STAT5B,SYK	
Role of MAPK Signaling in Promoting the Pathogenesis of Influenza	3.97E-01	9.35E-02	-1.265	CASP3,MAP2K6,MAPK14,NFKB2,NFKBID,NFKBIE,PLA2G12A,PRKCA,RABGEF1,RAP2A	
Serotonin Degradation	3.93E-01	1E-01	-2.236	ADH4,DHRS9,UGT2B17,UGT2B28,UGT2B7	
Amyloid Processing	3.93E-01	1E-01	NaN	CAPN10,CSNK1D,MAPK14,PRKAR2A,PSEN2	
Pathogenesis of Multiple Sclerosis	3.9E-01	1.67E-01	NaN	CXCL10	
Trehalose Degradation II (Trehalase)	3.9E-01	1.67E-01	NaN	GCK	
Pentose Phosphate Pathway (Non-oxidative Branch)	3.9E-01	1.67E-01	NaN	TKT	
Selenocysteine Biosynthesis II (Archaea and Eukaryotes)	3.9E-01	1.67E-01	NaN	SEPHS2	
UDP-N-acetyl-D-glucosamine Biosynthesis II	3.9E-01	1.67E-01	NaN	PGM3	
Tryptophan Degradation to 2-amino-3-carboxymuconate Semialdehyde	3.9E-01	1.67E-01	NaN	HAAO	
Intrinsic Prothrombin Activation Pathway	3.86E-01	1.03E-01	NaN	COL3A1,F11,KLKB1,THBD	
Dermatan Sulfate Biosynthesis (Late Stages)	3.86E-01	1.03E-01	-1.000	CHST10,CHST14,NDST1,SULT1C2	
Heparan Sulfate Biosynthesis (Late Stages)	3.82E-01	9.68E-02	-1.633	AADAC,CHST10,EXT1,GLCE,NDST1,SULT1C2	
Th1 and Th2 Activation Pathway	3.79E-01	9.03E-02	NaN	DLL1,ICAM1,ICOSLG/LOC102723996,IL18,IL6R,IRF1,JAK3,MAP2K6,PIK3CB,PIK3R5,PSEN2,SOCS3,STAT3,STAT5B	
γ-linolenate Biosynthesis II (Animals)	3.77E-01	1.18E-01	NaN	ACSL3,SLC27A1	
D-myo-inositol (1,4,5)-trisphosphate Degradation	3.77E-01	1.18E-01	NaN	IMPA1,SYNJ2	
Sumoylation Pathway	3.77E-01	9.28E-02	-1.667	CBX4,CDH1,CEBPA,NFKB2,RFC5,RHOB,RND3,RPA1,SUMO3	
UVC-Induced MAPK Signaling	3.75E-01	9.8E-02	-1.342	MAPK14,PRKCA,PRKCD,PRKD3,RAP2A	
Factors Promoting Cardiogenesis in Vertebrates	3.62E-01	8.97E-02	0.277	CREB3,FZD6,FZD7,GATA4,MAPK14,MYC,NOX4,PLCB2,PRKCA,PRKCD,PRKD3,WNT5B,WNT9B	
Neurotrophin/TRK Signaling	3.61E-01	9.33E-02	-0.816	CREB3,MAP2K6,NTRK1,PIK3CB,PIK3R5,RAP2A,RPS6KA1	
Dermatan Sulfate Biosynthesis	3.58E-01	9.62E-02	-0.447	B3GALT6,CHST10,CHST14,NDST1,SULT1C2	
Regulation of Cellular Mechanics by Calpain Protease	3.56E-01	9.2E-02	NaN	CAPN10,CCNE1,CDK2,ITGA8,ITGB3,ITGB5,ITGB8,RAP2A	
EIF2 Signaling	3.52E-01	8.78E-02	0.302	AGO1,AGO2,AGO4,ATF3,EIF2B2,EIF2B4,EIF3D,EIF3K,EIF4A1,MYC,MYCN,NOX4,PIK3CB,PIK3R5,RAP2A,SREBF1,TRIB3,VEGFA	
Reelin Signaling in Neurons	3.47E-01	8.94E-02	-0.302	ARHGEF15,ARHGEF3,ARHGEF5,FGR,FRK,LYN,MAP2K6,PAFAH1B1,PDK4,PIK3CB,PIK3R5	
Renal Cell Carcinoma Signaling	3.47E-01	9.21E-02	NaN	ARNT,FH,PIK3CB,PIK3R5,RAP2A,SLC2A1,VEGFA	
1D-myo-inositol Hexakisphosphate Biosynthesis II (Mammalian)	3.47E-01	1.11E-01	NaN	IPMK,SYNJ2	
Mitochondrial L-carnitine Shuttle Pathway	3.47E-01	1.11E-01	NaN	ACSL3,SLC27A1	
D-myo-inositol (1,3,4)-trisphosphate Biosynthesis	3.47E-01	1.11E-01	NaN	IPMK,SYNJ2	
Actin Nucleation by ARP-WASP Complex	3.44E-01	9.09E-02	0.000	GNA12,ITGA8,ITGB3,ITGB5,ITGB8,RAP2A,RHOB,RND3	
Salvage Pathways of Pyrimidine Deoxyribonucleotides	3.41E-01	1.43E-01	NaN	TK1	
Glycoaminoglycan-protein Linkage Region Biosynthesis	3.41E-01	1.43E-01	NaN	B3GALT6	
Bladder Cancer Signaling	3.28E-01	8.85E-02	NaN	CDH1,HDAC11,HDAC9,MMP15,MMP17,MMP8,MYC,RAP2A,RBL1,VEGFA	
NF-κB Signaling	3.21E-01	8.51E-02	0.000	FGFR2,GHR,IKBKB,IL18,IL1A,IL1B,IL1RN,MAP2K6,MAP3K1,MAP3K14,MAP3K8,MYD88,NFKB2,NFKBID,NFKBIE,NTRK1,PDGFRA,PELI1,PIK3CB,PIK3R5,RAP2A,RELB,TAB2,TDP2,TLR2,TLR8,TNF,TNFAIP3,TNFRSF1A,TNFRSF1B,TNIP1,Trbc1	
Triacylglycerol Biosynthesis	3.12E-01	9.3E-02	1.000	LIPT2,LPGAT1,LPIN2,MOGAT1	
GABA Receptor Signaling	3.07E-01	8.66E-02	NaN	ADCY1,ADCY9,CACNA2D4,GNA11,GNA12,GNA14,GNAT1,GNG12,GNG2,ITPR3,SLC6A13	
Hereditary Breast Cancer Signaling	3.06E-01	8.63E-02	NaN	ATM,BLM,GADD45A,HDAC11,HDAC9,PIK3CB,PIK3R5,POLR2H,RAP2A,RFC5,RPA1,WEE1	
Leukocyte Extravasation Signaling	3.05E-01	8.56E-02	0.535	ACTG1,ARHGAP12,ARHGAP6,CLDN1,CLDN14,ICAM1,MAPK14,MMP15,MMP17,MMP8,PIK3CB,PIK3R5,PRKCA,PRKCD,PRKD3,TEC	
Phosphatidylethanolamine Biosynthesis II	2.99E-01	1.25E-01	NaN	SELENOI	
Histidine Degradation III	2.99E-01	1.25E-01	NaN	MTHFD1L	
Sphingomyelin Metabolism	2.99E-01	1.25E-01	NaN	SGMS2	
Role of BRCA1 in DNA Damage Response	2.97E-01	8.75E-02	-0.447	ATM,BLM,E2F8,GADD45A,RBL1,RFC5,RPA1	
CNTF Signaling	2.97E-01	8.93E-02	-0.447	PIK3CB,PIK3R5,RAP2A,RPS6KA1,STAT3	
Retinoic acid Mediated Apoptosis Signaling	2.97E-01	9.09E-02	1.000	CASP3,IRF1,RARG,TIPARP	
IL-4 Signaling	2.97E-01	8.75E-02	NaN	IRS1,JAK3,NR3C2,PIK3CB,PIK3R5,RAP2A,SYNJ2	
Cardiomyocyte Differentiation via BMP Receptors	2.96E-01	1E-01	NaN	GATA4,SMAD6	
Airway Pathology in Chronic Obstructive Pulmonary Disease	2.87E-01	8.57E-02	NaN	C8G,CXCL3,IL18,IL1A,IL1B,LCN2,MMP8,PRTN3,TNF	
nNOS Signaling in Neurons	2.81E-01	8.89E-02	NaN	CAPN10,PRKCA,PRKCD,PRKD3	
Pyrimidine Ribonucleotides Interconversion	2.78E-01	9.09E-02	NaN	CTPS1,NME6,PCK1	
Nucleotide Excision Repair Pathway	2.78E-01	9.09E-02	NaN	ERCC6,POLR2H,RPA1	
Complement System	2.78E-01	9.09E-02	NaN	C3AR1,C5AR1,C8G	
Cancer Drug Resistance By Drug Efflux	2.7E-01	8.62E-02	NaN	ABCC1,FOXO1,FOXO3,PIK3CB,RAP2A	
Ephrin A Signaling	2.67E-01	8.7E-02	NaN	EPHA2,NGEF,PIK3CB,PIK3R5	
Leucine Degradation I	2.65E-01	1.11E-01	NaN	ACADM	
Dolichyl-diphosphooligosaccharide Biosynthesis	2.65E-01	1.11E-01	NaN	ALG6	
Folate Transformations I	2.65E-01	1.11E-01	NaN	MTHFD1L	
Superpathway of Methionine Degradation	2.62E-01	8.82E-02	NaN	MAT1A,MAT2B,NSUN4	
Tumoricidal Function of Hepatic Natural Killer Cells	2.53E-01	9.09E-02	NaN	CASP3,ICAM1	
Pyrimidine Deoxyribonucleotides De Novo Biosynthesis I	2.53E-01	9.09E-02	NaN	NME6,PCK1	
Pyrimidine Ribonucleotides De Novo Biosynthesis	2.46E-01	8.57E-02	NaN	CTPS1,NME6,PCK1	
Embryonic Stem Cell Differentiation into Cardiac Lineages	2.36E-01	1E-01	NaN	GATA4	
NAD biosynthesis II (from tryptophan)	2.36E-01	1E-01	NaN	HAAO	
Calcium Transport I	2.36E-01	1E-01	NaN	ATP2A2	
Pentose Phosphate Pathway	2.36E-01	1E-01	NaN	TKT	
Glycolysis I	2.34E-01	8.7E-02	NaN	ALDOA,PFKL	
Role of Lipids/Lipid Rafts in the Pathogenesis of Influenza	2.1E-01	9.09E-02	NaN	FDPS	
Dilated Cardiomyopathy Signaling Pathway	-0E00	7.75E-02	0.000	ACTG1,ADCY1,ADCY9,ATP2A2,BAG3,CACNA2D4,DSC2,ITPR3,MAPK14,MYL9,PRKAR2A	
Amyotrophic Lateral Sclerosis Signaling	-0E00	6.19E-02	-0.816	BIRC2,CACNA2D4,CAPN10,CASP3,PIK3CB,PIK3R5,VEGFA	
Actin Cytoskeleton Signaling	-0E00	7.2E-02	-1.000	ACTG1,ARHGAP24,CD14,CYFIP2,F2R,GNA12,GNG12,ITGA8,ITGB3,ITGB5,ITGB8,MYL9,PDGFA,PIK3CB,PIK3R5,RAP2A,SSH2	
Mitochondrial Dysfunction	-0E00	5.66E-02	NaN	ACO1,ACO2,CASP3,COX10,COX6C,HSD17B10,NDUFS6,OGDH,PSEN2	
Regulation of Actin-based Motility by Rho	-0E00	6.48E-02	NaN	ITGA8,ITGB3,ITGB5,ITGB8,MYL9,RHOB,RND3	
Role of NFAT in Regulation of the Immune Response	-0E00	6.75E-02	-1.000	CSNK1D,ELP1,GATA4,GNA11,GNA12,GNA14,GNAT1,GNG12,GNG2,IKBKB,ITPR3,LYN,MEF2D,NFKB2,NFKBID,NFKBIE,PIK3CB,PIK3R5,PLCB2,RAP2A,RCAN1,REL,RELB,SYK,Trbc1,XPO1	
FcγRIIB Signaling in B Lymphocytes	-0E00	8.24E-02	-0.447	CACNA2D4,ITPR3,LYN,PIK3CB,PIK3R5,RAP2A,SYK	
CCR5 Signaling in Macrophages	-0E00	4.21E-02	-1.000	CACNA2D4,GNA11,GNA12,GNA14,GNAT1,GNG12,GNG2,ITPR3,MAPK14,PRKCA,PRKCD,PRKD3,Trbc1	
Calcium-induced T Lymphocyte Apoptosis	-0E00	2.7E-02	-1.633	ATP2A2,ITPR3,MEF2D,PRKCA,PRKCD,PRKD3,Trbc1	
Cytotoxic T Lymphocyte-mediated Apoptosis of Target Cells	-0E00	1.28E-02	NaN	CASP3,MR1,Trbc1	
CTLA4 Signaling in Cytotoxic T Lymphocytes	-0E00	2.82E-02	NaN	CLTB,MR1,PIK3CB,PIK3R5,PPP2R1B,PPP2R5E,SYK,Trbc1	
T Helper Cell Differentiation	-0E00	3.31E-02	NaN	BCL6,ICOSLG/LOC102723996,IL18,IL6R,STAT3,TNF,TNFRSF1A,TNFRSF1B,Trbc1	
CD28 Signaling in T Helper Cells	-0E00	4.11E-02	0.378	ELP1,IKBKB,ITPR3,MAP3K1,NFKB2,NFKBID,NFKBIE,PIK3CB,PIK3R5,REL,RELB,SYK,Trbc1	
Dendritic Cell Maturation	-0E00	7.88E-02	2.268	CD83,COL3A1,CREB3,ELP1,ICAM1,IKBKB,IL18,IL1A,IL1B,IL1RN,LEPR,MAP3K14,MAPK14,MR1,MYD88,NFKB2,NFKBID,NFKBIE,PIK3CB,PIK3R5,PLCB2,REL,RELB,STAT2,TLR2,TNF,TNFRSF1A,TNFRSF1B,Trbc1	
Cellular Effects of Sildenafil (Viagra)	-0E00	7.04E-02	NaN	ACTG1,ADCY1,ADCY9,CACNA2D4,GUCY1A1,ITPR3,MYL9,NOS3,PLCB2,PRKAR2A	
Neuropathic Pain Signaling In Dorsal Horn Neurons	-0E00	8.08E-02	-2.121	ITPR3,PIK3CB,PIK3R5,PLCB2,PRKAR2A,PRKCA,PRKCD,PRKD3	
Semaphorin Signaling in Neurons	-0E00	6.9E-02	NaN	DPYSL2,NRP1,RHOB,RND3	
iCOS-iCOSL Signaling in T Helper Cells	-0E00	3.58E-02	0.447	ICOSLG/LOC102723996,IKBKB,ITPR3,NFKB2,NFKBID,NFKBIE,PIK3CB,PIK3R5,REL,RELB,Trbc1	
Lipid Antigen Presentation by CD1	-0E00	8.93E-03	NaN	ARF6,Trbc1	
RAN Signaling	-0E00	6.67E-02	NaN	XPO1	
DNA Methylation and Transcriptional Repression Signaling	-0E00	2.94E-02	NaN	H3-3A/H3-3B	
Antiproliferative Role of Somatostatin Receptor 2	-0E00	7.79E-02	-1.000	GNG12,GNG2,GUCY1A1,PIK3CB,PIK3R5,RAP2A	
CREB Signaling in Neurons	-0E00	8.13E-02	-1.265	ADCY1,ADCY9,ADGRG6,ADRA1B,C3AR1,C5AR1,CACNA2D4,CCRL2,CELSR1,CREB3,F2R,FGFR2,FPR1,FPR2,FZD6,FZD7,GHR,GNA11,GNA12,GNA14,GNAT1,GNG12,GNG2,GPR12,GPR146,GPR155,GPR160,HCAR2,ITPR3,NTRK1,P2RY4,PDGFRA,PIK3CB,PIK3R5,PLCB2,POLR2H,PRKAR2A,PRKCA,PRKCD,PRKD3,PTGER2,PTGER4,PTH1R,RAP2A,RPS6KA1,SUCNR1,VEGFA	
Melanoma Signaling	-0E00	8E-02	NaN	CDH1,PIK3CB,PIK3R5,RAP2A	
Type I Diabetes Mellitus Signaling	-0E00	6.84E-02	0.728	CASP3,HSPD1,IKBKB,IL1B,IRF1,MAP2K6,MAP3K14,MAPK14,MYD88,NFKB2,NFKBID,NFKBIE,REL,RELB,SOCS2,SOCS3,SOCS5,TNF,TNFRSF1A,TNFRSF1B,Trbc1	
Basal Cell Carcinoma Signaling	-0E00	5.8E-02	1.000	FZD6,FZD7,WNT5B,WNT9B	
Primary Immunodeficiency Signaling	-0E00	4.88E-02	NaN	JAK3,UNG	
Allograft Rejection Signaling	-0E00	7.63E-03	NaN	TNF,Trbc1	
Autoimmune Thyroid Disease Signaling	-0E00	4.12E-03	NaN	Trbc1	
Graft-versus-Host Disease Signaling	-0E00	2.47E-02	NaN	IL18,IL1A,IL1B,IL1RN,TNF,Trbc1	
Cleavage and Polyadenylation of Pre-mRNA	-0E00	8.33E-02	NaN	NUDT21	
Communication between Innate and Adaptive Immune Cells	-0E00	4.63E-02	NaN	CCL3L3,Ccl9,CD83,CXCL10,IL18,IL1A,IL1B,IL1RN,MR1,TLR2,TLR8,TNF,Trbc1	
Systemic Lupus Erythematosus Signaling	-0E00	4.46E-02	NaN	C8G,IL18,IL1A,IL1B,IL1RN,IL6R,LSM10,LSM3,LYN,PIK3CB,PIK3R5,PRPF18,RAP2A,SF3B4,SNRNP35,TNF,Trbc1	
Cdc42 Signaling	-0E00	2.8E-02	0.447	CDC42EP2,CDC42SE1,CLIP1,ITGA8,ITGB3,ITGB5,ITGB8,MAPK14,MYL9,Trbc1	
