© 2000-2021 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	p-value of overlap	B-H corrected p-value	Target Molecules in Dataset	Mechanistic Network
NFYA	 	transcription regulator	 	 	4.58E-03	2.35E-02	CDKN1A,FGFR2,G6PC,TXNIP	 
PLAU	 	peptidase	 	1.746	4.71E-03	2.41E-02	Chil3/Chil4,CXCL3,IL1B,PHLDA1,PLAUR,TNF	 
IL2	 	cytokine	 	0.883	4.75E-03	2.41E-02	BCL6,CASP3,CDKN1A,CISH,CXCL3,Gm4956,GRN,IKZF4,IL1B,MYC,PTGER2,SOCS3,STAT5B,TNF	200 (20)
BDNF	 	growth factor	 	 	4.75E-03	2.41E-02	ATP2A2,BHLHE40,CDKN1A,DUSP1,INHBB,KLF10,NAB2,P4HA1,PER2,TBC1D8	 
TP63	 	transcription regulator	Inhibited	-2.588	4.77E-03	2.42E-02	CDKN1A,DDIT4,FGFR2,FOXA2,HES1,Pmaip1,SLC2A3,SLC41A2,ULK2	33 (3)
F630028O10Rik	 	other	 	 	4.95E-03	2.44E-02	CXCL2,IL1B,TNF	 
ANKRD17	 	other	 	 	4.95E-03	2.44E-02	ACP3,ARID5A,SOCS3	 
BPIFA1	 	other	 	 	4.95E-03	2.44E-02	CXCL2,CXCL3,IL1B	 
PARP14	 	enzyme	 	 	4.95E-03	2.44E-02	ID3,Mx2,PIM1	 
MAPK13	 	kinase	 	 	4.95E-03	2.44E-02	IL1B,MAP3K8,TNF	44 (8)
CBLB	 	enzyme	 	 	4.95E-03	2.44E-02	DDIT3,HMOX1,TNF	112 (9)
TRPM2	 	ion channel	 	 	4.95E-03	2.44E-02	CXCL3,IL1B,TNF	122 (15)
TGIF1	-0.817	transcription regulator	 	 	4.95E-03	2.44E-02	CXCL2,CXCL3,IL1B	 
PDK2	 	kinase	 	 	4.95E-03	2.44E-02	Chil3/Chil4,IL1B,TNF	50 (5)
mir-135	 	microRNA	 	 	4.95E-03	2.44E-02	Cxcl11,IL1B,KLF4	 
CXCR4	 	G-protein coupled receptor	 	 	4.95E-03	2.44E-02	ID1,JUNB,ZBTB16	 
ACVRL1	 	kinase	 	 	4.95E-03	2.44E-02	ID1,PLAUR,SERPINE1	 
Igkv1-117	 	other	 	 	4.95E-03	2.44E-02	CDKN1A,JUNB,MYC	113 (8)
TLR6	 	transmembrane receptor	 	 	4.95E-03	2.44E-02	ATF3,IL1B,TNF	143 (15)
ID3	2.316	transcription regulator	 	1.633	4.99E-03	2.45E-02	BCL3,BCL6,CD83,CEBPB,DUSP1,ETS2,IKZF4,INHBB,ITGB3,LEPR,MYC,PIK3R1,SOCS3,ZBTB16	 
SAMSN1	 	other	Activated	2.333	5.14E-03	2.52E-02	ARID5A,CCL3L3,CITED2,Cxcl11,CXCL2,Mx2,NFKBIZ,SOCS3,TNF	90 (9)
CARD9	 	other	 	1.945	5.18E-03	2.52E-02	CXCL2,CXCL3,IL1A,IL1B,TNF	168 (17)
SLC22A5	0.905	transporter	 	-0.447	5.18E-03	2.52E-02	ACADL,CDKN1A,HADHB,JUNB,TNF	 
KITLG	 	growth factor	 	1.996	5.18E-03	2.52E-02	CD14,IL1A,IL1B,PIM1,TNF	146 (16)
CPT1B	 	enzyme	 	-0.392	5.27E-03	2.56E-02	ACADL,ANGPTL4,ATP2A2,FH,GCK,IRS2,MGLL,NDUFS6,NFKBIA,PIK3R1,PPP1R3B,PTPRF,PYGL,SLC27A1,SOCS3,SREBF1	 
AKT1	 	kinase	 	-0.946	5.29E-03	2.56E-02	CDKN1A,GCLC,GSTA5,HMOX1,IRS2,KLF15	116 (7)
HDAC3	 	transcription regulator	 	 	5.29E-03	2.56E-02	CDKN1A,CXCL2,ELOVL5,IL1B,NFKBIA,TNF	89 (6)
IRF8	 	transcription regulator	 	-0.730	5.38E-03	2.60E-02	BCL6,BCOR,Ccl9,CDKN1A,KLF4,MYC,Pmaip1,TNF	103 (14)
CCR2	 	G-protein coupled receptor	 	0.470	5.44E-03	2.62E-02	CCL3L3,Ccl9,Chil3/Chil4,CXCL2,CXCL3,IL1A,IL1B,P4HA1,TNF,TXLNA	121 (16)
TLR7	 	transmembrane receptor	 	1.702	5.51E-03	2.65E-02	ATF3,CEBPB,CXCL2,CXCL3,ETS2,GPR17,JUNB,NFKBIA,SLC12A3,TNF,TNFAIP3	137 (15)
LGR5	 	transmembrane receptor	 	0.000	5.56E-03	2.66E-02	CYP1A2,LHPP,SLC13A3,SLC16A10	 
TLR5	 	transmembrane receptor	 	1.961	5.56E-03	2.66E-02	CXCL2,CXCL3,IL1A,TNF	131 (13)
MMP11	 	peptidase	 	1.000	5.56E-03	2.66E-02	HSPE1,IGFBP1,LDHA,XBP1	 
Vegf	 	group	 	-1.463	5.85E-03	2.78E-02	Acot1,ACOT2,Akr1c14,CLDN1,EHHADH,INHBB,LRAT,SLC27A1	 
PTGS2	 	enzyme	 	0.066	5.85E-03	2.78E-02	CCL3L3,CXCL3,DUSP1,IL1B,KDR,NOS3,PTGER2,TNF	142 (16)
LGALS3	 	other	 	0.092	5.92E-03	2.81E-02	CCL3L3,CEBPB,Chil3/Chil4,PNPLA2,SOCS3,TNF	91 (12)
LYN	 	kinase	 	-1.411	6.41E-03	3.04E-02	ATP2A2,CCL3L3,Ccl9,IL1A,IL1B,STAT5B,TNF	130 (13)
GNAS	 	enzyme	 	0.816	6.60E-03	3.05E-02	ADAMTS1,ARL4D,ATF3,CXCL2,G6PC,KLF4	 
OGT	 	enzyme	 	-1.727	6.60E-03	3.05E-02	ACLY,CXCL2,CXCL3,IL1B,RGS16,TNF	89 (7)
Mapk	 	group	 	 	6.62E-03	3.05E-02	CDKN1A,PER2,TNF	 
CLEC10A	 	other	 	 	6.62E-03	3.05E-02	CXCL2,IL1B,TNF	 
MBOAT7	 	enzyme	 	 	6.62E-03	3.05E-02	ACLY,ACSS2,HMGCS1	 
Traj18	 	other	 	 	6.62E-03	3.05E-02	CXCL2,CXCL3,TNF	94 (13)
IL17RD	 	other	 	 	6.62E-03	3.05E-02	CXCL3,IL1B,Retnlg	 
SUMO1	 	enzyme	 	 	6.62E-03	3.05E-02	ABCB11,CIDEC,NR0B2	14 (2)
VASP	 	other	 	 	6.62E-03	3.05E-02	Chil3/Chil4,IL1B,TNF	89 (5)
MAPK12	 	kinase	 	 	6.62E-03	3.05E-02	IL1B,MAP3K8,TNF	41 (5)
STIM1	 	ion channel	 	 	6.62E-03	3.05E-02	GCLC,HMOX1,TNF	50 (3)
ODC1	0.651	enzyme	 	 	6.62E-03	3.05E-02	IL1B,SERPINE1,TNF	 
Ncoa6	 	transcription regulator	 	 	6.62E-03	3.05E-02	CYP7A1,SERPINE1,SREBF1	 
ST8SIA1	 	enzyme	 	 	6.62E-03	3.05E-02	IL1A,IL1B,TNF	51 (4)
ALDH2	 	enzyme	 	1.982	6.68E-03	3.06E-02	GCLC,Gsta4,GSTA5,SLC1A4	 
FCGR2A	 	transmembrane receptor	 	1.964	6.68E-03	3.06E-02	CXCL2,CXCL3,IL1B,TNF	79 (10)
SRSF2	 	transcription regulator	 	-1.000	6.68E-03	3.06E-02	DDIT3,FOXA2,HSD3B7,SREBF1	 
IL10RA	 	transmembrane receptor	Inhibited	-2.297	6.84E-03	3.13E-02	ACSS2,Akr1c14,Cd24a,CELA1,CYP2C18,DDIT4,GSAP,Gsta4,GSTM2,Gstm3,Gstm6,HCAR2,HSPA8,IL1A,IL1B,NXPE2,OCLN,PYGL,SELENBP1,SULT1C2	 
PDX1	 	transcription regulator	 	 	7.37E-03	3.36E-02	ARL4D,CRELD2,GCK,IRS2,KLF10,MPHOSPH10,Pmaip1,TRIB3,TXNIP	 
IL6	 	cytokine	 	1.818	7.38E-03	3.36E-02	ABCB11,BCL6,CCL3L3,Chil3/Chil4,CXCL2,CXCL3,CYP2C8,ID1,ID2,JUNB,MYC,Slco1a1,SOCS3,TNF	100 (13)
TNFSF12	 	cytokine	 	1.294	7.41E-03	3.36E-02	CCL3L3,Ccl9,Cxcl11,CXCL2,CXCL3,IL1B,KLF15,NFKBIA	123 (13)
TNFSF11	 	cytokine	 	-0.749	7.74E-03	3.36E-02	CDKN1A,ITGB3,NFKBIA,SH3PXD2A,TNF	147 (15)
HTR7	 	G-protein coupled receptor	 	 	7.77E-03	3.36E-02	IL1B,TNF	 
Carlr	 	other	 	 	7.77E-03	3.36E-02	IL1A,IL1B	 
USE1	 	other	 	 	7.77E-03	3.36E-02	DDIT3,XBP1	 
SPATA2	 	other	 	 	7.77E-03	3.36E-02	IL1B,TNF	88 (12)
RNF152	-1.040	enzyme	 	 	7.77E-03	3.36E-02	IL1B,TNF	 
MCOLN2	 	ion channel	 	 	7.77E-03	3.36E-02	CCL3L3,CXCL3	 
FLT4	 	transmembrane receptor	 	 	7.77E-03	3.36E-02	IL1B,TNF	 
PARG	 	enzyme	 	 	7.77E-03	3.36E-02	IL1B,TNF	 
TFDP1	 	transcription regulator	 	 	7.77E-03	3.36E-02	CASP3,CASP7	 
MUC2	 	other	 	 	7.77E-03	3.36E-02	IL1B,TNF	 
SUMO2	 	enzyme	 	 	7.77E-03	3.36E-02	ABCB11,NR0B2	 
FGA	 	other	 	 	7.77E-03	3.36E-02	IL1B,TNF	 
GNAI3	 	enzyme	 	 	7.77E-03	3.36E-02	CCL3L3,TNF	 
EIF2AK1	 	kinase	 	 	7.77E-03	3.36E-02	IL1B,TNF	 
PPM1L	 	phosphatase	 	 	7.77E-03	3.36E-02	IL1B,TNF	 
SLC22A1	 	transporter	 	 	7.77E-03	3.36E-02	CPT1A,SLC22A5	 
TRHR	 	G-protein coupled receptor	 	 	7.77E-03	3.36E-02	LEPR,SOCS3	54 (4)
CDK6	 	kinase	 	 	7.77E-03	3.36E-02	NFKBIZ,SOCS3	50 (6)
TNFAIP8	 	other	 	 	7.77E-03	3.36E-02	CXCL3,IL1B	 
HNRNPU	 	transporter	 	 	7.77E-03	3.36E-02	IL1B,TNF	 
ELK3	 	transcription regulator	 	 	7.77E-03	3.36E-02	HMOX1,SERPINE1	 
BAG1	 	other	 	 	7.77E-03	3.36E-02	FKBP5,Hspa1b	 
TWSG1	 	other	 	 	7.77E-03	3.36E-02	BCL6,ID2	 
HDAC8	 	transcription regulator	 	 	7.77E-03	3.36E-02	CDKN1A,Pmaip1	 
RRM2B	 	enzyme	 	 	7.77E-03	3.36E-02	CDKN1A,Pmaip1	 
CGAS	 	enzyme	 	1.982	7.92E-03	3.39E-02	CDKN1A,IL1B,Mx2,TNF	13 (3)
MGP	 	other	 	-1.000	7.92E-03	3.39E-02	CELA1,FOXA3,GATA4,HNF4A	 
GNAI2	 	enzyme	 	1.000	7.92E-03	3.39E-02	BHLHE40,CCL3L3,CXCL3,TNF	128 (15)
NLRP12	0.716	other	Inhibited	-2.000	7.92E-03	3.39E-02	BCL3,CXCL2,IL1B,TNF	115 (11)
ESRRB	 	transcription regulator	 	0.000	7.92E-03	3.39E-02	Hspa1b,NPHS1,PFKFB2,SLC6A6	 
NLRX1	-0.772	other	 	-0.928	8.13E-03	3.47E-02	IL1A,IL1B,NFKBIA,PIK3R1,TNF,TNFAIP3	107 (9)
PPIF	 	enzyme	 	1.667	8.44E-03	3.57E-02	ACKR4,Ccl9,CITED2,Cxcl11,CXCL2,CXCL3,INHBB,RGS3,TNF	 
ARV1	 	transporter	 	 	8.59E-03	3.57E-02	CYP7A1,NR0B2,SREBF1	 
NELFB	 	other	 	 	8.59E-03	3.57E-02	ATF3,CDKN1A,GADD45A	 
MBTPS1	 	peptidase	 	 	8.59E-03	3.57E-02	FDFT1,FDPS,SREBF1	6 (2)
PSMB8	 	peptidase	 	 	8.59E-03	3.57E-02	IL1A,NFKBIA,TNFAIP3	88 (6)
mir-146	 	microRNA	 	 	8.59E-03	3.57E-02	IL1B,MYC,TNF	134 (13)
BGN	 	other	 	 	8.59E-03	3.57E-02	CCN4,IL1B,TNF	13 (3)
RPS6KA4	 	kinase	 	 	8.59E-03	3.57E-02	DUSP1,JUNB,TNF	115 (14)
CARM1	 	transcription regulator	 	 	8.59E-03	3.57E-02	CDKN1A,CXCL3,GADD45A	 
RIPK3	 	kinase	 	 	8.59E-03	3.57E-02	IL1A,IL1B,TNF	51 (10)
MOGAT1	 	enzyme	 	 	8.59E-03	3.57E-02	ACADL,ANGPTL4,CPT1A	61 (2)
PLAT	 	peptidase	 	 	8.59E-03	3.57E-02	IL1B,SERPINE1,TNF	58 (11)
SSTR2	 	G-protein coupled receptor	 	 	8.59E-03	3.57E-02	G6PC,GCK,PYGL	 
GAB1	 	other	 	 	8.59E-03	3.57E-02	CASP3,Chil3/Chil4,IL1B	 
ZIC3	 	transcription regulator	 	 	8.59E-03	3.57E-02	FOXA2,GATA4,GATA6	 
FSHR	 	G-protein coupled receptor	 	1.131	8.76E-03	3.62E-02	G6PC,GATA4,HSD3B1,INHBB,PDGFA	 
CITED2	-0.842	transcription regulator	 	-0.440	8.76E-03	3.62E-02	ANGPTL4,Chil3/Chil4,GATA6,IL1A,IL1B	 
PAK2	 	kinase	 	-0.447	8.76E-03	3.62E-02	DUSP1,GADD45A,ID1,ID3,PLAUR	 
IL11RA	 	transmembrane receptor	 	 	8.98E-03	3.71E-02	CCL3L3,CXCL3,JUNB,MYC,PIM1,SOCS3	76 (7)
HOXA10	 	transcription regulator	 	-1.667	9.02E-03	3.71E-02	CA3,ID1,KLF10,LEPR,PEG3,PIK3R1,SLC27A1,THBD,YWHAG	 
SMAD4	 	transcription regulator	 	-0.256	9.28E-03	3.81E-02	CDKN1A,HSD3B1,ID2,IL1B,KLF15,MYC,NFKBIA,TNF	122 (12)
DNMT3B	 	enzyme	 	0.563	9.28E-03	3.81E-02	ATP2A2,BIK,CDKN1A,DDIT3,KDR,PSEN2,RCAN1,RGS16	 
FAM3B	 	cytokine	 	 	9.32E-03	3.82E-02	CCN4,CDKN1A,IER3,LDHA	 
BSCL2	 	other	 	 	9.87E-03	4.01E-02	CIDEC,GCK,IER3,MGLL,PNPLA2,PYGL,SUCNR1	 
IL27RA	 	transmembrane receptor	 	-1.452	9.87E-03	4.01E-02	BCL6,Cxcl11,IL1B,SOCS3,TNF	125 (16)
C5	 	cytokine	Inhibited	-2.000	9.87E-03	4.01E-02	CCL3L3,CXCL2,IL1A,IL1B,TNF	76 (12)
XBP1	0.920	transcription regulator	 	-0.022	9.89E-03	4.01E-02	CXCL2,CYP1A2,DDIT3,HMOX1,SLC38A2,TNF	165 (14)
CCN2	 	growth factor	Activated	2.433	9.89E-03	4.01E-02	ADAMTS1,FLNB,HES1,MYC,P4HA1,SERPINE1	 
SMYD1	 	transcription regulator	 	 	9.89E-03	4.01E-02	ACADL,FH,IDH3A,PYGL,TKT,UBC	 
KDM1A	 	enzyme	 	0.896	1.03E-02	4.16E-02	APOBEC1,ATF3,BCL3,CCL3L3,CDA,CDKN1A,HMOX1,Mx2,NOS3,PTGR1,STEAP3,TGIF1	 
SIRT1	 	transcription regulator	 	0.810	1.04E-02	4.19E-02	CD83,CEBPB,CELA1,CPT1A,DDIT3,G6PC,GADD45A,GATA4,GCK,Hsd3b4 (includes others),IL1B,MVK,MYC,Pmaip1,POLR1A,RGS16,SHANK2,TBC1D8,THBD,TNF	 
Histone h4	 	group	 	 	1.07E-02	4.30E-02	HES1,IL1A,IL1B,SHANK2,SOCS3,SREBF1,TNF	 
TSC1	 	other	 	-1.877	1.07E-02	4.30E-02	CYP1A2,DDIT3,HMOX1,IRS2,LHPP,SREBF1,TNF	 
THRAP3	 	transcription regulator	 	 	1.09E-02	4.30E-02	CA3,Cd24a,TXNIP	 
TNFAIP8L2	 	other	 	 	1.09E-02	4.30E-02	CXCL2,IL1B,TNF	 
ITGA5	 	transmembrane receptor	 	 	1.09E-02	4.30E-02	CEBPB,IL1B,TNF	 
CXCL12	 	cytokine	 	 	1.09E-02	4.30E-02	ID1,JUNB,ZBTB16	 
KIF3A	 	enzyme	 	 	1.09E-02	4.30E-02	CDKN1A,HMGCS1,MYC	 
B4GALNT1	 	enzyme	 	 	1.09E-02	4.30E-02	IL1A,IL1B,TNF	 
CLU	 	other	 	 	1.09E-02	4.30E-02	IL1B,NFKBIA,TNF	 
CYP51A1	 	enzyme	 	 	1.09E-02	4.30E-02	LSS,NSDHL,SC5D	 
LPIN1	 	phosphatase	 	 	1.09E-02	4.30E-02	CPT1A,FDPS,IL1B,TNF	 
CLDN6	 	other	 	 	1.09E-02	4.30E-02	CLDN1,CLDN14,ERN1,KLF4	 
DGCR8	 	enzyme	 	-1.408	1.09E-02	4.30E-02	CNP,ERBB3,HES1,ID2,MYC,PDCD4	 
ATF3	1.988	transcription regulator	 	-0.625	1.11E-02	4.36E-02	CD83,CDKN1A,G6PC,NFKBIZ,TNF	 
DDIT3	1.837	transcription regulator	 	1.406	1.11E-02	4.36E-02	ATF3,DDIT3,IL1B,TRIB3,XBP1	 
CAV1	 	transmembrane receptor	 	1.188	1.16E-02	4.56E-02	ADAMTS4,CDKN1A,FOXA1,HSPA8,ID1,INHBB,SERPINE1,SLC20A1,SLC2A3	 
NFKB1	 	transcription regulator	 	1.226	1.16E-02	4.56E-02	CCL3L3,Chil3/Chil4,CXCL3,GADD45A,HMOX1,IL1B,MAP3K8,MYC,TNF	 
CTNNB1	 	transcription regulator	 	0.225	1.19E-02	4.65E-02	ACAA1,ACADL,ACAT2,BHLHE40,CA3,CDKN1A,CER1,CIDEC,CYP1A1,CYP1A2,CYP4F12,FOXA2,FZD7,G6PC,GCK,HES1,HMGCS1,Hsd3b4 (includes others),ID2,IL1B,KDR,LIMD2,MYC,NUDT7,Slco1a1,SRFBP1	 
MEN1	 	transcription regulator	 	0.391	1.24E-02	4.68E-02	CDKN1A,FKBP5,IL1B,INHBB,IRS2	 
MMP2	 	peptidase	 	 	1.24E-02	4.68E-02	ABCG5,ABCG8,CEBPB,IL1B,TNF	 
MED13	 	transcription regulator	 	1.000	1.24E-02	4.68E-02	CIDEC,G6PC,PYGL,Sik1,TKT	 
UCP1	 	transporter	 	0.577	1.25E-02	4.68E-02	ACOT2,CASP3,Cd24a,DDIT3,ERN1,GADD45A,IL1B,MYC,ODC1,TNF,TRIB3,UBC	 
RPSA	 	translation regulator	 	-1.964	1.26E-02	4.68E-02	CXCL3,IL1A,IL1B,TNF	 
LPL	 	enzyme	 	 	1.26E-02	4.68E-02	CPT1A,IRS2,PNPLA2,SLC27A1	 
ADA	 	enzyme	 	-1.964	1.26E-02	4.68E-02	CXCL2,CXCL3,SERPINE1,TNF	 
LTB4R	 	G-protein coupled receptor	 	1.000	1.26E-02	4.68E-02	CCL3L3,CXCL3,SREBF1,TNF	 
MYCN	 	transcription regulator	 	-1.997	1.26E-02	4.68E-02	FGFR2,FOXA2,GATA4,GATA6	 
EIF2AK2	 	kinase	 	1.698	1.26E-02	4.68E-02	DDIT3,Hspa1b,IL1B,MYC	 
TPPP2	 	other	 	 	1.26E-02	4.68E-02	CDKN1A,RCAN1	 
HCAR2	2.888	G-protein coupled receptor	 	 	1.26E-02	4.68E-02	IL1B,TNF	 
SLC22A2	 	transporter	 	 	1.26E-02	4.68E-02	CPT1A,SLC22A5	 
GATM	 	enzyme	 	 	1.26E-02	4.68E-02	CXCL3,TNF	 
SELL	 	transmembrane receptor	 	 	1.26E-02	4.68E-02	IL1B,TNF	 
PSMB9	 	peptidase	 	 	1.26E-02	4.68E-02	NFKBIA,TNFAIP3	 
CDK9	 	kinase	 	 	1.26E-02	4.68E-02	ALAS1,DDIT3	 
MC3R	 	G-protein coupled receptor	 	 	1.26E-02	4.68E-02	HMOX1,TNF	 
HSD11B2	 	enzyme	 	 	1.26E-02	4.68E-02	ATP2A2,SLC12A3	 
CASP4	 	peptidase	 	 	1.26E-02	4.68E-02	IL1A,IL1B	 
PDE3A	 	enzyme	 	 	1.26E-02	4.68E-02	CDKN1A,DUSP1	 
FGG	 	other	 	 	1.26E-02	4.68E-02	IL1B,TNF	 
GAS5	 	other	 	 	1.26E-02	4.68E-02	IL1B,TNF	 
Nisch	 	other	 	 	1.26E-02	4.68E-02	G6PC,SREBF1	 
Orm1 (includes others)	 	other	 	 	1.26E-02	4.68E-02	IL1B,TNF	 
FANCD2	 	other	 	 	1.26E-02	4.68E-02	ABCG5,SREBF1	 
GNAI1	 	enzyme	 	 	1.26E-02	4.68E-02	G6PC,TNF	 
SELP	 	transmembrane receptor	 	 	1.26E-02	4.68E-02	CCL3L3,IL1B	 
STK38	 	kinase	 	 	1.26E-02	4.68E-02	CXCL2,CXCL3	 
ACOD1	 	enzyme	 	 	1.26E-02	4.68E-02	TNF,TNFAIP3	 
GTF2I	 	transcription regulator	 	 	1.26E-02	4.68E-02	CDKN1A,MYC	 
NFKBIE	 	transcription regulator	 	 	1.26E-02	4.68E-02	CXCL3,TNF	 
PPP1R15A	 	other	 	 	1.26E-02	4.68E-02	DDIT3,TNF	 
cytokine	 	group	 	 	1.26E-02	4.68E-02	BCL3,BMF	 
CCND1	 	transcription regulator	 	 	1.30E-02	4.82E-02	CDKN1A,EPHA2,HSPA8,ID1,ID3,TIAM1	 
TRAF3IP3	 	other	 	 	1.34E-02	4.89E-02	IL1B,MYC,TNF	 
KDM6B	0.856	enzyme	 	 	1.34E-02	4.89E-02	CCL3L3,Ccl9,Cxcl11	 
ELOVL5	1.162	enzyme	 	 	1.34E-02	4.89E-02	ABCG8,ACADL,EHHADH	 
PRF1	 	transporter	 	 	1.34E-02	4.89E-02	CCL3L3,IL1B,TNF	 
TNFRSF18	 	transmembrane receptor	 	 	1.34E-02	4.89E-02	CCL3L3,CXCL3,TNF	 
ATF6	 	transcription regulator	 	 	1.34E-02	4.89E-02	CEBPB,CPT1A,DDIT3	 
PTPRE	 	phosphatase	 	 	1.34E-02	4.89E-02	ACP3,CXCL2,CXCL3	 
SPHK1	 	kinase	 	 	1.34E-02	4.89E-02	CDKN1A,SOCS3,TNF	 
RPS6KA5	 	kinase	 	 	1.34E-02	4.89E-02	DUSP1,JUNB,TNF	 
DGAT1	 	enzyme	 	 	1.34E-02	4.89E-02	CPT1A,DDIT3,PNPLA2	 
PDK4	 	kinase	 	 	1.34E-02	4.89E-02	Chil3/Chil4,IL1B,TNF	 
LCN2	 	transporter	 	1.717	1.35E-02	4.90E-02	CCL3L3,Chil3/Chil4,CXCL2,CXCL3,IL1A,IL1B,TNF	 
MLXIPL	 	transcription regulator	Inhibited	-2.242	1.41E-02	5.09E-02	ACLY,ACSS2,CIDEC,CPT1A,G6PC,PNPLA2,PYGL,RGS16,SREBF1,TKT,TXNIP	 
IL10	 	cytokine	 	-1.014	1.42E-02	5.14E-02	BCL3,CCL3L3,Ccl9,CD14,Cd24a,CDKN1A,Chil3/Chil4,CXCL2,CXCL3,HMOX1,IL1A,IL1B,SOCS3,TNF	 
FOXA3	1.386	transcription regulator	 	 	1.44E-02	5.16E-02	CPT1A,FOXA1,FOXA2,SLC27A1	 
NRF1	 	transcription regulator	 	0.000	1.44E-02	5.16E-02	ATP1B1,GCLC,HMOX1,Pmaip1	 
LRP6	 	transmembrane receptor	 	-1.959	1.44E-02	5.16E-02	G6PC,IL1B,LEPR,TNF	 
Trp53cor1	 	other	 	1.997	1.44E-02	5.16E-02	CDKN1A,FOXA2,IL1B,Pmaip1	 
WNT5A	 	cytokine	 	 	1.44E-02	5.16E-02	CD14,IL1B,SH3PXD2A,TNF	 
PLK2	 	kinase	 	0.000	1.44E-02	5.16E-02	CITED2,Cxcl11,IL1B,Mx2	 
PTGES	 	enzyme	 	0.686	1.44E-02	5.16E-02	G6PC,NOS3,SERPINE1,TNF	 
PTGER4	 	G-protein coupled receptor	 	-1.264	1.48E-02	5.28E-02	ADAMTS4,ARRDC3,CCL3L3,CITED2,HCAR2,IL1B,LHFPL2,Mx2,PDCD4,SLC13A3,TNF	 
MTORC1	 	complex	 	0.447	1.53E-02	5.44E-02	FDPS,KLF4,LDHA,SIRT4,TNF	 
PRKCD	 	kinase	 	0.818	1.53E-02	5.44E-02	CDKN1A,CEBPB,IL1B,NR0B2,TNF	 
SASH1	 	other	 	1.134	1.56E-02	5.55E-02	ACP3,ARID5A,CITED2,Cxcl11,Mx2,NFKBIZ,TNF	 
ADORA2A	 	G-protein coupled receptor	 	0.798	1.56E-02	5.55E-02	ATP2A2,Cd24a,CXCL2,DUSP1,HMOX1,KIF5A,OCLN,PEG3,TNF	 
MYC	2.207	transcription regulator	 	0.763	1.61E-02	5.71E-02	ALDOA,CDKN1A,CIDEC,CNP,FOXA2,GATA4,GATA6,LDHA,MYC,ODC1,PPAT,RCAN1,SERPINE1,SLC2A3,SREBF1,TFRC,TIAM1	 
GNA12	 	enzyme	 	 	1.64E-02	5.76E-02	GCLC,Gsta4,GSTA5	 
PEBP1	 	other	 	 	1.64E-02	5.76E-02	CXCL2,CXCL3,TNF	 
mir-10	 	microRNA	 	 	1.64E-02	5.76E-02	BMF,IL1B,TNF	 
RGS1	 	enzyme	 	 	1.64E-02	5.76E-02	CCL3L3,CITED2,CXCL2	 
FOXA2	1.891	transcription regulator	 	0.711	1.64E-02	5.76E-02	Akr1c14,CA3,CER1,CPT1A,CYP26A1,DCT,FOXA1,FOXA2,GCK,HNF4A,PIM1,SH3PXD2A	 
CHRNA7	 	transmembrane receptor	 	-1.974	1.64E-02	5.76E-02	CXCL2,CXCL3,IL1B,TNF	 
PLK4	 	kinase	 	0.000	1.64E-02	5.76E-02	CITED2,Cxcl11,IL1B,Mx2	 
NR4A1	 	ligand-dependent nuclear receptor	 	-1.000	1.67E-02	5.84E-02	ACLY,DDIT3,G0S2,G6PC,GCK,HMOX1,IDH3A,IKZF4,IL1B,NDUFS6,SERPINE1,SREBF1,TALDO1,TNF	 
ABCB6	 	transporter	 	-0.970	1.69E-02	5.89E-02	CYP1A1,CYP1A2,CYP2R1,CYP4A11,CYP4B1	 
TEAD4	 	transcription regulator	 	 	1.69E-02	5.89E-02	CIDEC,FGFR2,JUNB,RCAN1,SLC2A3	 
EGR3	 	transcription regulator	 	0.284	1.69E-02	5.89E-02	BCL6,BHLHE40,ID3,INHBB,MYC	 
PSEN1	 	peptidase	 	-0.590	1.79E-02	6.18E-02	ATP2A2,CASP3,DUSP1,EXTL2,HES1,IMPACT,PIK3R1,PTPRF,SLC38A2,SNAPC3,UBC	 
DYSF	 	other	 	 	1.81E-02	6.18E-02	ACLY,CD83,DNAJB1,HSPA1A/HSPA1B,HSPB1,IDH3A,SREBF1,TMEM50B	 
CYP3A	 	group	 	 	1.85E-02	6.18E-02	CYP7A1,HMGCS1	 
PDCD10	 	other	 	 	1.85E-02	6.18E-02	KLF4,THBD	 
CLEC6A	 	transmembrane receptor	 	 	1.85E-02	6.18E-02	IL1B,TNF	 
MARCHF2	 	enzyme	 	 	1.85E-02	6.18E-02	IL1B,TNF	 
CLEC4D	 	other	 	 	1.85E-02	6.18E-02	IL1B,TNF	 
RGMB	 	other	 	 	1.85E-02	6.18E-02	CXCL2,CXCL3	 
ABCD2	 	transporter	 	 	1.85E-02	6.18E-02	IL1B,TNF	 
LBP	 	transporter	 	 	1.85E-02	6.18E-02	CXCL3,TNF	 
CHEK2	 	kinase	 	 	1.85E-02	6.18E-02	CDKN1A,Pmaip1	 
FSTL1	 	other	 	 	1.85E-02	6.18E-02	IL1B,NLRP3	 
PIAS4	 	transcription regulator	 	 	1.85E-02	6.18E-02	CXCL2,IL1B	 
NFYC	 	transcription regulator	 	 	1.85E-02	6.18E-02	FGFR2,G6PC	 
AKR1B1	 	enzyme	 	 	1.85E-02	6.18E-02	CDKN1A,CPT1A	 
INPPL1	 	phosphatase	 	 	1.85E-02	6.18E-02	G6PC,GCK	 
