© 2000-2021 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	B-H corrected p-value	Target Molecules in Dataset	Mechanistic Network
IKK (complex)	 	complex	 	 	 	5.12E-04	5.31E-03	CXCL10,IL1B,TNF	225 (13)
TOX	-1.034	transcription regulator	 	 	 	5.12E-04	5.31E-03	FOXO1,ID2,ZBTB7B	 
AKIRIN2	 	other	 	 	 	5.12E-04	5.31E-03	CCND1,CCND2,MYC	 
SFRP5	 	transmembrane receptor	 	 	 	5.12E-04	5.31E-03	Ccl2,IL1B,TNF	 
OLA1	 	enzyme	 	 	 	5.12E-04	5.31E-03	CCND1,CCNE1,CDKN1A	172 (5)
DACT3	 	other	 	 	 	5.12E-04	5.31E-03	AXIN2,CCND1,MYC	 
AGTRAP	 	G-protein coupled receptor	 	 	 	5.12E-04	5.31E-03	Ccl2,HMOX1,VEGFA	 
ERN2	 	kinase	 	 	 	5.12E-04	5.31E-03	HSPA5,ICAM1,MTHFR	 
RPSA	 	translation regulator	Inhibited	-2.795	bias	5.19E-04	5.31E-03	GBP4,Ifi47,IL1B,ISG15,RELB,STAT1,TAP1,TNF	243 (14)
SRC	 	kinase	 	-0.431	 	5.19E-04	5.31E-03	ABCA9,ABCG8,CCND1,CXCL10,DUSP1,FOS,MYC,SCARB1	307 (21)
ADAMTS12	 	peptidase	Inhibited	-2.804	bias	5.19E-04	5.31E-03	ACOD1,Chil3/Chil4,CXCL10,HPX,LCN2,MID1,S100A9,TNFAIP2	 
LTB4R	 	G-protein coupled receptor	Activated	2.828	 	5.19E-04	5.31E-03	Ccl2,CCL3L3,LDLR,MRC1,PTPN1,SREBF1,TNF,VEGFA	155 (11)
EIF4EBP2	 	translation regulator	 	-0.089	 	5.19E-04	5.31E-03	CEBPA,CEBPB,CEBPD,CEBPG,CXCL10,EGR1,IL1RN,NFIL3	136 (6)
Alpha catenin	 	group	Inhibited	-2.942	bias	5.37E-04	5.36E-03	ADAMTS4,BCL3,CXCL10,CXCL2,IGFBP1,IL1B,IRF1,ITGAM,NFKBIA,NFKBIZ,RELB,S100A9,SAA1,Saa3,SGK1,SOCS3,STEAP4,TGM2,TNF,TNFAIP2	76 (7)
TLR8	 	transmembrane receptor	 	1.977	 	5.38E-04	5.36E-03	Ccl2,CXCL2,IL1B,TNF	142 (7)
CLEC12A	 	other	 	1.982	bias	5.38E-04	5.36E-03	IFIT2,IFIT3,ISG15,USP18	102 (8)
F2R	 	G-protein coupled receptor	 	-1.131	bias	5.38E-04	5.36E-03	Ccl2,CCN2,EGR1,FOS	95 (7)
JARID2	 	transcription regulator	 	-1.948	 	5.38E-04	5.36E-03	CCND1,CCND2,CCNE1,CDKN1A	 
PIAS4	 	transcription regulator	 	-1.732	 	5.38E-04	5.36E-03	CXCL2,Cxcl9,IL1B,IRF1	138 (4)
PILRA	 	other	 	-0.577	 	5.38E-04	5.36E-03	Ccl2,CXCL2,IL1B,TNF	 
HDAC3	 	transcription regulator	 	1.961	 	5.40E-04	5.37E-03	CDKN1A,CXCL2,ELOVL6,FASN,ICAM1,IL1B,NFKBIA,PHLPP1,RELB,TNF,USP18	72 (7)
F630028O10Rik	 	other	Inhibited	-2.219	bias	5.84E-04	5.71E-03	Ccl2,CXCL2,IL1B,ITGAM,TNF	 
RNASEH2B	 	enzyme	 	 	 	5.84E-04	5.71E-03	CDKN1A,CXCL10,IFIT1B,IFIT3,ISG15	 
RNASEL	-0.565	enzyme	 	 	 	5.84E-04	5.71E-03	EIF2AK2,IFIT1B,IFIT2,IL1B,TNF	221 (12)
LCP2	 	other	 	 	 	5.84E-04	5.71E-03	ID3,ITGAM,NRP1,THPO,ZBTB16	 
MNT	0.894	transcription regulator	 	 	 	5.84E-04	5.71E-03	CAD,CCND2,E2F2,ODC1,TNF	 
MAP3K8	 	kinase	 	1.837	 	5.95E-04	5.79E-03	BMP1,Ccl2,CCR2,CEBPD,Cxcl11,CXCL2,DOK2,FSCN1,GPR146,IER3,IER5,IL1B,IRGM,KDM4A,LAD1,MARCO,PTGER2,RAB3A,RGS3,SOCS3,TNF,TXNIP,USP42	248 (14)
AHR	 	ligand-dependent nuclear receptor	 	-0.276	 	6.01E-04	5.83E-03	ARNT,CCNE1,CD14,CDK2,CDKN1A,CEBPA,CELA1,CERS6,CXCL10,DACT2,DHFR,ESR1,ESRRG,FOS,FZD7,GADD45A,HES1,HK2,IGFBP1,IL1B,INSIG2,ITGA6,KIT,KLF2,NFYB,NRG4,PCK1,PLXNA2,SAA1,Saa3,SERPINE1,SLC16A5,SOCS3,SREBF1,STAT3,STEAP4,TIPARP,TNF,TP53,UGCG,VEGFA	272 (20)
MYCL	-1.243	transcription regulator	Activated	3.500	bias	6.03E-04	5.83E-03	Alyref,FARSA,LARS1,MOCS3,NARS1,PUS1,Qars,SLC25A46,SNRPD1,SNU13,SSB,TOP1,UCK2,USP18,WDR75,YARS1	 
ID3	3.014	transcription regulator	 	0.671	 	6.11E-04	5.88E-03	BCL3,CCND2,CCNE1,CCNG2,CEBPB,CSF1,CSF2RB,CXCR4,DUSP1,DUSP10,E2F2,ETS2,FOXO1,Foxp1,ICAM1,IKZF4,IL6R,IRF8,MYC,PTPN3,RELB,RORA,SOCS3,TNFRSF1A,TNFSF10,TRAF3,ZBTB16	 
MEX3A	 	other	Activated	2.530	 	6.19E-04	5.93E-03	ABCA1,ABCG8,ANGPTL4,CCND1,FZD7,NRP1,PCK1,PDK4,PPARGC1A,TUBA1A	 
KLF11	 	transcription regulator	 	0.775	 	6.19E-04	5.93E-03	AKT1,CCL3L3,CCN2,CCR2,CEBPB,CXCR4,IL1B,INHBE,ITGB5,ITGB8,MYC,PCK1,SERPINE1,SMAD6,STAT1,TNF,VEGFA	 
PRMT5	 	enzyme	 	1.029	 	6.34E-04	6.03E-03	CCNE1,CEBPA,CYP8B1,FASN,G6PC,PPARGC1A,SREBF1	 
USP19	 	peptidase	Inhibited	-2.023	 	6.34E-04	6.03E-03	Ccl2,CXCL10,DDIT4,IL1B,KLF15,LCN2,TNF	76 (7)
PCSK9	 	peptidase	 	0.943	 	6.93E-04	6.56E-03	Ccl2,CYP8B1,ICAM1,IL1B,LDLR,TLR2	44 (3)
FCGR2B	 	transmembrane receptor	 	1.970	 	6.98E-04	6.57E-03	ACOD1,CXCL10,ICAM1,MARCKSL1,SLC2A6,SOCS3,TNF,VEGFA	198 (15)
SLC9A3	 	ion channel	 	 	 	6.98E-04	6.57E-03	CCND1,CELA1,Ifi47,Igtp,IRF8,Saa3,STAT1,Tgtp1/Tgtp2	135 (7)
LEP	 	growth factor	Activated	2.237	 	7.08E-04	6.64E-03	ACSL3,ANGPTL4,Ccl2,CCL3L3,CCND1,CDKN1A,CEL,Chil3/Chil4,CROT,CXCL10,ELOVL6,F3,FASN,FOS,G6PC,GCLC,HMGCR,ICAM1,IL1B,ITGAM,LBR,LDLR,LIPA,MLX,PPARGC1A,PTPN1,Saa3,SERPINE1,SOCS3,SREBF1,STAT3,STEAP4,THRSP,TNF,TP53,VEGFA	203 (16)
IL10RA	 	transmembrane receptor	Inhibited	-5.060	 	7.14E-04	6.67E-03	ACOD1,ADGRL2,Cd24a,CELA1,Cxcl9,DDIT4,ERO1A,F13A1,GBP2,GBP5,GBP6,HCAR2,Ifi47,IKBKE,IL1B,IL1RN,IRF1,IRGM,Irgm1,LCN2,LRG1,MLKL,NLRC5,OCLN,OGN,PCK1,PPARGC1A,RNF213,S1PR1,Saa3,Serpina3g (includes others),SLC2A6,SLC7A11,STARD8,STAT1,TAP1,TGM2,Tgtp1/Tgtp2,TLR2,ZBP1	153 (6)
JUN	 	transcription regulator	 	-0.311	 	7.31E-04	6.81E-03	APEX1,C3AR1,C5AR1,Ccl2,CCND1,CDKN1A,CXCL10,Cxcl9,GCLC,GJA1,IL1B,IRAK3,ITGAM,MYC,SF3B3,SOCS3,SRP19,SRSF2,STAT1,TNF,TP53	269 (15)
ERK	 	group	Activated	2.033	 	8.10E-04	7.53E-03	Ccl2,CCND1,CCNE1,CDKN1A,EGR1,HMOX1,IL1B,IRS1,MYC,NFKBIZ,TNF	230 (14)
BCL6	 	transcription regulator	Inhibited	-3.067	 	8.36E-04	7.74E-03	ADCY9,BCL3,Ccl2,CCL3L3,CCND2,CSF1,GABARAPL1,GABPB1,HERC6,IL13RA1,IL1B,IRF1,IRF8,LDLR,LPIN1,MRC1,RBM26,RNASEL,RWDD3,SLC39A8,STAT1,STAT3,TNF,TP53	252 (17)
THRA	-0.769	ligand-dependent nuclear receptor	 	0.263	 	8.45E-04	7.80E-03	ANGPTL4,ATF4,Ccl2,CCND1,CEBPA,CXCL10,Cxcl11,CXCL2,FOS,HMOX1,LDLR,THRSP,TNF,TP53	189 (12)
DUSP11	0.545	phosphatase	Inhibited	-2.621	bias	8.86E-04	8.12E-03	GBP6,IFIT1B,IFIT3,IL1B,ISG15,TNF,USP18	75 (7)
GDF9	 	growth factor	 	1.195	 	8.86E-04	8.12E-03	ID1,ID2,ID3,ITGA6,KIT,PTGER2,SMAD6	 
ZFP36	-1.052	transcription regulator	Inhibited	-2.597	bias	9.12E-04	8.32E-03	CCL3L3,CXCL2,ICAM1,IER3,IL1B,LCN2,PIM1,PNRC1,S100A9,TFRC,TLCD4,TNF,ZFP36	275 (16)
CD40	 	transmembrane receptor	Activated	2.022	 	9.13E-04	8.32E-03	AGTR1,ATF4,Ccl2,CCND1,CCND2,CXCL10,Cxcl9,HSP90B1,HSPA5,IL1B,ITGAM,MYC,PIM1,SYVN1,TNF,XBP1	235 (14)
NOD2	 	other	Activated	3.123	bias	9.83E-04	8.89E-03	ACOD1,CXCL10,CXCL2,ICAM1,IL1B,MARCKSL1,NFKB2,NFKBIA,SLC2A6,TANK,TNF	195 (12)
NR3C2	 	ligand-dependent nuclear receptor	 	1.837	bias	9.83E-04	8.89E-03	Ccl2,CCL3L3,CCN2,Chil3/Chil4,CXCR4,IL1B,LCN2,SERPINE1,SGK1,TGM2,TNF	110 (10)
LECT2	 	other	 	0.283	 	1.00E-03	8.97E-03	Ccl2,CCL3L3,CXCL10,IL1B,TNF	153 (11)
CCL3L3	3.467	cytokine	 	 	 	1.00E-03	8.97E-03	Ccl2,CXCL10,Cxcl9,IL1B,TNF	 
ST8SIA1	 	enzyme	 	-1.274	bias	1.00E-03	8.97E-03	C3AR1,C5AR1,EGFR,IL1B,TNF	91 (4)
SMARCA5	 	transcription regulator	 	-1.857	 	1.01E-03	9.01E-03	AEN,ALPK1,ATP8B4,CCND2,CDKN1A,CELSR1,ETS2,GBP6,Gvin1 (includes others),HES1,KIT,NLRC5,OSGIN1,PHLDA1,PLK2,RNF19B,RTP4,SNX10,Tgtp1/Tgtp2,TIFA,ZNF442	 
GAS2L3	 	other	 	-0.640	bias	1.03E-03	9.06E-03	CCND2,CDKN1A,PLK2,SAT1,TM4SF1,TP53	 
FKBP4	 	enzyme	 	-1.412	 	1.03E-03	9.06E-03	CEACAM1,FASN,G6PC,PDK4,SREBF1,TNF	 
EZR	 	other	 	0.115	 	1.03E-03	9.06E-03	ATF3,ATF4,DDIT4,GEMIN5,IL1B,TNF	180 (10)
ZBP1	1.936	other	 	1.633	bias	1.03E-03	9.06E-03	CCL3L3,CXCL10,IL1B,ISG15,NFKBIA,TNF	178 (6)
LAMA5	 	other	 	1.455	bias	1.03E-03	9.06E-03	Ccl2,CCL3L3,CXCL10,STAT1,TNF,TNFRSF1B	 
VCP	 	enzyme	 	 	 	1.03E-03	9.06E-03	Ccl2,LMNB1,NFKB2,SUN2,SYNE1,TMPO	 
NR1I3	 	ligand-dependent nuclear receptor	 	0.974	bias	1.04E-03	9.09E-03	APCS,CDKN1A,CYP8B1,FASN,G6PC,ICAM1,INSIG2,LRG1,MAFF,MYC,PCK1,SAT1,SREBF1,STEAP4,THRSP,TNFAIP2,TNFRSF1A	 
TNFSF11	 	cytokine	 	-1.335	 	1.10E-03	9.59E-03	CDKN1A,FOS,IRF8,ITGAM,MAFB,NFKBIA,RELB,SH3PXD2A,TNF	330 (21)
SCD	 	enzyme	 	1.026	 	1.14E-03	9.85E-03	ANGPTL4,Ccl2,CCL3L3,CXCL10,FASN,IFIT1B,IL1B,PDK4,PPARGC1A,PTPN1,SREBF1,TNF	231 (15)
TCF12	 	transcription regulator	 	-0.971	 	1.14E-03	9.85E-03	CCR2,CDKN1A,FOXO1,ID2,ID3,KLF2,LILRB4,LY6D,RORA,S1PR1,TLR1,ZBTB16	 
EIF2A	 	translation regulator	 	 	 	1.18E-03	9.85E-03	ATF4,ECD,HSPA5,IBTK	 
HUWE1	 	transcription regulator	 	-1.945	 	1.18E-03	9.85E-03	CCND2,CDKN1A,H2AX,MYC	178 (7)
PPP2CA	 	phosphatase	 	 	 	1.18E-03	9.85E-03	CDKN1A,Cxcl11,Cxcl9,TNF	277 (17)
miR-17-5p (and other miRNAs w/seed AAAGUGC)	 	mature microRNA	 	-1.980	bias	1.18E-03	9.85E-03	CCND1,CCND2,CCNE1,STAT3	 
miR-92a-3p (and other miRNAs w/seed AUUGCAC)	 	mature microRNA	 	-1.980	bias	1.18E-03	9.85E-03	CCND1,CCND2,CCNE1,TNF	202 (7)
IL1R2	 	transmembrane receptor	 	-1.103	 	1.18E-03	9.85E-03	CXCL2,ICAM1,IL1B,TNF	 
PER2	1.934	transcription regulator	 	-0.152	 	1.18E-03	9.85E-03	CCND1,CCNE1,PER1,PER3	 
ING4	 	transcription regulator	 	-1.000	 	1.18E-03	9.85E-03	Ccl2,CXCL10,NFKBIA,NFKBIB	139 (11)
DBI	 	other	Activated	2.000	bias	1.18E-03	9.85E-03	ELOVL6,FASN,HMGCR,LSS	18 (4)
ST14	 	peptidase	 	1.981	bias	1.18E-03	9.85E-03	CXCL2,ICAM1,IL1B,TNF	 
CCDC80	 	other	 	-1.000	 	1.18E-03	9.85E-03	AXIN2,CCND1,CEBPA,FZD7	 
GSK3B	 	kinase	Activated	2.377	 	1.18E-03	9.89E-03	BIRC2,Ccl2,CCND1,IFIT1B,IFIT2,IL1B,ISG15,LCN2,MYC,NFKBIZ,TNF	270 (17)
CASP1	 	peptidase	Activated	2.071	 	1.20E-03	9.99E-03	Ccl2,CXCL2,FASN,IL1B,MLKL,RIPK1,SREBF1,TNF	250 (14)
SOST	 	other	 	1.954	 	1.20E-03	9.99E-03	AXIN2,Ccl2,CCL3L3,CEBPA,FASN,IL1B,PPARGC1A,SREBF1	 
REL	 	transcription regulator	 	1.305	bias	1.23E-03	1.02E-02	ARFGAP3,BCL3,CCND1,CCND2,CDKN1A,CRKL,CXCL10,Cxcl9,DCLRE1B,DDX18,DHFR,ESR1,EVI5,ICAM1,IRF8,MYC,NAB2,NFE2,NFKB2,PARP14,PCBP4,PLK2,RELB,SLC22A15,STAT3,STAT5B,TNF	151 (4)
UCP1	 	transporter	 	-0.269	 	1.33E-03	1.10E-02	AARS1,AMD1,ATF4,BCKDHA,Cd24a,CEBPG,CXCL10,DDX58,ESRRG,GADD45A,IFIT1B,IFIT2,IFIT3,IL1B,MTHFD2,MYC,ODC1,OTUB2,PCK1,RNASEL,SLC41A1,SRM,STAP2,TNF	 
SPI1	 	transcription regulator	 	0.915	 	1.37E-03	1.13E-02	CCND1,CD14,CDC25A,CDKN1A,Cxcl9,DDX21,EVI5,FOXO1,Foxp1,IFIT1B,IL1B,IRAK3,ITGAM,KIT,LBR,MRC1,NOL6,Nolc1,SNU13,TLR2,TNF	161 (12)
NQO1	 	enzyme	 	0.923	 	1.38E-03	1.13E-02	BIRC2,C5AR1,CCND1,CCR2,CDKN1A,CEBPA,CXCR4,KIT,TP53	282 (17)
TFRC	1.694	transporter	Inhibited	-2.714	 	1.42E-03	1.16E-02	ATF3,ATF4,ATF6,DDIT4,ERO1A,HK2,HMOX1,HSPA5,SLC11A2,TP53,XBP1	 
IL11RA	 	transmembrane receptor	 	 	 	1.42E-03	1.16E-02	Ccl2,CCL3L3,CCNE1,FOS,ICAM1,MYC,PIM1,SAA1,SOCS3,STAT3,VEGFA	228 (10)
ICAM1	1.670	transmembrane receptor	 	1.406	 	1.49E-03	1.21E-02	CXCL2,ICAM1,IL1B,SREBF1,TNF,VEGFA	260 (15)
MAPKAPK3	 	kinase	 	1.000	 	1.49E-03	1.21E-02	CCL3L3,CXCL2,HSPA5,HSPB8,TNF,ZFP36	69 (7)
IL33	 	cytokine	 	1.761	 	1.53E-03	1.24E-02	ATP8B4,Ccl2,CCND1,Chil3/Chil4,CXCL2,FGR,FPR2,Gvin1 (includes others),HCK,IL1B,IL1RN,MSR1,RGS1,S100A9,SMAD6,TNF	269 (17)
SMAD4	 	transcription regulator	 	-1.368	 	1.54E-03	1.24E-02	Ccl2,CCND1,CCND2,CDKN1A,GJA1,ICAM1,ID2,IL1B,IRAK3,JAM2,KLF15,MYC,NFKBIA,SMAD6,TNF	228 (13)
TERC	 	other	 	 	 	1.55E-03	1.24E-02	ALAD,ARNTL,CDKN1A,CLEC4F,EGR1,HMGCR,Orm1 (includes others),THRA	 
TXNIP	-1.043	other	 	-0.335	 	1.55E-03	1.24E-02	CCND1,CDKN1A,CYP8B1,FASN,IL1B,PPARGC1A,THRSP,TXNIP	233 (10)
STAP2	0.666	other	 	1.406	 	1.60E-03	1.27E-02	APCS,CCR2,CXCL2,CXCR4,TNF	140 (4)
mir-146	 	microRNA	Inhibited	-2.114	bias	1.60E-03	1.27E-02	Ccl2,IL1B,MYC,MYD88,TNF	211 (15)
PLA2G4A	 	enzyme	 	1.109	bias	1.60E-03	1.27E-02	Ccl2,ICAM1,KRT18,MYC,TNF	146 (10)
MAS1	 	G-protein coupled receptor	 	-1.547	 	1.60E-03	1.27E-02	Ccl2,Chil3/Chil4,IL1B,MRC1,TNF	 
APC	 	enzyme	Inhibited	-2.532	 	1.62E-03	1.27E-02	AXIN2,CCND1,CCND2,CDKN1A,CXCL2,HES1,HK2,ID1,ID2,ID3,MYC,PDK2,PDK4,PRKCZ,TIGAR,TNF,TP53,VEGFA	238 (14)
CREBBP	 	transcription regulator	 	0.106	 	1.62E-03	1.27E-02	ARHGAP24,ARHGEF3,ATF6,CCND1,CCND2,CDKN1A,CEBPA,CLOCK,CXCR4,DHFR,DHRS3,DUSP1,EGR1,FNDC3B,FOS,GIMAP4,HDAC11,IFIT1B,ITGA6,KLF2,KLHL4,LIG4,NDRG1,NPAS2,PPARGC1A,RNASEL,Rnf125,RTP4,SLC7A11,SOCS3,STOM,TIPARP,TNF,USP18,WFS1,YPEL2	111 (5)
C1QA	 	other	Activated	2.428	 	1.62E-03	1.27E-02	C3AR1,C5AR1,Ccl2,CXCL10,LCN2,STAT3,TNF	 
KLF6	 	transcription regulator	 	1.178	 	1.62E-03	1.27E-02	Ccl2,CCL3L3,CDKN1A,Chil3/Chil4,IL1B,MRC1,TNF	 
RORC	 	ligand-dependent nuclear receptor	 	 	 	1.67E-03	1.31E-02	AQP8,ARNTL,CISH,Cyp3a25 (includes others),CYP8B1,ELOVL3,ELOVL6,G6PC,HMGCR,IGFBP1,IL1B,LCN2,LPIN2,LRTM1,PCK1,PPP1R3C,RORA,S100A9,SLC15A4,SLC41A2,SULF2	 
PIK3R1	 	kinase	Activated	2.374	 	1.69E-03	1.32E-02	ATF4,CCND2,CXCL10,F3,FOXO1,HMOX1,HSP90B1,HSPA5,IL1B,ISG15,MYC,TNF,TXNIP	243 (21)
RBL1	 	transcription regulator	 	 	 	1.71E-03	1.32E-02	CASP4,CCNE1,CDC25A,CDKN1A,DHFR,HES1,MYC,PPARGC1A,TNF	143 (7)
PIN1	 	enzyme	Activated	2.930	 	1.71E-03	1.32E-02	ATF4,ATF6,CCND1,DNAJB9,HES1,HSPA5,IL1B,PPARGC1A,XBP1	166 (10)
PPARD	 	ligand-dependent nuclear receptor	Inhibited	-2.166	 	1.73E-03	1.34E-02	ANGPTL4,C11orf86,Ccl2,CCL3L3,CCND1,CCND2,CLEC4F,FASN,ICAM1,IKBKE,IL1B,INHBE,Irgm1,LGALS4,LPIN2,MFSD2A,MYCL,PDE4C,PDK4,PER3,PPARGC1A,RABL6,ST3GAL5,STAT1,TNF,TP53	195 (15)
EGLN	 	group	Inhibited	-2.166	bias	1.74E-03	1.35E-02	A1BG,Ccl2,EFNA1,Hamp/Hamp2,IGFBP1,KLF2,LCN2,Orm1 (includes others),PPP1R3G,S100A9,SAA1,Serpina3g (includes others),SERPINE1,VEGFA	 
WNT3A	 	cytokine	 	0.811	 	1.86E-03	1.43E-02	AXIN2,CCL3L3,CCND2,CEBPA,ID1,IRS1,JAM2,KIT,MYC,TBX3,TNF,VEGFA	100 (7)
ISGF3	 	complex	 	 	 	1.93E-03	1.44E-02	IFIH1,IFIT2,TNFSF10	 
B3GNT2	 	enzyme	 	 	 	1.93E-03	1.44E-02	CD14,IL1B,TNF	207 (12)
IKBIP	 	other	 	 	 	1.93E-03	1.44E-02	CXCL2,NFKBIZ,TNF	185 (15)
RNF152	 	enzyme	 	 	 	1.93E-03	1.44E-02	CXCL10,IL1B,TNF	 
HDAC11	-0.481	transcription regulator	 	 	 	1.93E-03	1.44E-02	EIF2AK2,IL1B,ISG15	 
Cathepsin	 	group	 	 	 	1.93E-03	1.44E-02	CCND1,CCND2,CCNE1	 
EIF2AK1	 	kinase	 	 	 	1.93E-03	1.44E-02	Hamp/Hamp2,IL1B,TNF	 
LUM	 	other	 	 	 	1.93E-03	1.44E-02	CXCL2,IL1B,TNF	 
CCL22	 	cytokine	 	 	 	1.93E-03	1.44E-02	CCL3L3,CXCL2,TNF	 
RBP3	 	transporter	 	 	 	1.93E-03	1.44E-02	RIPK1,TNF,TNFRSF1A	 
F2RL3	 	G-protein coupled receptor	 	 	 	1.93E-03	1.44E-02	EGR1,FOS,TNF	95 (7)
PELI2	 	enzyme	 	 	 	1.93E-03	1.44E-02	CXCL2,IL1B,TNF	200 (13)
SCAP	-0.455	other	Activated	2.909	bias	1.99E-03	1.48E-02	AACS,ABCA1,ATF3,ELOVL6,FASN,Hamp/Hamp2,HMGCR,ID1,LDLR,LSS,MTHFD2,MVD,SCAP,SREBF1,THRSP	 
RNF31	0.663	enzyme	Inhibited	-2.121	bias	2.00E-03	1.48E-02	Ccl2,CCL3L3,CXCL10,CXCL13,CXCL2,Cxcl9,IL13RA1,IL1B,IL1RN,IL6R,TNF	231 (14)
SERPINE1	2.744	other	 	-1.265	 	2.00E-03	1.48E-02	CHKA,CXCL2,DBP,DUSP1,EGR1,FOS,IER3,MVP,PHLDA1,SPON2,ZFP36	 
GJA1	-0.803	transporter	Activated	2.449	 	2.08E-03	1.53E-02	CCND1,CDKN1A,FOXO1,GJB2,IL1B,TNF	184 (9)
IFI16	 	transcription regulator	 	1.671	 	2.08E-03	1.53E-02	CXCL10,DHFR,ID2,IL1B,ISG15,TNF	141 (14)
FDFT1	 	enzyme	 	-0.896	 	2.08E-03	1.53E-02	ABCA1,ABCG8,FASN,HMGCR,SCARB1,SREBF1	 
SQSTM1	 	transcription regulator	 	-0.326	 	2.09E-03	1.53E-02	CXCL10,Cxcl11,CXCL2,GCLC,HMOX1,IL1B,IRF1,NFKBIA,PLK2,TNF	251 (15)
TREM2	 	transmembrane receptor	 	-1.143	 	2.09E-03	1.53E-02	AXL,Ccl2,CCL3L3,CXCL2,IL1B,IRF8,LIPA,NFKBIA,SULF2,TNF	135 (9)
PRKD1	 	kinase	Activated	2.968	 	2.10E-03	1.53E-02	Ccl2,CCL3L3,CXCL10,Cxcl11,CXCL2,Cxcl9,IL1B,PPARGC1A,TNF	287 (19)
Ciap	 	group	Inhibited	-2.400	bias	2.13E-03	1.54E-02	Ccl2,CCL3L3,CCND1,CXCL2,IL1B,MYC,TNF	224 (11)
TNFAIP3	 	enzyme	Inhibited	-2.360	 	2.13E-03	1.54E-02	Ccl2,CSF1,ICAM1,IL1B,NFKBIA,TFRC,TNF	291 (17)
Cyp4a14	 	enzyme	Activated	2.000	bias	2.20E-03	1.56E-02	Ccl2,CXCL10,IL1B,TNF	 
GPR84	 	G-protein coupled receptor	Activated	2.000	bias	2.20E-03	1.56E-02	Ccl2,CCL3L3,IL1B,TNF	171 (7)
CYP2E1	 	enzyme	Activated	2.000	 	2.20E-03	1.56E-02	C3AR1,C5AR1,Ccl2,TNF	 
CD5L	 	transmembrane receptor	 	-1.732	 	2.20E-03	1.56E-02	Ccl2,IL1B,TLR2,TNF	120 (8)
miR-124-3p (and other miRNAs w/seed AAGGCAC)	 	mature microRNA	 	0.000	bias	2.20E-03	1.56E-02	Ccl2,EGR1,HDAC5,PTBP1	 
PLCE1	 	enzyme	 	1.964	bias	2.20E-03	1.56E-02	Ccl2,CCR2,CXCL2,TNF	157 (11)
USP4	 	peptidase	 	0.000	 	2.20E-03	1.56E-02	CXCR4,ID1,ID3,Nes	 
UBA7	 	enzyme	 	-1.236	 	2.20E-03	1.56E-02	DDX58,DHX58,ISG15,TNF	 
HSPD1	 	enzyme	 	1.969	bias	2.20E-03	1.56E-02	Ccl2,CXCL2,IL1B,TNF	 
TOPBP1	 	other	 	-0.132	bias	2.20E-03	1.56E-02	CDKN1A,COQ8A,GADD45A,HIC1	 
MAPK9	 	kinase	 	1.080	 	2.24E-03	1.58E-02	ABCG8,BMP1,Ccl2,CDKN1A,CEBPB,Cxcl11,CYP8B1,EGR1,FOS,GADD45A,HMGCR,IL1B,ISG20,MYC,THRA,TNF,TP53,ZFP36	313 (22)
NFKBIA	-1.133	transcription regulator	 	1.673	 	2.25E-03	1.58E-02	Ccl2,CCL3L3,CXCL2,HES1,ICAM1,IL1B,NLRP12,S100A9,SCFD1,TAT,Tgtp1/Tgtp2,TLR2,TNF	211 (12)
IRS1	-0.535	enzyme	 	1.302	 	2.33E-03	1.63E-02	CEBPA,CEBPB,CEBPD,EGR1,FASN,FOS,G6PC,GJA1,HMGCR,HMOX1,IGFBP1,IRS1,IRS2,LDLR,NRP1,PCK1,PPARGC1A,SREBF1,THRA	150 (11)
MRTFA	 	transcription regulator	 	0.169	 	2.33E-03	1.63E-02	ACTG1,CAVIN2,CCN2,CXCR4,EGR1,ELOVL3,GADD45A,ICAM1,ITGA6,LCN2,LILRB4,MYH9,PRTN3,S100A9,Saa3,SCARB1,SERPINE1,SLC20A1,Tpm4	 
PLCG2	 	enzyme	Activated	2.186	bias	2.43E-03	1.69E-02	FOXO1,IFIT2,THPO,TNF,TNFSF10	127 (9)
MAPKAP1	 	other	Activated	2.200	bias	2.43E-03	1.69E-02	CXCL10,CXCR4,DAXX,IFIT2,SREBF1	133 (9)
CLU	 	other	 	-0.651	 	2.43E-03	1.69E-02	IL1B,NFKBIA,NFKBIB,TNF,TP53	138 (4)
ELANE	 	peptidase	 	1.982	bias	2.43E-03	1.69E-02	CCL3L3,CEBPD,CXCL2,IL1B,TNF	121 (9)
CARD9	 	other	 	1.947	 	2.46E-03	1.70E-02	C5AR1,Ccl2,CXCL10,CXCL2,Cxcl9,IL1B,TLR2,TNF	250 (17)
TGFB1	 	growth factor	 	-0.672	 	2.46E-03	1.70E-02	CASP4,Ccl2,CXCL10,DBP,ICAM1,IL1B,IRF1,ITGA6,ITGAM,KIT,MYC,SMAD6,SOCS3,STAT1,TGM2,TNF	280 (17)
RELA	 	transcription regulator	Activated	2.409	bias	2.48E-03	1.71E-02	Ccl2,CD14,CXCL10,CXCL2,FOS,HMOX1,HSP90B1,ICAM1,IFIT1B,IL1B,ISG15,KRT18,MYC,NFKBIA,SAA1,Saa3,TLR2,TNF	233 (13)
FLI1	 	transcription regulator	Activated	2.200	bias	2.56E-03	1.75E-02	Ccl2,CXCL10,Cxcl9,DDX21,EGR1,NEU1,NOL6,Nolc1,SNU13	 
